"Article","Year","Stem"
"Inferring Learning from Gaze Data during Interaction with an Environment to Support Self-Regulated Learning",2013,"eye-track"
"Teammate Relationships Improve Help-Seeking Behavior in an Intelligent Tutoring System",2013,"intelligent tutoring system"
"Skill Diaries: Improve Student Learning in an Intelligent Tutoring System with Periodic Self-Assessment",2013,"problem solv"
"Feedback and Revising in an Intelligent Tutoring System for Writing Strategies",2013,"writing instruct"
"Using Automated Indices of Cohesion to Evaluate an Intelligent Tutoring System and an Automated Writing Evaluation System",2013,"intelligent tutoring system"
"Combining Semantic Interpretation and Statistical Classification for Improved Explanation Processing in a Tutorial Dialogue System",2013,"natural language process"
"Defining the Behavior of an Affective Learning Companion in the Affective Meta-tutor Project",2013,"affective learning companion"
"Can Preschoolers Profit from a Teachable Agent Based Play-and-Learn Game in Mathematics?",2013,"theory of mind"
"Designing a Tangible Learning Environment with a Teachable Agent",2013,"teachable ag"
"The Effects of a Pedagogical Agent for Informal Science Education on Learner Behaviors and Self-efficacy",2013,"intelligent tutoring system"
"Differential Impact of Learning Activities Designed to Support Robust Learning in the Genetics Cognitive Tutor",2013,"genetic process"
"Complementary Effects of Sense-Making and Fluency-Building Support for Connection Making: A Matter of Sequence?",2013,"connection mak"
"Examples and Tutored Problems: How Can Self-Explanation Make a Difference to Learning?",2013,"problem solv"
"Improving the Efficiency of Automatic Knowledge Generation through Games and Simulations",2013,"serious gam"
"Expectations of Technology: A Factor to Consider in Game-Based Learning Environments",2013,"student expect"
"Personalizing Embedded Assessment Sequences in Narrative-Centered Learning Environments: A Collaborative Filtering Approach",2013,"embedded assess"
"ReaderBench, an Environment for Analyzing Text Complexity and Reading Strategies",2013,"reading strategi"
"Exploring the Relationships between Design, Students’ Affective States, and Disengaged Behaviors within an ITS",2013,"intelligent tutoring system"
"Cluster-Based Prediction of Mathematical Learning Patterns",2013,"pairwise clust"
"Integrating Perceptual Learning with External World Knowledge in a Simulated Student",2013,"english article system"
"Using the Ecological Approach to Create Simulations of Learning Environments",2013,"simulated learn"
"Using Data-Driven Discovery of Better Student Models to Improve Student Learning",2013,"machine learn"
"Wheel-Spinning: Students Who Fail to Master a Skill",2013,"student model"
"A Matrix Factorization Method for Mapping Items to Skills and for Enhancing Expert-Based Q-Matrices",2013,"skills assess"
"Maximum Clique Algorithm for Uniform Test Forms Assembly",2013,"uniform test form"
"The Effect of Interaction Granularity on Learning with a Data Normalization Tutor",2013,"interaction granularity hypothesi"
"Revealing the Learning in Learning Curves",2013,"learning curv"
"Deliberate System-Side Errors as a Potential Pedagogic Strategy for Exploratory Virtual Learning Environments",2013,"discrep"
"Towards an Understanding of Affect and Knowledge from Student Interaction with an Intelligent Tutoring System",2013,"prior knowledg"
"The Effects of Culturally Congruent Educational Technologies on Student Achievement",2013,"dialect"
"ITS and the Digital Divide: Trends, Challenges, and Opportunities",2013,"digital divid"
"A Hypergraph Based Framework for Intelligent Tutoring of Algebraic Reasoning",2013,"problem solv"
"Learner Differences and Hint Content",2013,"tutoring system"
"Guided Skill Practice as an Adaptive Scaffolding Strategy in Open-Ended Learning Environments",2013,"scaffold"
"Intelligent Augmented Reality Training for Assembly Tasks",2013,"intelligent tutor"
"Users at the Center of Designing Informal Learning Experiences",2013,"mixed r"
"Lessons from Project LISTEN: What Have We Learned from a Reading Tutor That Listens?",2013,"word mean"
"The AIED Industry and Innovation Track",2013,"technology transit"
"Who Benefits from Confusion Induction during Learning? An Individual Differences Cluster Analysis",2013,"individual differ"
"Drill Evaluation for Training Procedural Skills",2013,"automated assess"
"Adaptive Assessment in an Instructor-Mediated System",2013,"adaptive train"
"Development of an Affect-Sensitive Agent for Aplusix",2013,"aplusix"
"Assessment and Learning of Qualitative Physics in Newton’s Playground",2013,"qualitative phys"
"The PHP Intelligent Tutoring System",2013,"php"
"The Interplay between Affect and Engagement in Classrooms Using AIED Software",2013,"disengag"
"Towards Automated Analysis of Student Arguments",2013,"genetics educ"
"Educational Potentials in Visually Androgynous Pedagogical Agents",2013,"teachable ag"
"Aligning and Comparing Data on Emotions Experienced during Learning with MetaTutor",2013,"affect"
"ExploreIT! An Adaptive Tutor in an Informal Learning Environment",2013,"adaptive tutor"
"Diagnosing Errors from Off-Path Steps in Model-Tracing Tutors",2013,"off-path step"
"Understanding the Difficulty Factors for Learning Materials: A Qualitative Study",2013,"recommender system"
"Mobile Testing for Authentic Assessment in the Field",2013,"computerized adaptive test"
"Field Observations of Engagement in Reasoning Mind",2013,"intelligent tutoring system"
"Analyzer of Sentence Card Set for Learning by Problem-Posing",2013,"arithmetical word problem"
"Modelling Domain-Specific Self-regulatory Activities in Clinical Reasoning",2013,"metacognit"
"Pilot Test of a Natural-Language Tutoring System for Physics That Simulates the Highly Interactive Nature of Human Tutoring",2013,"human tutor"
"Authoring Expert Knowledge Bases for Intelligent Tutors through Crowdsourcing",2013,"crowd-sourcing authoring tool"
"Towards Providing Feedback to Students in Absence of Formalized Domain Models",2013,"feedback provis"
"What Makes Learning Fun? Exploring the Influence of Choice and Difficulty on Mind Wandering and Engagement during Learning",2013,"mind wand"
"Enhancing In-Museum Informal Learning by Augmenting Artworks with Gesture Interactions and AIED Paradigms",2013,"informal learn"
"Measuring Procedural Knowledge in Problem Solving Environments with Item Response Theory",2013,"student model"
"Analysis of Emotion and Engagement in a STEM Alternate Reality Game",2013,"story el"
"Higher Automated Learning through Principal Component Analysis and Markov Models",2013,"irt"
"Evaluation of a Meta-tutor for Constructing Models of Dynamic Systems",2013,"intelligent tutoring system"
"Identification of Effective Learning Behaviors",2013,"learning behavior"
"Modeling the Process of Online Q&A Discussions Using a Dialogue State Model",2013,"dialogue transit"
"An Authoring Tool for Semi-automatic Generation of Self-assessment Exercises",2013,"authoring tool"
"Open Learner Models to Support Reflection on Brainstorming at Interactive Tabletops",2013,"brainstorm"
"Predicting Low vs. High Disparity between Peer and Expert Ratings in Peer Reviews of Physics Lab Reports",2013,"rating dispar"
"Automatically Generating Discussion Questions",2013,"facilit"
"Linguistic Content Analysis as a Tool for Improving Adaptive Instruction",2013,"readabl"
"Situational Interest and Informational Text Comprehension: A Game-Based Learning Perspective",2013,"situational interest"
"Learner-Created Scenario for Investigative Learning with Web Resources",2013,"investigative learn"
"Towards Identifying Students’ Causal Reasoning Using Machine Learning",2013,"performance assess"
"Social Personalized Adaptive E-Learning Environment: Topolor - Implementation and Evaluation",2013,"e-learning system"
"Adaptive Testing Based on Bayesian Decision Theory",2013,"e-test"
"Trust-Based Recommendations for Scientific Papers Based on the Researcher’s Current Interest",2013,"person"
"Modelling Students’ Knowledge of Ethics",2013,"ill-defined domain"
"System Comparisons: Is There Life after Null?",2013,"adaptive feedback"
"Question Generation and Adaptation Using a Bayesian Network of the Learner’s Achievements",2013,"learner model"
"Towards the Identification of Propaedeutic Relations in Textbooks",2019,"temporal reason"
"Autonomy and Types of Informational Text Presentations in Game-Based Learning Environments",2019,"game-based learning environ"
"Examining Gaze Behaviors and Metacognitive Judgments of Informational Text Within Game-Based Learning Environments",2019,"game-based learning environ"
"Using “Idealized Peers” for Automated Evaluation of Student Understanding in an Introductory Psychology Course",2019,"latent semantic analysi"
"4D Affect Detection: Improving Frustration Detection in Game-Based Learning with Posture-Based Temporal Data Fusion",2019,"postur"
"Designing for Complementarity: Teacher and Student Needs for Orchestration Support in AI-Enhanced Classrooms",2019,"human-ai interact"
"The Case of Self-transitions in Affective Dynamics",2019,"student affect"
"How Many Times Should a Pedagogical Agent Simulation Model Be Run?",2019,"longer-term mentor"
"A Survey of the General Public’s Views on the Ethics of Using AI in Education",2019,"gdpr"
"Promoting Inclusivity Through Time-Dynamic Discourse Analysis in Digitally-Mediated Collaborative Learning",2019,"group process"
"Evaluating Machine Learning Approaches to Classify Pharmacy Students’ Reflective Statements",2019,"learning analyt"
"Investigating Help-Giving Behavior in a Cross-Platform Learning Environment",2019,"help-giving-behavior"
"Comfort with Robots Influences Rapport with a Social, Entraining Teachable Robot",2019,"pitch"
"A Concept Map Based Assessment of Free Student Answers in Tutorial Dialogues",2019,"tutorial dialogu"
"Deep (Un)Learning: Using Neural Networks to Model Retention and Forgetting in an Adaptive Learning System",2019,"knowledge space theori"
"Checking It Twice: Does Adding Spelling and Grammar Checkers Improve Essay Quality in an Automated Writing Tutor?",2019,"natural language process"
"Reducing Mind-Wandering During Vicarious Learning from an Intelligent Tutoring System",2019,"intelligent tutoring system"
"Investigating the Effect of Adding Nudges to Increase Engagement in Active Video Watching",2019,"personalized nudg"
"Behavioural Cloning of Teachers for Automatic Homework Selection",2019,"deep learn"
"Integrating Students’ Behavioral Signals and Academic Profiles in Early Warning System",2019,"incoming profil"
"Predicting Academic Performance: A Bootstrapping Approach for Learning Dynamic Bayesian Networks",2019,"resampl"
"Predicting Multi-document Comprehension: Cohesion Network Analysis",2019,"cohesion network analysi"
"Student Network Analysis: A Novel Way to Predict Delayed Graduation in Higher Education",2019,"risk predict"
"Automatic Generation of Problems and Explanations for an Intelligent Algebra Tutor",2019,"answer set program"
"Generalizability of Methods for Imputing Mathematical Skills Needed to Solve Problems from Texts",2019,"multiclass classif"
"Using Machine Learning to Overcome the Expert Blind Spot for Perceptual Fluency Trainings",2019,"sequenc"
"Disentangling Conceptual and Embodied Mechanisms for Learning with Virtual and Physical Representations",2019,"embodied cognit"
"Adaptive Support for Representation Skills in a Chemistry ITS Is More Effective Than Static Support",2019,"perceptual flu"
"Confrustion in Learning from Erroneous Examples: Does Type of Prompted Self-explanation Make a Difference?",2019,"confus"
"Modeling Collaboration in Online Conversations Using Time Series Analysis and Dialogism",2019,"cross-reference pattern"
"Improving Short Answer Grading Using Transformer-Based Pre-training",2019,"student answer scor"
"The Impact of Student Model Updates on Contingent Scaffolding in a Natural-Language Tutoring System",2019,"contingent scaffold"
"Uniform Adaptive Testing Using Maximum Clique Algorithm",2019,"item response theori"
"Rater-Effect IRT Model Integrating Supervised LDA for Accurate Measurement of Essay Writing Ability",2019,"supervised topic model"
"Collaboration Detection that Preserves Privacy of Students’ Speech",2019,"learning analyt"
"How Does Order of Gameplay Impact Learning and Enjoyment in a Digital Learning Game?",2019,"edit dist"
"Analyzing Students’ Design Solutions in an NGSS-Aligned Earth Sciences Curriculum",2019,"engineering design"
"A Comparative Study on Question-Worthy Sentence Selection Strategies for Educational Question Generation",2019,"deep neural network"
"Automated Summarization Evaluation (ASE) Using Natural Language Processing Tools",2019,"discours"
"The Importance of Automated Real-Time Performance Feedback in Virtual Reality Temporal Bone Surgery Training",2019,"temporal bone surgeri"
"Model-Based Characterization of Text Discourse Content to Evaluate Online Group Collaboration",2019,"online group"
"Conscientiousness, Honesty-Humility, and Analogical/Creative Reasoning: Implications for Instructional Designs in Intelligent Tutoring Systems",2019,"honesty-humil"
"Learners’ Gaze Behaviors and Metacognitive Judgments with an Agent-Based Multimedia Environment",2019,"eye-track"
"Online Assessment of Belief Biases and Their Impact on the Acceptance of Fallacious Reasoning",2019,"informal log"
"Early Dropout Prediction for Programming Courses Supported by Online Judges",2019,"dropout"
"Developing a Deep Learning-Based Affect Recognition System for Young Children",2019,"computer vis"
"Using Exploratory Data Analysis to Support Implementation and Improvement of Education Technology Product",2019,"education technolog"
"Bayesian Diagnosis Tracing: Application of Procedural Misconceptions in Knowledge Tracing",2019,"bayesian diagnosis trac"
"Analysis of Gamification Elements. A Case Study in a Computer Science Course",2019,"elements of gamif"
"Towards Adaptive Worked-Out Examples in an Intelligent Tutoring System",2019,"computer science educ"
"Orchestrating Class Discussion with Collaborative Kit-Build Concept Mapping",2019,"classroom orchestr"
"Identifying Editor Roles in Argumentative Writing from Student Revision Histories",2019,"revis"
"Automating the Categorization of Learning Activities, to Help Improve Learning Design",2019,"machine learn"
"A Systematic Approach for Analyzing Students’ Computational Modeling Processes in C2STEM",2019,"stem+ct"
"Intelligent Tutoring System for Negotiation Skills Training",2019,"soft skills train"
"Robot Lecture for Enhancing Non-verbal Behavior in Lecture",2019,"non-verbal behavior"
"Design Prompts for Virtual Reality in Education",2019,"instructional design"
"Assessing and Improving Learning Outcomes for Power Management Experiments Using Cognitive Graph",2019,"cognitive graph"
"Does Choosing the Concept on Which to Solve Each Practice Problem in an Adaptive Tutor Affect Learning?",2019,"controlled studi"
"Measuring Content Complexity of Technical Texts: Machine Learning Experiments",2019,"reading recommender system"
"Should Students Use Digital Scratchpads? Impact of Using a Digital Assistive Tool on Arithmetic Problem-Solving",2019,"digital scratchpad"
"Degree Curriculum Contraction: A Vector Space Approach",2019,"curriculum"
"What Does Time Tell? Tracing the Forgetting Curve Using Deep Knowledge Tracing",2019,"time"
"Evaluating the Transfer of Scaffolded Inquiry: What Sticks and Does It Last?",2019,"scaffold"
"Automatic Classification of Error Types in Solutions to Programming Assignments at Online Learning Platform",2019,"cluster"
"Using Recurrent Neural Networks to Build a Stopping Algorithm for an Adaptive Assessment",2019,"knowledge space theori"
"Participatory Design to Lower the Threshold for Intelligent Support Authoring",2019,"participatory design"
"Finding Relevant e-Learning Materials",2019,"knowledge discoveri"
"Predicting Dialogue Breakdown in Conversational Pedagogical Agents with Multimodal LSTMs",2019,"dialogue breakdown detect"
"Pique: Recommending a Personalized Sequence of Research Papers to Engage Student Curiosity",2019,"natural language process"
"Group Formation for Collaborative Learning",2019,"collabor"
"L2 Learners’ Preferences of Dialogue Agents: A Key to Achieve Adaptive Motivational Support?",2019,"conversational ag"
"Discovery of Study Patterns that Impacts Students’ Discussion Performance in Forum Assignments",2019,"learning analyt"
"Automatic Construction of a Phonics Curriculum for Reading Education Using the Transformer Neural Network",2019,"attent"
"An Annotation Protocol for Collecting User-Generated Counter-Arguments Using Crowdsourcing",2019,"fallaci"
"Towards an Automatic Q&A Generation for Online Courses - A Pipeline Based Approach",2019,"q&a-gener"
"Semantic Matching of Open Texts to Pre-scripted Answers in Dialogue-Based Learning",2019,"natural language process"
"Developing Game-Based Models of Cooperation, Persistence and Problem Solving from Collaborative Gameplay",2019,"problem-solv"
"An Intelligent-Agent Facilitated Scaffold for Fostering Reflection in a Team-Based Project Course",2019,"computer-supported collaborative learn"
"I Wanna Talk Like You: Speaker Adaptation to Dialogue Style in L2 Practice Conversation",2019,"dialogu"
"Eye Gaze Sequence Analysis to Model Memory in E-education",2019,"gaze behavior"
"Exploring Teachable Humans and Teachable Agents: Human Strategies Versus Agent Policies and the Basis of Expertise",2019,"strategi"
"Learning from Videos Showing a Dialog Fosters More Positive Affect Than Learning from a Monolog",2019,"dialog"
"Automated Feedback on the Structure of Hypothesis Tests",2019,"intelligent tutoring system"
"Informing the Utility of Learning Interventions: Investigating Factors Related to Students’ Academic Achievement in Classroom and Online Courses",2019,"self-theory of intellig"
"Auto-Sending Messages in an Intelligent Orchestration System: A Pilot Study",2019,"intelligent tutoring system"
"Analysis of Holistic Interactions Between Lecturers and Students in Lectures",2019,"student"
"Take the Initiative: Mixed Initiative Dialogue Policies for Pedagogical Agents in Game-Based Learning Environments",2019,"initi"
"Investigating on Discussion for Sharing Understanding by Using Reciprocal Kit-Build Concept Map",2019,"pair discuss"
"What Inquiry with Virtual Labs Can Learn from Productive Failure: A Theory-Driven Study of Students’ Reflections",2019,"productive failur"
"Detection of Collaboration: Relationship Between Log and Speech-Based Classification",2019,"learning analyt"
"An Intelligent Tutoring System and Teacher Dashboard to Support Mathematizing During Science Inquiry",2019,"science inquiri"
"Leaving No One Behind: Educating Those Most Impacted by Artificial Intelligence",2019,"retrain"
"Modeling Students’ Behavior Using Sequential Patterns to Predict Their Performance",2019,"matrix factor"
"Personalization in OELEs: Developing a Data-Driven Framework to Model and Scaffold SRL Processes",2019,"metacognit"
"Analyzing Engagement in an On-Line Session",2019,"log trac"
"A Machine Learning Grading System Using Chatbots",2019,"similar"
"Evidence-Based Recommendation for Content Improvement Using Reinforcement Learning",2019,"reinforcement learn"
"A Virtual Counselor for Genetic Risk Communication",2019,"intelligent tutoring system"
"The Role of Achievement Goal Orientation on Metacognitive Process Use in Game-Based Learning",2019,"game-based learning environ"
"A Multimodal Alerting System for Online Class Quality Assurance",2019,"quality assur"
"Leveraging Cognitive Science and Artificial Intelligence to Save Lives",2019,"clabsi"
"A Task-Oriented Dialogue System for Moral Education",2019,"knowledge graph"
"Toward a Scalable Learning Analytics Solution",2019,"psychometr"
"Motivating Students to Ask More Questions",2019,"learning analyt"
"Towards Helping Teachers Select Optimal Content for Students",2019,"masteri"
"Autoencoders for Educational Assessment",2019,"cognitive model"
"The Value of Multimodal Data in Classification of Social and Emotional Aspects of Tutoring",2019,"tutor"
"Making Sense of Student Success and Risk Through Unsupervised Machine Learning and Interactive Storytelling",2020,"unsupervised machine learn"
"Using Motion Sensors to Understand Collaborative Interactions in Digital Fabrication Labs",2020,"makerspac"
"Student Dropout Prediction",2020,"decision support tool"
"Investigating Visitor Engagement in Interactive Science Museum Exhibits with Multimodal Bayesian Hierarchical Models",2020,"multimodal learning analyt"
"Fooling Automatic Short Answer Grading Systems",2020,"automatic assess"
"Using Neural Tensor Networks for Open Ended Short Answer Assessment",2020,"answer assess"
"The Sound of Inattention: Predicting Mind Wandering with Automatically Derived Features of Instructor Speech",2020,"acoust"
"To Tailor or Not to Tailor Gamification? An Analysis of the Impact of Tailored Game Elements on Learners’ Behaviours and Motivation",2020,"user behaviour"
"Improving Affect Detection in Game-Based Learning with Multimodal Data Fusion",2020,"game-based learn"
"Strategies for Deploying Unreliable AI Graders in High-Transparency High-Stakes Exams",2020,"transpar"
"A Conceptual Framework for Human–AI Hybrid Adaptivity in Education",2020,"orchestr"
"Exploring How Gender and Enjoyment Impact Learning in a Digital Learning Game",2020,"learn"
"Neural Multi-task Learning for Teacher Question Detection in Online Classrooms",2020,"natural language understand"
"A Data-Driven Student Model to Provide Adaptive Support During Video Watching Across MOOCs",2020,"mooc"
"Transfer of Automated Performance Feedback Models to Different Specimens in Virtual Reality Temporal Bone Surgery",2020,"temporal bone surgeri"
"Use of Adaptive Feedback in an App for English Language Spontaneous Speech",2020,"automated speech analysi"
"Impact of Conversational Formality on the Quality and Formality of Written Summaries",2020,"formal"
"LIWCs the Same, Not the Same: Gendered Linguistic Signals of Performance and Experience in Online STEM Courses",2020,"computational linguist"
"SoundHunters: Increasing Learner Phonological Awareness in Plains Cree",2020,"listening skil"
"Moodoo: Indoor Positioning Analytics for Characterising Classroom Teaching",2020,"learning spac"
"AI Enabled Tutor for Accessible Training",2020,"explainable ai"
"DETECT: A Hierarchical Clustering Algorithm for Behavioural Trends in Temporal Educational Data",2020,"intelligent tutoring system"
"Effect of Non-mandatory Use of an Intelligent Tutoring System on Students’ Learning",2020,"learning analyt"
"Evaluating Crowdsourcing and Topic Modeling in Generating Knowledge Components from Explanations",2020,"crowdsourc"
"Modeling the Relationships Between Basic and Achievement Emotions in Computer-Based Learning Environments",2020,"achievement emot"
"Analysis of Task Difficulty Sequences in a Simulation-Based POE Environment",2020,"predict-observe-explain"
"Affective Sequences and Student Actions Within Reasoning Mind",2020,"educational affect"
"Helping Teachers Help Their Students: A Human-AI Hybrid Approach",2020,"authoring tool"
"Comprehensive Views of Math Learners: A Case for Modeling and Supporting Non-math Factors in Adaptive Math Software",2020,"opportunity gap"
"Exploring the Impact of Simple Explanations and Agency on Batch Deep Reinforcement Learning Induced Pedagogical Policies",2020,"explan"
"Recommending Insightful Drill-Downs Based on Learning Processes for Learning Analytics Dashboards",2020,"drill down analysi"
"Introducing a Framework to Assess Newly Created Questions with Natural Language Processing",2020,"learning analyt"
"Using Thinkalouds to Understand Rule Learning and Cognitive Control Mechanisms Within an Intelligent Tutoring System",2020,"problem solv"
"Remember the Facts? Investigating Answer-Aware Neural Question Generation for Text Comprehension",2020,"educ"
"Raising Teachers Empowerment in Gamification Design of Adaptive Learning Systems: A Qualitative Research",2020,"data visu"
"Far from Success – Far from Feedback Acceptance? The Influence of Game Performance on Young Students’ Willingness to Accept Critical Constructive Feedback During Play",2020,"teachable ag"
"Robust Neural Automated Essay Scoring Using Item Response Theory",2020,"automated essay scor"
"Supporting Teacher Assessment in Chinese Language Learning Using Textual and Tonal Features",2020,"language learn"
"Early Detection of Wheel-Spinning in ASSISTments",2020,"decision tre"
"Investigating Differential Error Types Between Human and Simulated Learners",2020,"apprentice learn"
"Studying the Interactions Between Science, Engineering, and Computational Thinking in a Learning-by-Modeling Environment",2020,"log analysi"
"Detecting Off-Task Behavior from Student Dialogue in Game-Based Collaborative Learning",2020,"collaborative game-based learn"
"Automated Analysis of Middle School Students’ Written Reflections During Game-Based Learning",2020,"metacognit"
"Can Ontologies Support the Gamification of Scripted Collaborative Learning Sessions?",2020,"scripted collabor"
"Predicting Gaps in Usage in a Phone-Based Literacy Intervention System",2020,"out-of-school learn"
"MACER: A Modular Framework for Accelerated Compilation Error Repair",2020,"program repair"
"Modelling Learners in Crowdsourcing Educational Systems",2020,"educational system"
"BERT and Prerequisite Based Ontology for Predicting Learner’s Confusion in MOOCs Discussion Forums",2020,"text classif"
"Identification of Students’ Need Deficiency Through a Dialogue System",2020,"dialogue system"
"The Double-Edged Sword of Automating Personalized Interventions in Makerspaces: An Exploratory Study of Potential Benefits and Drawbacks",2020,"instructional support"
"EdNet: A Large-Scale Hierarchical Dataset in Education",2020,"artificial intellig"
"Exploring Automatic Short Answer Grading as a Tool to Assist in Human Rating",2020,"bert"
"Multi-document Cohesion Network Analysis: Visualizing Intratextual and Intertextual Links",2020,"lexical overlap link"
"Mastery Learning Heuristics and Their Hidden Models",2020,"learner model"
"Towards Practical Detection of Unproductive Struggle",2020,"intelligent tutoring system"
"What Happens When Gamification Ends?",2020,"tension"
"Using Eye-Tracking and Click-Stream Data to Design Adaptive Training of Children’s Inhibitory Control in a Maths and Science Game",2020,"educational neurosci"
"Interactive Pedagogical Agents for Learning Sequence Diagrams",2020,"interaction diagram"
"Prediction of Group Learning Results from an Aggregation of Individual Understanding with Kit-Build Concept Map",2020,"collaborative learn"
"Automatic Classification for Cognitive Engagement in Online Discussion Forums: Text Mining and Machine Learning Approach",2020,"online discussion forum"
"Explaining Errors in Predictions of At-Risk Students in Distance Learning Education",2020,"error analysi"
"A General Multi-method Approach to Design-Loop Adaptivity in Intelligent Tutoring Systems",2020,"data min"
"Towards Improving Sample Representativeness of Teachers on Online Social Media: A Case Study on Pinterest",2020,"pinterest"
"A Framework for Exploring the Impact of Tutor Practices on Learner Self-regulation in Online Environments",2020,"winne and hadwin model"
"Automated Personalized Feedback Improves Learning Gains in An Intelligent Tutoring System",2020,"natural language process"
"Allowing Revisions While Providing Error-Flagging Support: Is More Better?",2020,"adaptive tutor"
"Learner-Context Modelling: A Bayesian Approach",2020,"individu"
"Distinguishing Anxiety Subtypes of English Language Learners Towards Augmented Emotional Clarity",2020,"emotional clar"
"A Socratic Tutor for Source Code Comprehension",2020,"computer program"
"Siamese Neural Networks for Class Activity Detection",2020,"class activity detect"
"Deep-Cross-Attention Recommendation Model for Knowledge Sharing Micro Learning Service",2020,"micro learn"
"Raising Academic Performance in Socio-cognitive Conflict Learning Through Gamification",2020,"academic perform"
"Towards Interpretable Deep Learning Models for Knowledge Tracing",2020,"deep learn"
"Early Prediction of Success in MOOC from Video Interaction Features",2020,"attendance r"
"Predicting Reading Comprehension from Constructed Responses: Explanatory Retrievals as Stealth Assessment",2020,"stealth assess"
"An Approach to Model Children’s Inhibition During Early Literacy and Numeracy Acquisition",2020,"inhibit"
"Confrustion and Gaming While Learning with Erroneous Examples in a Decimals Game",2020,"affect"
"Learning Outcomes and Their Relatedness Under Curriculum Drift",2020,"model adapt"
"Scientific Modeling Using Large Scale Knowledge",2020,"ecolog"
"Promoting Learning and Satisfaction of Children When Interacting with an Emotional Companion to Program",2020,"primary educ"
"Automatic Grading System Using Sentence-BERT Network",2020,"similar"
"Extended Multi-document Cohesion Network Analysis Centered on Comprehension Prediction",2020,"natural language process"
"Supporting Empathy Training Through Virtual Patients",2020,"role play"
"Generating Game Levels to Develop Computer Science Competencies in Game-Based Learning Environments",2020,"procedural content gener"
"Deep Knowledge Tracing with Transformers",2020,"transform"
"Relationships Between Body Postures and Collaborative Learning States in an Augmented Reality Study",2020,"collaborative learn"
"Effect of Immediate Feedback on Math Achievement at the High School Level",2020,"technolog"
"Automated Prediction of Novice Programmer Performance Using Programming Trajectories",2020,"novice programm"
"Examining Students’ Intrinsic Cognitive Load During Program Comprehension – An Eye Tracking Approach",2020,"eye track"
"Agent-in-the-Loop: Conversational Agent Support in Service of Reflection for Learning During Collaborative Programming",2020,"reflection prompt"
"Toward an Automatic Speech Classifier for the Teacher",2020,"multimodal learning analyt"
"Constructing Automated Revision Graphs: A Novel Visualization Technique to Study Student Writing",2020,"write"
"When Lying, Hiding and Deceiving Promotes Learning - A Case for Augmented Intelligence with Augmented Ethics",2020,"fate"
"Understanding Collaborative Question Posing During Computational Modeling in Science",2020,"collaborative learn"
"Machine Learning and Student Performance in Teams",2020,"performance predict"
"Scanpath Analysis of Student Attention During Problem Solving with Worked Examples",2020,"assist"
"Helping Teachers Assist Their Students in Gamified Adaptive Educational Systems: Towards a Gamification Analytics Tool",2020,"gamification analyt"
"Understanding Rapport over Multiple Sessions with a Social, Teachable Robot",2020,"rapport"
"Exercise Hierarchical Feature Enhanced Knowledge Tracing",2020,"deep learn"
"Sequence-to-Sequence Models for Automated Text Simplification",2020,"paraphras"
"Relationships Between Math Performance and Human Judgments of Motivational Constructs in an Online Math Tutoring System",2020,"motivational construct"
"Automated Short-Answer Grading Using Deep Neural Networks and Item Response Theory",2020,"automated short answer grad"
"Automatic Dialogic Instruction Detection for K-12 Online One-on-One Classes",2020,"k-12 educ"
"Exploring the Role of Perspective Taking in Educational Child-Robot Interaction",2020,"children"
"Evaluating Student Learning in a Synchronous, Collaborative Programming Environment Through Log-Based Analysis of Projects",2020,"programming action log"
"Adaptive Forgetting Curves for Spaced Repetition Language Learning",2020,"forgetting curv"
"Learning from Interpretable Analysis: Attention-Based Knowledge Tracing",2020,"self attent"
"Identifying Beneficial Learning Behaviors from Large-Scale Interaction Data",2020,"educational data min"
"A Gamified Solution to the Cold-Start Problem of Intelligent Tutoring System",2020,"gamif"
"Bridging Over from Learning Videos to Learning Resources Through Automatic Keyword Extraction",2020,"keyword extract"
"The Potential for the Use of Deep Neural Networks in e-Learning Student Evaluation with New Data Augmentation Method",2020,"deep neural network"
"A Large-Scale, Open-Domain, Mixed-Interface Dialogue-Based ITS for STEM",2020,"natural language process"
"Contingent Scaffolding for System Safety Analysis",2020,"stpa"
"The Exploration of Feeling of Difficulty Using Eye-Tracking and Skin Conductance Response",2020,"feeling of difficulty (fod)"
"Sense of Agency in Times of Automation: A Teachers’ Professional Development Proposal on the Ethical Challenges of AI Applied to Education",2020,"ethic"
"Improving Students’ Problem-Solving Flexibility in Non-routine Mathematics",2020,"non-routine mathemat"
"Investigating Transformers for Automatic Short Answer Grading",2020,"short answer grad"
"Predicting Learners Need for Recommendation Using Dynamic Graph-Based Knowledge Tracing",2020,"knowledge trac"
"Is a Dialogue-Based Tutoring System that Emulates Helpful Co-constructed Relations During Human Tutoring Effective?",2015,"physics educ"
"Predicting Comprehension from Students’ Summaries",2015,"summaries assess"
"Learning Bayesian Networks for Student Modeling",2015,"bayesian network"
"Tutorial Dialogue Modes in a Large Corpus of Online Tutoring Transcripts",2015,"data min"
"Data-Driven Worked Examples Improve Retention and Completion in a Logic Tutor",2015,"problem-solv"
"Improving Engagement in an E-Learning Environment",2015,"engaged concentr"
"Using Eye Tracking to Identify Learner Differences in Example Processing",2015,"learner differ"
"The Design Rationale of Logic-Muse, an ITS for Logical Reasoning in Multiple Contexts",2015,"it"
"Evaluating the Effectiveness of Integrating Natural Language Tutoring into an Existing Adaptive Learning System",2015,"mathematics educ"
