"Article","Year","Author","Stem"
"Mining social deliberation in online communication: If you were me and I were you",2013,"Woolf, B.P","applied machine learn"
"Bringing student backgrounds online: MOOC user demographics, site usage, and online learning",2013,"Seaton, D","mooc"
"Exploring exploration: Inquiries into exploration behavior in complex problem solving assessment",2013,"Greiff, S.","complex problem solv"
"Reading into the text: Investigating the influence of text complexity on cognitive engagement",2013,"Lehman, B","boredom"
"Data mining in the classroom: Discovering groups’ strategies at a multi-tabletop environment",2013,"Kay, J.","classroom"
"Analysis of students clustering results based on Moodle log data",2013,"Héguy, O","analysi"
"Sequences of frustration and confusion, and learning",2013,"Pataranutaporn, V","affect"
"Adapting Bayesian knowledge tracing to a massive open online course in edX",2013,"Seaton, D.T","bayesian knowledge trac"
"Extending the assistance model: Analyzing the use of assistance over time",2013,"Wang, Y","assistance model"
"Predicting group programming project performance using SVN activity traces",2013,"Macskassy, S.A","collaborative project"
"Does representational understanding enhance fluency – Or vice versa? Searching for mediation models",2013,"Aleven, V","causal path analysis model"
"A spectral learning approach to knowledge tracing",2013,"Gordon, G.J","bayesian knowledge trac"
"Visual exploration of interactions and performance with LEMO",2013,"Elkina, M","interact"
"DARE: Deep Anaphora Resolution in dialogue based intelligent tutoring systems",2013,"Stefanescu, D.","anaphora resolut"
"Determining review coverage by extracting topic sentences using a graph-based clustering approach",2013,"Gehringer, E.F.","agglomerative clust"
"Educational data mining: Illuminating student learning pathways in an online fraction game",2013,"Velasquez, N.F","educational data min"
"Mining temporally-interesting learning behavior patterns",2013,"Biswas, G.","information gain"
"Mining users’ behaviors in intelligent educational games prime climb a case study",2013,"Conati, C.","association rule min"
"A meta-learning approach for recommending a subset of white-box classification algorithms for Moodle datasets",2013,"Ventura, S.","classif"
"Students' use of support functions in DBAs: Analysis of NAEP grade 8 mathematics process data",2019,"Li, M.","naep"
"A methodology for student video interaction patterns analysis and classification",2019,"Shrier, I.","clickstream"
"Evaluating fairness and generalizability in models predicting on-time graduation from college applications",2019,"Duckworth, A.L","college success"
"Generalizability of sensor-free affect detection models in a longitudinal dataset of tens of thousands of students",2019,"D'Mello, S.K.","cluster"
"A comparison of automated scale short form selection strategies",2019,"Marcoulides, K.M.","confirmatory factor analysi"
"Second LABBEC workshop: Learning analytics, building bridges between the education and the computing communities",2019,"Desmarais, M.C","educational measur"
"Detecting creativity in an open ended geometry environment",2019,"Gal, K.","divergent think"
"Optimizing assignment of students to courses based on learning activity analytics",2019,"Taniguchi, Y","optim"
"Probabilistic modeling of peer correction and peer assessment",2019,"Kashima, H.","peer correct"
"Identifying collaborative learning states using unsupervised machine learning on eye-tracking, physiological and motion sensor data",2019,"Schneider, B.","motion sens"
"Individual differences in student learning aid usage",2019,"Furr, D.","learning aid"
"Machine-learned or expert-engineered features? Exploring feature engineering methods in detectors of student behavior and affect",2019,"Heffernan, N.T.","disengaged behavior"
"Validating the myth of average through evidences",2019,"Ram, P.","evid"
"Towards modeling students' problem-solving skills in non-routine mathematics problems",2019,"McLaren, B.M.","non-routine mathemat"
"Skills embeddings: A neural approach to multicomponent representations of students and tasks",2019,"Elliott, M","multicompo-nent latent trait model"
"Active learning for student affect detection",2019,"Studer, C","l-mmse estim"
"Hello? Who is posting, who is answering, and who is succeeding in Massive Open Online Courses",2019,"Baker, R.S.","gender"
"ATC framework: A fully automatic cognitive tracing model for student and educational contents",2019,"Jiang, T.","cognitive model"
"What you say is relevant to how you make friends: Measuring the effect of content on social connection",2019,"Lynch, C.F","mooc"
"Automatic identification of questions in MOOC forums and association with self-regulated learning",2019,"Luengo, V","discussion forum"
"EDM & games: Leveling up engaged learning with data-rich analytics",2019,"Paquette, L","game-based assess"
"Parent as a companion for solving challenging math problems: Insights from multi-modal observational data",2019,"Dubrawski, A.","multi-modal learning analyt"
"A data-driven approach for automated assessment of scientific explanations in science inquiry",2019,"Gobert, J.","regular express"
"Tutorbot corpus: Evidence of human-agent verbal alignment in second language learner dialogues",2019,"Lucas, C.G","align"
"A novel use of educational data mining to inform effective management of academic programs",2019,"Osman, A.","academic program manag"
"Predictors of student satisfaction: A large-scale study of human-human online tutorial dialogues",2019,"Ferreira, R","gradient tree boost"
"A better cold-start for early prediction of student at-risk status in new school districts",2019,"Stephenson, S.","high school gradu"
"Deep hierarchical knowledge tracing",2019,"Gao, J.","hierarchical structure model"
"Affective state prediction in a mobile setting using wearable biometric sensors and stylus",2019,"Solenthaler, B","biometric sensor"
"Utterance-level modeling of indicators of engaging classroom discourse",2019,"Dale, M","classroom discours"
"Hǎo Fāyīn: Developing automated audio assessment tools for a Chinese language course",2019,"Lu, X","automatic grad"
"Staying in the zone: Sequencing content in classrooms based on the zone of proximal development",2019,"Gilad-Bachrach, R","e-learn"
"A human-machine hybrid peer grading framework for SPOCs",2019,"Ji, S","bayesian model"
"Collaborative problem-solving process in a science serious game: Exploring group action similarity trajectory",2019,"Yan, L","jaccard coeffici"
"Identifying critical pedagogical decisions through adversarial deep reinforcement learning",2019,"Azizsoltani, H","critical decis"
"Measuring students' thermal comfort and its impact on learning",2019,"Van Dessel, S","thermal comfort"
"Sharing and reusing data and analytic methods with LearnSphere",2019,"Carvalho, P","data-informed effort"
"Implicit and explicit emotions in MOOCs",2019,"Afzal, S","emot"
"Grading emails and generating feedback",2019,"Aggarwal, V.","educ"
"Incorporating prior practice difficulty into performance factors analysis to model Mandarin tone learning",2019,"Bidelman, G.M.","difficulty level"
"A comparative analysis of emotional words for learning effectiveness in online education",2019,"Kim, G","online educ"
"Improving peer assessment accuracy by incorporating relative peer grades",2019,"Gao, J","peer grad"
"Characterising students' writing processes using temporal keystroke analysis",2019,"Kennedy, G","shap feature import"
"Investigating writing style development in high school",2019,"Alstrup, S.","siamese neural network"
"Supporting minority student success by using machine learning to identify at-risk students",2019,"Garcia, J.","dropout predict"
"N-gram graphs for topic extraction in educational forums",2019,"Yuan, C.","natural language process"
"A generalizable performance evaluation model of driving games via risk-weighted trajectories",2019,"Mussack, D","game-based learn"
"Design and deployment of a better university course search: Inferring latent",2019,"Pardos, Z.A.","course2vec"
"Kappa learning: A new item-similarity method for clustering educational items from response data",2019,"Alexandron, G.","clustering educational item"
"Modelling end-of-session actions in educational systems",2019,"Alstrup, S","educational session model"
"Detecting suggestions in peer assessments",2019,"Xiao, Y","peer assess"
"Towards discovering problem similarity through deep learning: Combining problem features and user behavior",2019,"Schrater, P","deep learn"
"Modeling person-specific development of math skills in continuous time: New evidence for mutualism",2019,"Simmering, V.R","mixed-effects model"
"The guided team-partitioning problem: Definition, complexity, and algorithm",2019,"Terzi, E.","team form"
"Smart learning object recommendations based on time-dependent learning need models",2019,"Arbanowski, S.","knowledge-based filt"
"Investigating effects of considering mobile and desktop learning data on predictive power of learning management system (LMS) features on student success",2019,"Gaševic, D.","learning analyt"
"Teacher vs. Algorithm: Double-blind experiment of content sequencing in mathematics",2019,"Tzayada, O","content sequenc"
"The influence of school demographics on the relationship between students' help-seeking behavior and performance and motivational measures",2019,"Baker, R.S.","help-seek"
"Detecting wheel-spinning and productive persistence in educational games",2019,"Thai, K.P","educational gam"
"Student knowledge diagnosis on response data via the model of sparse factor learning",2019,"Yun, Y","personalized educ"
"Categorizing students' questions using an ensemble hybrid approach",2019,"Luengo, V.","ensemble learn"
"Using knowledge component modeling to increase domain understanding in a digital learning game",2019,"Stamper, J","digital learning gam"
"Predicting early and often: Predictive student modeling for block-based programming environments",2019,"Smith, C","predictive student model"
"Hybrid deep neural networks to predict socio-moral reasoning skills",2019,"Dufresne, A.","expert knowledg"
"DAS3H: Modeling student learning and forgetting for optimally scheduling distributed practice of skills",2019,"Bourda, Y","knowledge compon"
"Do learners know what's good for them? Crowdsourcing subjective ratings of OERs to predict learning gains",2019,"Hylak, B.","crowdsourc"
"Toward instrumenting makerspaces: Using motion sensors to capture students' affective states in open-ended learning environments",2019,"Chng, E","learning analyt"
"Filtering non-relevant short answers in peer learning applications",2019,"Bhatnagar, S","student response system"
"Grade prediction based on cumulative knowledge and co-taken courses",2019,"Lan, A.S","cumulative knowledg"
"Scholars walk: A Markov chain framework for course recommendation",2019,"Karypis, G.","higher educ"
"Time-series insights into the process of passing or failing online university courses using neural-induced interpretable student states",2019,"Breitfeller, L","deep learn"
"Towards a general purpose anomaly detection method to identify cheaters in massive open online courses",2019,"Pritchard, D.E.","cheat"
"Identifying profiles of collaborative problem solvers in an online electronics environment",2018,"Steinberg, J","collaborative problem solv"
"GritNet: Student performance prediction with deep learning",2018,"Ganapathi, V.","educational data min"
"LeCore: A Framework for Modeling Learner’s preference",2018,"Dubey, A","person"
"Predictive student modeling for interventions in online classes",2018,"Stokes, J","data visu"
"Re-designing the structure of online courses to empower educational data mining",2018,"Garrido, G.","data interpret"
"Studying affect dynamics and chronometry using sensor-free detectors",2018,"Ocumpaugh, J","affect dynam"
"Predicting individualized learner models across tutor lessons",2018,"Stamper, J","genet"
"Contextual derivation of stable BKT parameters for analyzing content efficacy",2018,"Baker, R.S.","brute force bkt model"
"Predicting learning by analyzing eye-gaze data of reading behavior",2018,"Carter, K.E","computer-based learning environ"
"Forgetting curves and testing effect in an adaptive learning and assessment system",2018,"Doble, C","forgetting curv"
"Machine beats human at sequencing visuals for perceptual-fluency practice",2018,"Rau, M.A","desirable difficulti"
"What can we learn from college students’ network transactions? Constructing useful features for student success prediction",2018,"Patel, M","engag"
"Tracking behavioral patterns among students in an online educational system",2018,"Alstrup, S.","non-negative matrix factor"
"Automated speech act categorization of chat utterances in virtual internships",2018,"Graesser, A.C","machine learn"
"Is the doer effect robust across multiple data sets?",2018,"Schaldenbrand, P.","doer effect"
"Mining MOOC lecture transcripts to construct concept dependency graphs",2018,"Geigle, C","concept dependency graph"
"A Comparison of Features for the Automatic Labeling of Student Answers to Open-ended Questions",2018,"Zouaq, A","entity ment"
"Standard error considerations on AFM parameters",2018,"Léger, S.","parameters standard error"
"Who they are and what they want: Understanding the reasons for MOOC enrollment",2018,"Anderson, C.J","mooc"
"Predicting student enrollment based on student and college characteristics",2018,"Ojah, T","college characterist"
"Exploring collaboration using motion sensors and multi-modal learning analytics",2018,"Schneider, B.","computational think"
"Predicting quitting in students playing a learning game",2018,"Shute, V.","disengag"
"Modeling math identity and math success through sentiment analysis and linguistic features",2018,"Labrum, M","math ident"
"Predicting student performance based on online study habits: A study of blended courses",2018,"Lynch, C.F","log"
"Finding topics in enrollment data",2018,"Rickert, M","educational data min"
"An open vocabulary approach for estimating teacher use of authentic questions in classroom discourse",2018,"Kelly, S","classroom discours"
"Improving stealth assessment in game-based learning with LSTM-based analytics",2018,"Wiebe, E","lstm"
"Impact of corpus size and dimensionality of LSA spaces from Wikipedia articles on autotutor answer evaluation",2018,"Windsor, L.C","corpus s"
"Understanding student procrastination via mixture models",2018,"Rodriguez, F","online cours"
"Intelligent instructional hand offs",2018,"Berman, S.R","detector model"
"Filtered time series analyses of student problem-solving behaviors in game-based learning",2018,"Azevedo, R","game-based learn"
"A hybrid multi-criteria approach using a genetic algorithm for recommending courses to university students",2018,"Romero, C.","educational recommender system"
"Accurate measurement of lexical sophistication with reference to ESL learner data",2018,"Juffs, A","corpus linguist"
"Using a common sense knowledge base to auto generate multi-dimensional vocabulary assessments",2018,"Sharma, M","knowledge bas"
"ELBA: Exceptional learning behavior analysis",2018,"Duivesteijn, W","learning analyt"
"Clustering the learning patterns of adults with low literacy skills interacting with an intelligent tutoring system",2018,"Lippert, A","autotutor"
"Mining user trajectories in electronic text books",2018,"Brefeld, U.","sequential clust"
"Gender differences in undergraduate engineering applicants: A text mining approach",2018,"Khan, A","cluster"
"Understanding learners’ opinion about participation certificates in online courses using topic modeling",2018,"Waller, D.R","mooc certif"
"Constructing cognitive profiles for simulation-based hiring assessments",2018,"Snow, E.L","learning sci"
"Identifying user engagement patterns in an online video discussion platform",2018,"Natriello, G.","online discuss"
"Who are they looking at? Automatic eye gaze following for classroom observation video analysis",2018,"Whitehill, J.R.","classroom observation video"
"Prediction of academic achievement based on digital campus",2018,"Huang, J","behavioural pattern"
"Analyzing the relative learning benefits of completing required activities and optional readings in online courses",2018,"Motz, B.A","online learn"
"Estimating the treatment effect of new device deployment on uruguayan students’ online learning activity",2018,"Whitehill, J.","quasi-experimental design"
"How many friends can you make in a week?: Evolving social relationships in MOOCs over time",2018,"Barnes, T.","forum particip"
"Mining student misconceptions from pre- and post-test data",2018,"Pritchard, D.","common student misconcept"
"Can textbook annotations serve as an early predictor of student learning?",2018,"Lan, A","neural network"
"Modeling the effects of students’ interactions with immersive simulations using Markov switching systems",2018,"Grosz, B","exploratory learning environ"
"Does deep knowledge tracing model interactions among skills?",2018,"Kelly, S","knowledge trac"
"Identifying student communities in blended courses",2017,"Heckman, S","educational data min"
"Riple: Recommendation in peer-learning environments based on knowledge gaps and interests",2017,"Kitto, K.","peer-learning environ"
"Personalized feedback for open-response mathematical questions using long short-term memory networks",2017,"Baraniuk, R.G.","feedback gener"
"Online learning persistence and academic achievement",2017,"Pavlik, P","alek"
"On the prevalence of multiple-account cheating in massive open online learning",2017,"Hauff, C.","educational data min"
"An LDA topic model and social network analysis of a school blogging platform",2017,"Hughes, B","nlp"
"Sequence modelling for analysing student interaction with educational systems",2017,"Hjuler, N","markov chain"
"Mining innovative augmented graph grammars for argument diagrams through novelty selection",2017,"Chi, M.","augmented graph grammar"
"Zone out no more: Mitigating mind wandering during computerized reading",2017,"Bixler, R","gaze track"
"An analysis of students’ questions in MOOCs forums",2017,"Hu, X.","moocs forum"
"Grade prediction with temporal course-wise influence",2017,"Rangwala, H.","latent factor"
"The reading ability of college freshmen",2017,"Davis, R.N","higher educ"
"Identifying relationships between students’ questions type and their behavior",2017,"Luengo, V.","question taxonomi"
"Short-answer responses to STEM exercises: Measuring response validity and its impact on learning",2017,"Lan, A","cognitive psycholog"
"Development of a trajectory model for visualizing teacher ICT usage based on event segmentation data",2017,"Wu, B","ict"
"Using a single model trained across multiple experiments to improve the detection of treatment effects",2017,"Heffernan, N.T","intervention effect"
"On the influence on learning of student compliance with prompts fostering self-regulated learning",2017,"Azevedo, R","eye track"
"Text analysis with LIWC and coh-metrix: Portraying MOOCs instructors",2017,"Sun, L","lecture styl"
"Behavior-based latent variable model for learner engagement",2017,"Yang, T.-Y","engag"
"Understanding student’s reviewing and reflection behaviors using web-based programming grading assistant",2017,"Hsiao, I.-H.","paper-based assess"
"A latent factor model for instructor content preference analysis",2017,"Grimaldi, P.J","educational data min"
"Developing Chinese automated essay scoring model to assess college students’ essay quality",2017,"Pai, K.-C.","chinese linguistic ind"
"Data-mining textual responses to uncover misconception patterns",2017,"Waters, A.E","markov chain monte carlo"
"An offline evaluation method for individual treatment rules and how to find heterogeneous treatment effect",2017,"Zou, J.","heterogeneous treatment effect"
"Causal forest vs. naïve causal forest in detecting personalization: An empirical study in ASSISTments",2017,"Patikorn, T","heterogeneous treatment effect"
"Predicting performance in a small private online course",2017,"Xiaopeng, G","educational data min"
"Tracking online reading of college students",2017,"Graesser, A","measur"
"Teaching informal logical fallacy identification with a cognitive tutor",2017,"Koedinger, K.R.","cognitive tutor"
"Student use of scaffolded inquiry simulations in middle school science",2017,"Linn, M.","interactive simul"
"Making the grade: How learner engagement changes after passing a course",2017,"Domingue, B","learning analyt"
"Automatic scoring method for descriptive test using recurrent neural network",2017,"Kawashima, H","language model"
"Modeling dormitory occupancy using Markov chains",2017,"Yankovich, D","dormitory occup"
"Towards automatic classification of learning objects: Reducing the number of used features",2017,"Zapata, A","learning object"
"Discovering skill prerequisite structure through Bayesian estimation and nested model comparison",2017,"Yoo, Y.J.","mcmc estim"
"Learning to represent student knowledge on programming exercises using deep learning",2017,"Liu, L","knowledge trac"
"Modeling classifiers for virtual internships without participant data",2017,"Shaffer, D.W","lsa"
"Emerging patterns in student’s learning attributes through text mining",2017,"Wongviriyawong, C.","engag"
"Predicting short- and long-term vocabulary learning via semantic features of partial word knowledge",2017,"Collins-Thompson, K.","prediction model"
"Mycos intelligent teaching assistant",2017,"Wang, B.","sudent engag"
"A neural network approach to estimate student skill mastery in cognitive diagnostic assessments",2017,"Cui, Y.","neural network"
"Student learning strategies and behaviors to predict success in an online adaptive mathematics tutoring system",2017,"Shubeck, K","error"
"Metacognitive prompt overdose: Positive and negative effects of prompts in iSTART",2017,"Likens, A.D","intelligent tutoring system"
"Using an additive factor model and performance factor analysis to assess learning gains in a tutoring system to help adults with reading difficulties",2017,"Graesser, A.","csal autotutor"
"An effective framework for automatically generating and ranking topics in MOOC videos",2017,"Li, X","massive open online courses (moocs)"
"Learner affect through the looking glass: Characterization and detection of confusion in online courses",2017,"Bhat, S.","discussion forum analysi"
"Assessing computer literacy of adults with low literacy skills",2017,"Greenberg, D","computer literaci"
"Combining machine learning and natural language processing to assess literary text comprehension",2017,"McNamara, D.S.","interpret"
"Can typical behaviors identified in MOOCs be discovered in other courses?",2017,"Merceron, A.","typical behavior"
"Addressing student behavior and affect with empathy and growth mindset",2017,"Allessio, D","empathy messag"
"Automated assessment for scientific explanations in on-line science inquiry",2017,"Dickler, R.","claim"
"Predicting student retention from behavior in an online orientation course",2017,"Paquette, L","prediction model"
"Using temporal association rule mining to predict dyadic rapport in peer tutoring",2017,"Ogan, A","peer tutor"
"Assessing the dialogic properties of classroom discourse: Proportion models for imbalanced classes",2017,"Donnelly, P.J","dialogic instruct"
"Inferring frequently asked questions from student question answering forums",2017,"Dhamecha, T.I","community question answ"
"Toward the automatic labeling of course questions for ensuring their alignment with learning outcomes",2017,"Tatinati, S","latent dirichlet alloc"
"Task and timing: Separating procedural and tactical knowledge in student models",2017,"Hicks, A.G","bktsr"
"Gaze-based detection of mind wandering during lecture viewing",2017,"Bixler, R","eye-gaz"
"Convolutional neural network for automatic detection of sociomoral reasoning level",2017,"Dufresne, A","data vectors represent"
"When and who at risk? Call back at these critical points",2017,"Zhang, Y.","mooc"
"Linking language to math success in an on-line course",2017,"Lynch, C","nlp"
"Adaptive assessment experiment in a harvardx MOOC",2017,"Ang, A","adaptive learn"
"Analysis of problem-solving behavior in open-ended scientific-discovery game challenges",2017,"Popović, Z.","scientific-discovery gam"
"Studying MOOC completion at scale using the MOOC replication framework",2017,"Siemens, G","mooc"
"Efficient feature embeddings for student classification with variational auto-encoders",2017,"Käser, T","dimensionality reduct"
"Automatic peer tutor matching: Data-driven methods to enable new opportunities for help",2017,"Stamper, J","introductory program"
"Epistemic network analysis and topic modeling for chat data from collaborative learning environment",2017,"Dowell, N.M","collaborative learn"
"Dropout Prediction in MOOCs using Learners’ Study Habits Features",2017,"Gao, X","mooc"
"Clustering students in assistments: Exploring system- and school-level traits to advance personalization",2017,"Erickson, E","k-means clust"
"The antecedents of and associations with elective replay in an educational game: Is replay worth it?",2017,"Barnes, T","replay"
"Modeling the zone of proximal development with a computational approach",2017,"Albacete, P","natural-language tutoring system"
"Identifying relevant user behavior, predicting learning, and persistence in an ITS-based afterschool program",2016,"Xie, J","alek"
"Investigating gender differences on homework in middle school mathematics",2016,"Mason, C","homework"
"Modeling interactions across skills: A method to construct and compare models predicting the existence of skill relationships",2016,"Heffernan, N.T.","model comparison"
"Meta-learning for predicting the best vote aggregation method: Case study in collaborative searching of LOs",2016,"Romero, C","los collaborative search"
"Predicting performance on MOOC assessments using multi-regression models",2016,"Johri, A.","performance predict"
"Validating game-based measures of implicit science learning",2016,"Edwards, T","hierarchical linear model"
"Time series analysis of VLE activity data",2016,"Cunningham, P.","learning analyt"
"Mining sequences of gameplay for embedded assessment in collaborative learning",2016,"Boyer, K.E","embedded assess"
"Discovering ‘tough love’ interventions despite dropout",2016,"Sales, A","experi"
"Automatic gaze-based detection of mind wandering during narrative film comprehension",2016,"Wang, X","film comprehens"
"Guiding students towards frequent high-utility paths in an ill-defined domain",2016,"Slavuj, V.","high-utility pattern"
"Perfect scores indicate good students !? The case of one hundred percenters in a math learning system",2016,"Pinkwart, N.","gamif"
"Validating automated triggers and notifications @ scale in blackboard learn",2016,"O’Haver, B.","learning analyt"
"Predicting dialogue acts for intelligent virtual agents with multimodal student interaction data",2016,"Frankosky, M.H","game-based learn"
"Examining the necessity of problem diagrams using MOOC AB experiments",2016,"Pritchard, D.","mooc"
"Semantic features of math problems: Relationships to student learning and engagement",2016,"Ocumpaugh, J","engag"
"A scalable learning analytics platform for automated writing feedback",2016,"Zimmerman, N","automated essay feedback"
"Toward automated support for teacher-facilitated formative feedback on student writing",2016,"Hoffmann, K","formative feedback"
"Quantifying how students use an online learning system: A focus on transitions and performance",2016,"Podkul, T","online technolog"
"Analysing and refining pilot training",2016,"Goutte, C","aviation pilot"
"Document segmentation for labeling with academic learning objectives",2016,"Biswas, S","document label"
"An ensemble method to predict student performance in an online math learning environment",2016,"Pinkwart, N.","ensemble method"
"Assessing student-generated design justifications in engineering virtual internships",2016,"Swiecki, Z","epistemic frame theori"
"How to model implicit knowledge? Similarity learning methods to assess perceptions of visual representations",2016,"Nowak, R.","implicit learn"
"Preliminary results on dialogue act classification in chat-based online tutorial dialogues",2016,"Maharjan, N","instructional strategi"
"Effect of student ability and question difficulty on duration",2016,"Baker, R","durat"
"Towards integrating human and automated tutoring systems",2016,"Berman, S","human tutor"
"How quickly can wheel spinning be detected?",2016,"Stamper, J.","intelligent tutoring system"
"Browsing-pattern mining from e-book logs with non-negative matrix factorization",2016,"Ogata, H.","non-negative matrix factor"
"Extracting measures of active learning and student self-regulated learning strategies from MOOC data",2016,"Stamper, J","mooc"
"Modeling visitor behavior in a game-based engineering museum exhibit with hidden Markov models",2016,"Berland, M.","learning analyt"
"Study on automatic scoring of descriptive type tests using text similarity calculations",2016,"Kimura, H.","bleu"
"Execution traces as a powerful data representation for intelligent tutoring systems for programming",2016,"Hammer, B.","data-driven tutoring system"
"Classifying behavior to elucidate elegant problem solving in an educational game",2016,"Shute, V","educational gam"
"LIVELINET: A multimodal deep recurrent neural network to predict liveliness in educational videos",2016,"Gandhi, A","educational video"
"Measuring gameplay affordances of user-generated content in an educational game",2016,"Eagle, M","educational gam"
"A data-driven framework of modeling skill combinations for deeper knowledge tracing",2016,"Brusilovsky, P.","complex skil"
"Semi-automatic detection of teacher questions from human-transcripts of audio in live classrooms",2016,"Olney, A.M","classroom environ"
"Exploring learning management system interaction data: Combining Data-driven and Theory-driven Approaches",2016,"Hong, W.-J","interactions in online learn"
"Redefining “what” in analyses of who does what in MOOCs",2016,"Long, Y","learning analyt"
"A coupled user clustering algorithm for web-based learning systems",2016,"Zhao, X","user behavior analysi"
"Can word probabilities from LDA be simply added up to represent documents?",2016,"Hu, X","document clust"
"Toward revision-sensitive feedback in automated writing evaluation",2016,"Allen, L.K","feedback"
"Predicting STEM achievement with learning management system data: Prediction modeling and a test of an early warning system",2016,"Uesbeck, P.M.","learning management system"
"Back to the basics: Bayesian extensions of IRT outperform neural networks for proficiency estimation",2016,"Han, B","deep knowledge trac"
"Investigating swarm intelligence for performance prediction∗",2016,"d’Inverno, M.","mooc"
"Student Emotion, Co-occurrence, and Dropout in a MOOC Context",2016,"Chetlur, M","course complet"
"Riding an emotional roller-coaster: A multimodal study of young child’s math problem solving activities ∗",2016,"Xia, Z","interaction dynam"
"Mining behaviours of students in autograding submission system logs",2016,"Koprinska, I","autograding system"
"Acting the same differently: A cross-course comparison of user behavior in MOOCs",2016,"Domeniconi, C","mooc"
"Tensor factorization for student modeling and performance prediction in unstructured domain",2016,"Brusilovsky, P.","predicting students perform"
"Predicting student progress from peer-assessment data",2016,"Riccardi, G.","peer-assess"
"Student usage predicts treatment effect heterogeneity in the cognitive tutor algebra I program",2016,"Pane, J.F.","causal mechan"
"Semi-Markov model for simulating MOOC students",2016,"Dillenbourg, P.","expectation-maxim"
"Does a peer recommender foster students’ engagement in MOOCs?",2016,"Bachelet, R","persist"
"On generalizability of MOOC models",2016,"Boroujeni, M.S","generaliz"
"Going deeper with deep knowledge tracing",2016,"Van Inwegen, E.G","deep learn"
"Unnatural feature engineering: Evolving augmented graph grammars for argument diagrams",2016,"Chi, M.","augmented graph grammar"
"The affective impact of tutor questions: Predicting frustration and engagement",2016,"Grafsgaard, J.F","engag"
"Joint discovery of skill prerequisite graphs and student models",2016,"Tian, J.","prerequisite discoveri"
"Collaborative Problem Solving Skills versus Collaboration Outcomes: Findings from statistical analysis and data mining",2016,"von Davier, A.A","random forest"
"{ENTER}ing the time series {SPACE}: Uncovering the writing process through keystroke analyses",2016,"Dascalu, M","intelligent tutoring system"
"Hierarchical cluster analysis heatmaps and pattern analysis: An approach for visualizing learning management system interaction data",2016,"Bowers, A.J","hierarchical cluster analysi"
"Automatic assessment of constructed response data in a chemistry tutor",2016,"Davenport, J","natural language process"
"How good is popularity? Summary grading in crowdsourcing",2016,"Graesser, A.C.","crowdsourc"
"Beyond log files: Using multi-modal data streams towards data-driven KC model improvement",2016,"Stamper, J.","log data"
"Investigating difficult topics in a data structures course using item response theory and logged data analysis",2016,"Hamouda, S","algorithm"
"The eyes have it: Gaze-based Detection of Mind Wandering during Learning with an Intelligent Tutoring System",2016,"White, S","eye-gaz"
"Gauging MOOC learners’ adherence to the designed learning path",2016,"Hauff, C","mooc"
"Hint availability slows completion times in summer work",2016,"Van Inwegen, E.G","completion tim"
"Topic-wise classification of MOOC discussions: A visual analytics approach",2016,"Tarmazdi, H.","learning analyt"
"Modelling the way: Using action sequence archetypes to differentiate learning pathways from learning outcomes",2016,"Liu, K","cognitive model"
"Temporally coherent clustering of student data",2016,"Solenthaler, B","evolutionary clust"
"Predicting post-test performance from online student behavior: A high school MOOC case study",2016,"Getoor, L.","online educ"
"Analysing engineering expertise of high school students using eye tracking and multimodal learning analytics",2013,"Worsley, M","eye track"
"Using students’ programming behavior to predict success in an introductory mathematics course",2013,"Kurhila, J.","first-year challeng"
"Investigating the effects of off-task personalization on in-system performance and attitudes within a game-based environment",2013,"Varner, L.K","game-based featur"
"A tool for speech act classification using interactive machine learning",2013,"Graesser, A.C","speech act"
"Affective state detection in educational systems through mining multimodal data sources",2013,"Boticario, J.G.","affective comput"
"Are you committed? Investigating interactions among reading commitment, natural language input, and students' learning outcomes",2013,"Snow, E.L","learn"
"Investigating the efficacy of algorithmic student modelling in predicting students at risk of failing in tertiary education.",2013,"Owende, P.","educational data min"
"Semilar: A semantic similarity toolkit for assessing students’ natural language inputs",2013,"Lintean, M","conversational tutor"
"Tag-aware ordinal sparse factor analysis for learning and content analytics",2013,"Waters, A.E","factor analysi"
"Discovering student models with a clustering algorithm using problem content",2013,"Koedinger, K.R.","machine learn"
"A comparison of model selection metrics in datashop",2013,"McLaughlin, E.A.","bic"
"Project CASSI: A social-graph based tool for classroom behavior analysis and optimization",2013,"Malayny, J","classroom behavior optim"
"A Moodle block for selecting, visualizing and mining students' usage data",2013,"Ventura, S.","data visu"
"Investigating the solution space of an open-ended educational game using conceptual feature extraction",2013,"Koedinger, K.R","context-free grammar"
"Component model in discourse analysis",2013,"Cai, Z.","component model"
"A prediction model uses the sequence of attempts and hints to better predict knowledge: Better to attempt the problem first, rather than ask for a hint",2013,"Wang, Y","knowledge trac"
"Gathering emotional data from multiple sources",2013,"Boticario, J.G","data min"
"Analyzing the Mental Health of Engineering Students using Classification and Regression",2013,"Truchon, L","mental health data min"
"Do students really learn an equal amount independent of whether they get an item correct or wrong?",2013,"Wang, Y","knowledge trac"
"The complex dynamics of aggregate learning curves",2013,"Ritter, S.","attrition bia"
"Hints: You can’t have just one",2013,"Aleven, V.","individual differ"
"FlexCCT: Software for continuous CCT",2013,"Batchelder, W.H.","essay r"
"Incorporating scaffolding and tutor context into Bayesian knowledge tracing to predict inquiry skill acquisition",2013,"Gobert, J.D.","bayesian knowledge trac"
"Modeling and optimizing forgetting and spacing effects during musical interval training",2013,"Williams, J","forget"
