"Article","Year","Author"
"An Active Viewing Framework for Video-Based Learning",2018,"Roll__Ido"
"A Content Engagement Score for Online Learning Platforms",2018,"Padmanabhan__Balaji"
"Adaptive Natural-Language Targeting for Student Feedback",2018,"Ruan__Sherry"
"Rain Classroom: A Tool for Blended Learning with MOOCs",2018,"Chen__Youjie"
"Gamifying Higher Education: Enhancing Learning with Mobile Game App",2018,"Wong__Jacqueline"
"WPSS: Dropout Prediction for MOOCs Using Course Progress Normalization and Subset Selection",2018,"Lei__Chi-Un"
"Robust Evaluation Matrix: Towards a More Principled Offline Exploration of Instructional Policies",2017,"Aleven__Vincent"
"A Visual Approach towards Knowledge Engineering and Understanding How Students Learn in Complex Environments",2017,"Perez__Sarah"
"Enabling Real-Time Adaptivity in MOOCs with a Personalized Next-Step Recommendation Framework",2017,"Tang__Steven"
"Learning to Code in Localized Programming Languages",2017,"Hill__Benjamin_Mako"
"Teaching Students to Recognize and Implement Good Coding Style",2017,"Yen__Michael"
"Detecting Diligence with Online Behaviors on Intelligent Tutoring Systems",2017,"Yudelson__Michael"
"Gradescope: A Fast, Flexible, and Fair System for Scalable Assessment of Handwritten Work",2017,"Karayev__Sergey"
"Writing Reusable Code Feedback at Scale with Mixed-Initiative Program Synthesis",2017,"Glassman__Elena"
"Creative Learning @ Scale",2017,"Brennan__Karen"
"Preventing Keystroke Based Identification in Open Data Sets",2017,"Ihantola__Petri"
"Do Performance Trends Suggest Wide-Spread Collaborative Cheating on Asynchronous Exams?",2017,"West__Matthew"
"Towards Equal Opportunities in MOOCs: Affirmation Reduces Gender &amp; Social-Class Achievement Gaps in China",2017,"Davis__Glenn_M."
"Learning about Learning at Scale: Methodological Challenges and Recommendations",2017,"van_der_Zee__Tim"
"Discourse: MOOC Discussion Forum Analysis at Scale",2017,"Yeomans__Michael"
"Demo of Orchestration Graph Engine: Enabling Rich Social Pedagogical Scenarios in MOOCs",2017,"H\r{a}klev__Stian"
"Full Engagement Educational Framework: A Practical Experience for a MicroMaster",2017,"Amado-Salvatierra__Hector_R."
"CODECAST: An Innovative Technology to Facilitate Teaching and Learning Computer Programming in a C Language Online Course",2017,"Hamonic__Ella"
"Taking Informed Action on Student Activity in MOOCs",2017,"Rollmann__Kai-Adrian"
"In-Video Reuse of Discussion Threads in MOOCs",2017,"Varma__Sashank"
"A Crowdsourcing Approach to Collecting Tutorial Videos -- Toward Personalized Learning-at-Scale",2017,"Seltzer__Margo"
"MOOC Dropout Prediction: How to Measure Accuracy?",2017,"Mohan__Kiran"
"Collaboration and Teamwork on a MOOC Platform: A Toolset",2017,"Meinel__Christoph"
"Incorporating Rich Features into Deep Knowledge Tracing",2017,"Xiong__Xiaolu"
"Formal Forum Triage: Towards the Strategic Selection of Responses to Student Discussion Forums",2017,"Szabo__Claudia"
"A Novel Self-Paced Model for Teaching Programming",2017,"Ammann__Paul"
"Google BigQuery for Education: Framework for Parsing and Analyzing EdX MOOC Data",2017,"Seaton__Daniel_T."
"Characterizing ELL Students' Behavior During MOOC Videos Using Content Type",2017,"Hammer__Jessica"
"A Memory-Augmented Neural Model for Automated Grading",2017,"Zhang__Yaqiong"
"One Decision Tree is Enough to Make Customization",2017,"Beck__Joseph_E."
"Factor Analysis Reveals Student Thinking Using the Mechanics Reasoning Inventory",2017,"Chen__Zhongzhou"
"Deep Knowledge Tracing On Programming Exercises",2017,"Sy__Angela"
"Modeling MOOC Student Behavior With Two-Layer Hidden Markov Models",2017,"Zhai__ChengXiang"
"Getting to Know English Language Learners in MOOCs: Their Motivations, Behaviors, and Outcomes",2017,"Eidelman__Hadas"
"Generating Language Activities in Real-Time for English Learners Using Language Muse",2017,"Madnani__Nitin"
"Humans and Machines Together: Improving Characterization of Large Scale Online Discussions through Dynamic Interrelated Post and Thread Categorization (DIPTiC)",2017,"Jin__Wan_Qi"
"CROWDLEARNING: Towards Collaborative Problem-Posing at Scale",2017,"Nikolaev__Alexander"
"What Are the Expectations of Disabled Learners When Participating in a MOOC?",2017,"McAndrew__Patrick"
"Applying and Exploring Bayesian Hypothesis Testing for Large Scale Experimentation in Online Tutoring Systems",2017,"Selent__Douglas"
"Designing Adaptive Assessments in MOOCs",2017,"Rushkin__Ilia"
"Authentic Science Inquiry Learning at Scale Enabled by an Interactive Biology Cloud Experimentation Lab",2017,"Bumbacher__Engin"
"Intelligent Math Tutor: Problem-Based Approach to Create Cognizance",2017,"Gantayat__Neelamadhav"
"Data-Mining Textual Responses to Uncover Misconception Patterns",2017,"Lan__Andrew_S."
"Teamscope: Scalable Team Evaluation via Automated Metric Mining for Communication, Organization, Execution, and Evolution",2017,"Glassman__Elena"
"ProjectLens: Supporting Project-Based Collaborative Learning on MOOCs",2017,"Yu__Bowen"
"Data-Driven Feedback Generator for Online Programing Courses",2017,"Lin__Benjamin"
"Orchestration Graphs: Enabling Rich Social Pedagogical Scenarios in MOOCs",2017,"Faucon__Louis"
"Enhancing the Experience Application Program Interface (XAPI) to Improve Domain Competency Modeling for Adaptive Instruction",2017,"Long__Rodney_A."
"A Statistical Framework for Predictive Model Evaluation in MOOCs",2017,"Brooks__Christopher"
"Suggesting a Log-Based Creativity Measurement for Online Programming Learning Environment",2017,"Hershkovitz__Arnon"
"Long-Term Peer Reviewing Effort is Anti-Reciprocal",2017,"Du__Andrew"
"The Changing Patterns of MOOC Discourse",2017,"Brooks__Christopher"
"MOOClets: A Framework for Dynamic Experimentation and Personalization",2017,"Rafferty__Anna_N."
"Criteria for Video Engagement in a Biology MOOC",2017,"Riley__Ceri"
"Pass the Idea Please: The Relationship between Network Position, Direct Engagement, and Course Performance in MOOCs",2017,"Brady__Katherine"
"Observing Personalizations in Learning: Identifying Heterogeneous Treatment Effects Using Causal Trees",2017,"Patikorn__Thanaporn"
"A Probabilistic Approach for Discovering Difficult Course Topics Using Clickstream Data",2017,"Geigle__Chase"
"Mobilizing the Crowd to Create an Open Repository of Research Talks",2017,"Goel__Sharad"
"Improving Assessment on MOOCs Through Peer Identification and Aligned Incentives",2017,"Whiting__Mark_E."
"Using Student Annotated Hashtags and Emojis to Collect Nuanced Affective States",2017,"Igo__Michele"
"A Heuristic Method for Large-Scale Cognitive-Diagnostic Computerized Adaptive Testing",2017,"Popineau__Fabrice"
"Comment Ranking Diversification in Forum Discussions",2017,"Leon__Kimberly_A."
"Access to Massive Open Online Labs through a MOOC",2017,"Salzmann__Christophe"
"Experimenting Choices of Video and Text Feedback in Authentic Foreign Language Assignments at Scale",2017,"Xiong__Xiaolu"
"The Civic Mission of MOOCs: Measuring Engagement across Political Differences in Forums",2016,"Stewart__Brandon"
"Mobile Devices for Early Literacy Intervention and Research with Global Reach",2016,"Morris__Robin"
"Online Urbanism: Interest-Based Subcultures as Drivers of Informal Learning in an Online Community",2016,"Beckley__Chris"
"Brain Points: A Deeper Look at a Growth Mindset Incentive Structure for an Educational Game",2016,"Peach__Erin"
"Explaining Student Behavior at Scale: The Influence of Video Complexity on Student Dwelling Time",2016,"Ginn__Jasper"
"Using Multiple Accounts for Harvesting Solutions in MOOCs",2016,"Alexandron__Giora"
"How Mastery Learning Works at Scale",2016,"Yudelson__Michael"
"$1 Conversational Turn Detector: Measuring How Video Conversations Affect Student Learning in Online Classes",2016,"Kulkarni__Chinmay"
"Course Builder Skill Maps",2016,"Simakov__Pavel"
"Learning Student and Content Embeddings for Personalized Lesson Sequence Recommendation",2016,"Labutov__Igor"
"Supporting Scalable Data Sharing in Online Education",2016,"Beresford__Alastair_R."
"Recommending Self-Regulated Learning Strategies Does Not Improve Performance in a MOOC",2016,"P\'{e}rez-Sanagust\'{\i}n__Mar"
"Investigating the Use of Hints in Online Problem Solving",2016,"Stead__Alistair"
"A Scalable Learning Analytics Platform for Automated Writing Feedback",2016,"Feild__Jacqueline"
"The Opportunity Count Model: A Flexible Approach to Modeling Student Performance",2016,"Ostrow__Korinn"
"The Unexpected Pedagogical Benefits of Making Higher Education Accessible",2016,"Goel__Ashok_K."
"Metaphors for Learning and MOOC Pedagogies",2016,"Day__Scott"
"Observing URL Sharing Behaviour in Massive Online Open Courses",2016,"Savage__Timothy"
"Illusion of Progress is Moar Addictive than Cat Pictures",2016,"Vapaakallio__Lassi"
"Enabling Schema Agnostic Learning Analytics in a Service-Oriented MOOC Platform",2016,"Navarro-Suarez__Gerado"
"Designing Videos with Pedagogical Strategies: Online Students' Perceptions of Their Effectiveness",2016,"Goel__Ashok_K."
"Optimizing the Amount of Practice in an On-Line Platform",2016,"Heffernan__Neil_T."
"Optimally Discriminative Choice Sets in Discrete Choice Models: Application to Data-Driven Test Design",2016,"Luu__Kelvin"
"Identifying Student Misunderstandings Using Constructed Responses",2016,"Ju__An"
"The Distributed Esteemed Endorser Review: A Novel Approach to Participant Assessment in MOOCs",2016,"Nolan__Tyler_J."
"Evaluating the 'Student' Experience in MOOCs",2016,"Zhao__Catherine"
"Personalized Adaptive Learning Using Neural Networks",2016,"Rhim__Eunhee"
"Understanding ESL Students' Motivations to Increase MOOC Accessibility",2016,"Ogan__Amy"
"LINK-REPORT: Outcome Analysis of Informal Learning at Scale",2016,"Befferman__Tyler"
"Beetle-Grow: An Effective Intelligent Tutoring System for Data Collection",2016,"Dzikovska__Myroslava_O."
"ASSISTments Dataset from Multiple Randomized Controlled Experiments",2016,"Patikorn__Thanaporn"
"Predicting Student Learning Using Log Data from Interactive Simulations on Climate Change",2016,"Vitale__Jonathan_M."
"A Constructionist Toolkit for Learning Elementary Web Development at Scale",2016,"Park__Thomas_H."
"Using Android Wear for Avoiding Procrastination Behaviours in MOOCs",2016,"Cerezo__Rebeca"
"Beyond Traditional Metrics: Using Automated Log Coding to Understand 21st Century Learning Online",2016,"Martin__Caitlin_K."
"A Framework for Topic Generation and Labeling from MOOC Discussions",2016,"Falkner__Katrina"
"A Preliminary Look at MOOC-Associated Facebook Groups: Prevalence, Geographic Representation, and Homophily",2016,"Hammer__Jessica"
"Structured Knowledge Tracing Models for Student Assessment on Coursera",2016,"Zhu__Jile"
"Predicting Students' Standardized Test Scores Using Online Homework",2016,"Roschelle__Jeremy"
"Predicting Students' Performance: Incremental Interaction Classifiers",2016,"Paule-Ruiz__MPuerto"
"Elice: An Online CS Education Platform to Understand How Students Learn Programming",2016,"Kim__Jae_Won"
"Work in Progress: Student Behaviors Using Feedback in a Blended Physics Undergraduate Classroom",2016,"Breslow__Lori"
"Macro Data for Micro Learning: Developing the FUN! Tool for Automated Assessment of Learning",2016,"Brasiel__Sarah"
"PEER Support In MOOCs: The Role Of Social Presence",2016,"Rowland__Duncan"
"Peer Reviewing Short Answers Using Comparative Judgement",2016,"Littman__Michael_L."
"Assessing Problem-Solving Process At Scale",2016,"Bienkowski__Marie"
"Designing for Open Learning: Design Principles and Scalability Affordances in Practice",2016,"Brouns__Francis"
"Scaling up Online Question Answering via Similar Question Retrieval",2016,"Zhai__ChengXiang"
"Open-DLAs: An Open Dashboard for Learning Analytics",2016,"Gil__Silvia"
"Profiling MOOC Course Returners: How Does Student Behavior Change Between Two Course Enrollments?",2016,"Joksimovi\'{c}__Sre\'{c}ko"
"Making the Production of Learning at Scale More Open and Flexible",2016,"Ferguson__Rebecca"
"Browser Language Preferences as a Metric for Identifying ESL Speakers in MOOCs",2016,"Ogan__Amy"
"An Investigation of the Effects of Online Test Strategy on Students' Learning Behaviors",2016,"Shih__Dai_Ling"
"TAPS: A MOSS Extension for Detecting Software Plagiarism at Scale",2016,"Joyner__David"
"A Queueing Network Model for Spaced Repetition",2016,"Labutov__Igor"
"Promoting Student Engagement in MOOCs",2016,"Shore__Jesse"
"Exploring the Effects of Lightweight Social Incentives on Learner Performance in MOOCs",2016,"Fisher__Douglas"
"Supporting Peer Instruction with Evidence-Based Online Instructional Templates",2016,"Gamero-Garrido__Alexander"
"Learning about Teaching in Low-Resource Indian Contexts",2016,"Kumar__Arkadeep"
"Modeling Student Scheduling Preferences in a Computer-Based Testing Facility",2016,"Zilles__Craig"
"Bringing Non-Programmer Authoring of Intelligent Tutors to MOOCs",2016,"Baker__Ryan"
"Automatically Learning to Teach to the Learning Objectives",2016,"Runde__Joe"
"Deep Neural Networks and How They Apply to Sequential Education Data",2016,"Peterson__Joshua_C."
"Thesis Writer (TW): Tapping Scale Effects in Academic Writing Instruction",2016,"Kruse__Otto"
"E-Tutor: Scaling Staff Development in the Area of e-Learning Competences",2016,"G\""{u}lbahar__Yasemin"
"A Demonstration of ANALYSE: A Learning Analytics Tool for Open EdX",2016,"Santofimia_Ruiz__Javier"
"Beetle-Grow: An Effective Intelligent Tutoring System to Support Conceptual Change",2016,"Moore__Johanna_D."
"Studying Learning at Scale with the ASSISTments TestBed",2016,"Heffernan__Neil_T."
"Instructor Dashboards In EdX",2016,"Lopez__Glenn"
"Elivate: A Real-Time Assistant for Students and Lecturers as Part of an Online CS Education Platform",2016,"Kim__Jae_Won"
"A Data-Driven Approach for Inferring Student Proficiency from Game Activity Logs",2016,"Gonzalez-Brenes__Jos\'{e}_P."
"An Exploration of Automated Grading of Complex Assignments",2016,"Zhai__ChengXiang"
"Fuzz Testing Projects in Massive Courses",2016,"Hou__Brian"
"Peer Grading in a Course on Algorithms and Data Structures: Machine Learning Algorithms Do Not Improve over Simple Baselines",2016,"Alamgir__Morteza"
"AXIS: Generating Explanations at Scale with Learnersourcing and Machine Learning",2016,"Kim__Juho"
"Improving the Peer Assessment Experience on MOOC Platforms",2016,"Petrick__Dominic"
"Graders as Meta-Reviewers: Simultaneously Scaling and Improving Expert Evaluation for Large Online Classrooms",2016,"Ashby__Wade"
"Learning Transfer: Does It Take Place in MOOCs? An Investigation into the Uptake of Functional Programming in Practice",2016,"Davis__Dan"
"The Role of Social Media in MOOCs: How to Use Social Media to Enhance Student Retention",2016,"Han__Kyungsik"
"Effective Sampling for Large-Scale Automated Writing Evaluation Systems",2015,"Foltz__Peter_W."
"Improving Student Modeling Through Partial Credit and Problem Difficulty",2015,"Donnelly__Christopher"
"Addressing Common Analytic Challenges to Randomized Experiments in MOOCs: Attrition and Zero-Inflation",2015,"Smilack__Jascha"
"Structure and Messaging Techniques for Online Peer Learning Systems That Increase Stickiness",2015,"Kulkarni__Chinmay_E."
"The Prediction of Student First Response Using Prerequisite Skills",2015,"Wan__Hao"
"Blended Learning in Indian Colleges with Massively Empowered Classroom",2015,"O'Neill__Jacki"
"Attrition and Achievement Gaps in Online Learning",2015,"Halawa__Sherif"
"Towards Detecting Wheel-Spinning: Future Failure in Mastery Learning",2015,"Beck__Joseph_E."
"PeerStudio: Rapid Peer Feedback Emphasizes Revision and Improves Performance",2015,"Bernstein__Michael_S."
"Alumni &amp; Tenured Participants in MOOCs: Analysis of Two Years of MOOC Discussion Channel Activity",2015,"Vihavainen__Arto"
"A Playful Game Changer: Fostering Student Retention in Online Education with Social Gamification",2015,"Mogalle__Marc"
"MoocRP: An Open-Source Analytics Platform",2015,"Kao__Kevin"
"Learning is Not a Spectator Sport: Doing is Better than Watching for Learning from a MOOC",2015,"Kim__Jihee"
"Exploring the Effect of Confusion in Discussion Forums of Massive Open Online Courses",2015,"Wen__Miaomiao"
"Uncovering Trajectories of Informal Learning in Large Online Communities of Creators",2015,"Domeniconi__Carlotta"
"Probabilistic Use Cases: Discovering Behavioral Patterns for Predicting Certification",2015,"Seaton__Daniel_T."
"An Automated Grading/Feedback System for 3-View Engineering Drawings Using RANSAC",2015,"McMains__Sara"
"Mathematical Language Processing: Automatic Grading and Feedback for Open Response Mathematical Questions",2015,"Vats__Divyanshu"
"BayesRank: A Bayesian Approach to Ranked Peer Grading",2015,"Tinapple__David"
"Staggered Versus All-At-Once Content Release in Massive Open Online Courses: Evaluating a Natural Experiment",2015,"Reich__Justin"
"Autonomously Generating Hints by Inferring Problem Solving Policies",2015,"Sahami__Mehran"
"Problems Before Solutions: Automated Problem Clarification at Scale",2015,"Wu__Albert"
"Towards Capturing Learners Sentiment and Context",2015,"Mutahi__Juliet"
"Measuring and Maximizing the Effectiveness of Honor Codes in Online Courses",2015,"Gupta__Nakull"
"Technology-Enhanced Learning: Evidence-Based Improvement",2015,"O'Shea__Timothy_M.M."
"A Modern Student Experience InSystems Programming",2015,"Culler__David"
"Educational Evaluation in the PKU SPOC Course ""Data Structures and Algorithms""",2015,"Zhu__Jile"
"Learn With Friends: The Effects of Student Face-to-Face Collaborations on Massive Open Online Course Activities",2015,"Stalburg__Caren"
"Who You Are or What You Do: Comparing the Predictive Power of Demographics vs. Activity Patterns in Massive Open Online Courses (MOOCs)",2015,"Thompson__Craig"
"Connecting the Dots: Predicting Student Grade Sequences from Bursty MOOC Interactions over Time",2015,"Cassell__Justine"
"Connecting Stories and Pedagogy Increases Participant Engagement in Discussions",2015,"Kotturi__Yasmine"
"Source Effects in Online Education",2015,"Neill__Jacki_O'"
"Assessment of KNOWLA: Knowledge Assembly for Learning and Assessment",2015,"Braude__Eric"
"An E-Report Scoring Method Based on Student Peer Evaluation Using Groupware",2015,"Kawai__Yukiko"
"Adding Third-Party Authentication to Open EdX: A Case Study",2015,"Simakov__Pavel"
"Game Theory Based Peer Grading Mechanisms for MOOCs",2015,"Daskalakis__Constantinos"
"TELLab: An Experiential Learning Tool for Psychology",2015,"Gajos__Krzysztof_Z."
"Identifying Content-Related Threads in MOOC Discussion Forums",2015,"Wise__Alyssa_Friend"
"Understanding Learners' General Perception Towards Learning with MOOC Classmates: An Exploratory Study",2015,"Kim__Juho"
"M-CAFE: Managing MOOC Student Feedback with Collaborative Filtering",2015,"Cliff__Alison"
"Item Ordering Effects with Qualitative Explanations Using Online Adaptive Tutoring Data",2015,"McBride__Elizabeth"
"Supporting Face-to-Face Like Communication Modalities for Asynchronous Assignment Feedback in Math Education",2015,"Yoon__Dongwook"
"Practical Measures of Learning Behaviors",2015,"D'Angelo__Cynthia"
"Demographic Differences in a Growth Mindset Incentive Structure for Educational Games",2015,"Chen__Yvonne"
"Behavior Prediction in MOOCs Using Higher Granularity Temporal Information",2015,"Kinnebrew__John_S."
"Analysis of a Large-Scale Formative Writing Assessment System with Automated Feedback",2015,"Rosenstein__Mark"
"Designing MOOCs as Interactive Places for Collaborative Learning",2015,"Rosson__Mary_Beth"
"Toward the Evaluation of Educational Videos Using Bayesian Knowledge Tracing and Big Data",2015,"Pardos__Zachary_A."
"The Visible and Invisible in a MOOC Discussion Forum",2015,"Bu__Jessica"
"Exploring Collaborative Storytelling as a Method for Creating Educational Games",2015,"Finn__Ed"
"Do Numeric Ratings Impact Peer Reviewers?",2015,"Fraser__C._Ailie"
"Learner-Sourcing in an Engineering Class at Scale",2015,"Terman__Christopher_J."
"Clustering Student Programming Assignments to Multiply Instructor Leverage",2015,"Moghadam__Joseph"
"Feature Factory: Crowd Sourced Feature Discovery",2015,"Adl__Kiarash"
"Are You Listening? Social Roles and Perceived Value of Statements in Online Learning Communities",2015,"Wash__Rick"
"All It Takes Is One: Evidence for a Strategy for Seeding Large Scale Peer Learning Interactions",2015,"Fox__Armando"
"Evaluating the Relationship Between Course Structure, Learner Activity, and Perceived Value of Online Courses",2015,"Macfadyen__Leah_P."
"Cultural Relevance in MOOCs: Asking About Socioeconomic Context",2015,"Hammer__Jessica"
"Does Online Q&amp;A Activity Vary Based on Topic: A Comparison of Technical and Non-Technical Stack Exchange Forums",2015,"Yang__Seungwon"
"Clustering-Based Active Learning for CPSGrader",2015,"Jain__Sakshi"
"Learning Experiments Using AB Testing at Scale",2015,"Pritchard__David_E."
"Using and Designing Platforms for In Vivo Educational Experiments",2015,"Ostrow__Korinn"
"Supporting Instructors in Collaborating with Researchers Using MOOClets",2015,"Kim__Juho"
"Viz-R: Using Recency to Improve Student and Domain Models",2015,"Galyardt__April"
"Learning the Features Used To Decide How to Teach",2015,"Runde__Joe"
"Student Skill and Goal Achievement in the Mapping with Google MOOC",2014,"Deutsch__Amit"
"Correlating Skill and Improvement in 2 MOOCs with a Student's Time on Tasks",2014,"Colvin__Kimberly_F."
"Demographic Differences in How Students Navigate through MOOCs",2014,"Reinecke__Katharina"
"Understanding In-Video Dropouts and Interaction Peaks Inonline Lecture Videos",2014,"Guo__Philip_J."
"How Video Production Affects Student Engagement: An Empirical Study of MOOC Videos",2014,"Kim__Juho"
"Hint Systems May Negatively Impact Performance in Educational Games",2014,"Ballweber__Christy"
"Teaching Recommender Systems at Large Scale: Evaluation and Lessons Learned from a Hybrid MOOC",2014,"Walker__J.D."
"Do Professors Matter? Using an a/b Test to Evaluate the Impact of Instructor Involvement on MOOC Student Outcomes",2014,"Charlevoix__Donna"
"Monitoring MOOCs: Which Information Sources Do Instructors Value?",2014,"Hearst__Marti_A."
"Divide and Correct: Using Clusters to Grade Short Answers at Scale",2014,"Basu__Sumit"
"Scaling Short-Answer Grading by Combining Peer Assessment with Algorithmic Scoring",2014,"Socher__Richard"
"Self-Evaluation in Advanced Power Searching and Mapping with Google MOOCs",2014,"Russell__Daniel_M."
"Superposter Behavior in MOOC Forums",2014,"Dasgupta__Anirban"
"Chatrooms in MOOCs: All Talk and No Action",2014,"Fox__Armando"
"Panel: Online Learning Platforms and Data Science",2014,"Kohlmeier__Jace"
"ForumDash: Analyzing Online Discussion Forums",2014,"Gualtieri__Eugene"
"OCTAL: Online Course Tool for Adaptive Learning",2014,"MacHardy__Zachary"
"Model Thinking: Demographics and Performance of Mooc Students Unable to Afford a Formal Education",2014,"Chen__Bingxin"
"""Why Did You Enroll in This Course?"": Developing a Standardized Survey Question for Reasons to Enroll",2014,"Kizilcec__Ren\'{e}_F."
"Improving Problem Solving Performance in Computer-Based Learning Environments through Subgoal Labels",2014,"Catrambone__Richard"
"Initial Experiences with Small Group Discussions in MOOCs",2014,"Coetzee__Derrick"
"Open System for Video Learning Analytics",2014,"Giannakos__Michail_N."
"Forming Beneficial Teams of Students in Massive Online Classes",2014,"Golshan__Behzad"
"Uncovering Hidden Engagement Patterns for Predicting Learner Performance in MOOCs",2014,"Goldwasser__Dan"
"A Multiplayer Online Game for Teaching Software Engineering Practices",2014,"Miller__Robert_C."
"Talkabout: Small-Group Discussions in Massive Global Classes",2014,"Kulkarni__Chinmay"
"Community TAs Scale High-Touch Learning, Provide Student-Staff Brokering, and Build Esprit de Corps",2014,"Sritanyaratana__Lalida"
"Adaptive and Social Mechanisms for Automated Improvement of ELearning Materials",2014,"Edwards__Stephen_H."
"Distance Learning, OER, and MOOCs: Some UK Experiences",2014,"McAndrew__Patrick"
"Tracking Progress: Predictors of Students' Weekly Achievement during a Circuits and Electronics MOOC",2014,"Breslow__Lori"
"Feature Engineering for Clustering Student Solutions",2014,"Singh__Rishabh"
"Improving Online Class Forums by Seeding Discussions and Managing Section Size",2014,"Zyto__Sacha"
"Student Explorer: A Tool for Supporting Academic Advising at Scale",2014,"Teasley__Stephanie_D."
"Educational Programming Systems for Learning at Scale",2014,"Li__Wenxin"
"Online Learning versus Blended Learning: An Exploratory Study",2014,"Ashok__B."
"Modeling Programming Knowledge for Mentoring at Scale",2014,"Guo__Philip_J."
"Facilitating MOOCs Learning through Weekly Meet-up: A Case Study in Taiwan",2014,"Chen__Yang-Hsueh"
"Java Tutor: Bootstrapping with Python to Learn Java",2014,"Goldman__Max"
"Corporate Learning at Scale: Lessons from a Large Online Course at Google",2014,"de_Haan__Jac"
"Teacher Usage Behaviors within an Online Open Educational Resource Repository",2014,"Kosturko__Lucy"
"ACCE: Automatic Coding Composition Evaluator",2014,"Tang__Steven"
"Due Dates in MOOCs: Does Stricter Mean Better?",2014,"Seaton__Daniel"
"Visual Analytics of MOOCs at Maryland",2014,"Goldwasser__Dan"
"Social Factors That Contribute to Attrition in MOOCs",2014,"Carlson__Ryan"
"Assigning Videos to Textbooks at Appropriate Granularity",2014,"Kannan__Anitha"
"Promoting Active Learning &amp; Leveraging Dashboards for Curriculum Assessment in an OpenEdX Introductory CS Course for Middle School",2014,"Pea__Roy"
"Evaluating Educational Interventions at Scale",2014,"Jhaveri__M._Hanif"
"DeepTutor: Towards Macro- and Micro-Adaptive Conversational Intelligent Tutoring at Scale",2014,"Stefanescu__Dan"
"The Challenges of Using a MOOC to Introduce ""Absolute Beginners"" to Programming on Specialized Hardware",2014,"McKlin__Tom"
"Runestone Interactive: Tools for Creating Interactive Course Materials",2014,"Ranum__David"
"L@S 2014 Demo: Best Practices for MOOC Video",2014,"Ball__Michael"
"A System for Sending the Right Hint at the Right Time",2014,"Freund__Yoav"
"Code Hunt: Gamifying Teaching and Learning of Computer Science at Scale",2014,"de_Halleux__Jonathan"
"The Synchronicity Paradox in Online Education",2020,"Thakare__Suyash"
"Affordable Degrees at Scale: New Phenomenon or New Hype?",2020,"Akiri__Charankumar"
"Using Information Visualization to Promote Students' Reflection on ""Gaming the System"" in Online Learning",2020,"Williams__Joseph_Jay"
"Studying Retrieval Practice in an Intelligent Tutoring System",2020,"Cosyn__Eric"
"Sensing Affect to Empower Students: Learner Perspectives on Affect-Sensitive Technology in Large Educational Contexts",2020,"Joyner__David"
"The Effect of Informing Agency in Self-Directed Online Learning Environments",2020,"Akkaraju__Harshitha"
"Informal Learning Communities: The Other Massive Open Online 'C'",2020,"Schmal__Ash"
"Co-Teaching Computer Science Across Borders: Human-Centric Learning at Scale",2020,"Einstein__Lisa"
"PARQR: Automatic Post Suggestion in the Piazza Online Forum to Support Degree Seeking Online Masters Students",2020,"Nkemelu__Daniel"
"Understanding Learner Behavior Through Learning Design Informed Learning Analytics",2020,"Law__Nancy"
"Students' Achievement of Personalized Learning Objectives in MOOCs",2020,"Meinel__Christoph"
"Toward Learning at Scale in Developing Countries: Lessons from the Global Learning XPRIZE Field Study",2020,"Goswami__Mononito"
"Using Google Search Trends to Estimate Global Patterns in Learning",2020,"Piech__Chris"
"Learning to Cheat: Quantifying Changes in Score Advantage of Unproctored Assessments Over Time",2020,"Fowler__Max"
"Building an Infrastructure for Computer Science Education Research and Practice at Scale",2020,"Joyner__David_A."
"Artificial Intelligence for Video-Based Learning at Scale",2020,"Yoon__Dongwook"
"Workshop Proposal: Educational A/B Testing at Scale",2020,"Williams__Joseph_Jay"
"Learning Engineering @ Scale",2020,"Sottilare__Robert"
"Designing Inclusive Learning Environments",2020,"Dowell__Nia"
"Global Learning @ Scale",2020,"Cross__Jeffrey"
"Code Free Chatbot Development: An Easy Way to Jumpstart Your Chatbot!",2020,"Gonda__Donn_Emmanuel"
"Adaptive Learning Using Finite State Machine Logic",2020,"Wang__Michael_X."
"Towards Crowdsourcing the Identification of Knowledge Components",2020,"Stamper__John"
"Characterizing Teacher Connections in Online Social Media: A Case Study on Pinterest",2020,"Derr__Tyler"
"NQuire: Citizens Acting as Scientists in Massive Open Online Learning",2020,"Sharples__Mike"
"Examinator: A Plagiarism Detection Tool for Take-Home Exams",2020,"Sreeram__Uma"
"Inferring Creativity in Visual Programming Environments",2020,"Gal__Kobi"
"Detecting Contract Cheaters in Online Programming Classes with Keystroke Dynamics",2020,"Oh__Alice"
"BELT: Bluejeans CodE Leak DeTection",2020,"Irish__India"
"Analyzing Pre-Existing Knowledge and Performance in a Programming MOOC",2020,"Hemberg__Erik"
"Guidance on How Learning at Scale Can Be Made More Accessible",2020,"Iniesto__Francisco"
"Differential Assessment, Differential Benefit: Four-Year Problem Roulette Analysis of STEM Practice Study",2020,"Evrard__August_E."
"Learnersourcing at Scale to Overcome Expert Blind Spots for Introductory Programming: A Three-Year Deployment Study on the Python Tutor Website",2020,"Zhang__Xiong"
"Where's the Learning in Education Crowdsourcing?",2020,"Young__William"
"Predicting Applicant Admission Status for Georgia Tech's Online Master's in Analytics Program",2020,"Soleimani__Farahnaz"
"Interpretable Personalized Knowledge Tracing and Next Learning Activity Recommendation",2020,"Thille__Candace"
"A Quantitative Analysis of When Students Choose to Grade Questions on Computerized Exams with Multiple Attempts",2020,"West__Matthew"
