"Article","Year","Author","Stem"
"Exploring the Role of Perspective Taking in Educational Child-Robot Interaction",2020,"Pierre_Dillenbourg","spatial perspective tak"
"Extended Multi-document Cohesion Network Analysis Centered on Comprehension Prediction",2020,"Mihai_Dascalu","cohesion network analysi"
"Eye Gaze Sequence Analysis to Model Memory in E-education",2019,"Sylvain_Castagnos","memori"
"Face Forward: Detecting Mind Wandering from Video During Narrative Film Comprehension",2017,"Patrick_Donnelly","attention aware interfac"
"Field Observations of Engagement in Reasoning Mind",2013,"Steven_Gaudino","intelligent tutoring system"
"Filtering of Spontaneous and Low Intensity Emotions in Educational Contexts",2015,"Miguel_Arevalillo_Herráez","educational scenario"
"First Evaluation of the Physics Instantiation of a Problem-Solving-Based Online Learning Platform",2015,"Rohit_Kumar","online learning platform"
"Formative Feedback in Interactive Learning Environments",2013,"Tiffany_Barnes","learning sci"
"Fractions Lab Goes East: Learning and Interaction with an Exploratory Learning Environment in China",2018,"Wayne_Holmes","cultural differ"
"From Heterogeneous Multisource Traces to Perceptual-Gestural Sequences: the PeTra Treatment Approach",2015,"Vanda_Luengo","knowledge model"
"Game Features and Individual Differences: Interactive Effects on Motivation and Performance",2015,"Matthew_E._Jacovina","intelligent tutoring system"
"Games are Better than Books: In-Situ Comparison of an Interactive Job Interview Game with Conventional Training",2015,"Ionut_Damian","serious gam"
"Gamified Assessment of Collaborative Skills with Chatbots",2018,"Yigal_Rosen","assess"
"Generalizability of Methods for Imputing Mathematical Skills Needed to Solve Problems from Texts",2019,"Thanaporn_Patikorn","knowledge compon"
"Generating Game Levels to Develop Computer Science Competencies in Game-Based Learning Environments",2020,"Kristy_Elizabeth_Boyer","game-based learn"
"Guided Skill Practice as an Adaptive Scaffolding Strategy in Open-Ended Learning Environments",2013,"James_R._Segedy","scaffold"
"Helping Teachers Assist Their Students in Gamified Adaptive Educational Systems: Towards a Gamification Analytics Tool",2020,"Geiser_Chalco_Challco","gamif"
"Hierarchical Reinforcement Learning for Pedagogical Policy Induction",2019,"Min_Chi","pedagogical polici"
"Higher Automated Learning through Principal Component Analysis and Markov Models",2013,"Jared_Freeman","irt"
"How Does Order of Gameplay Impact Learning and Enjoyment in a Digital Learning Game?",2019,"John_Stamper","decimal numb"
"Human-Agent Assessment: Interaction and Sub-skills Scoring for Collaborative Problem Solving",2018,"Saad_M_Khan","human-agent interact"
"I Wanna Talk Like You: Speaker Adaptation to Dialogue Style in L2 Practice Conversation",2019,"Dragan_Gašević","scaffold"
"Identification of Effective Learning Behaviors",2013,"Paul_Salvador_Inventado","learning behavior"
"Identification of Students’ Need Deficiency Through a Dialogue System",2020,"Yan_Peng","problem behavior"
"Identifying Beneficial Learning Behaviors from Large-Scale Interaction Data",2020,"Valentino_Pacifici","test prepar"
"Identifying Implicit Links in CSCL Chats Using String Kernels and Neural Networks",2018,"Ştefan_Trausan_Matu","natural language process"
"Identifying Productive Inquiry in Virtual Labs Using Sequence Mining",2017,"Jonathan_Massey_Allard","sequence min"
"Impact of Learner-Centered Affective Dynamics on Metacognitive Judgements and Performance in Advanced Learning Technologies",2018,"Roger_Azevedo","learner-centered emot"
"Improving Affect Detection in Game-Based Learning with Multimodal Data Fusion",2020,"Nathan_Henderson","multimodal data fus"
"Improving Engagement in an E-Learning Environment",2015,"Ryan_Baker","time-on-task"
"Improving Students’ Problem-Solving Flexibility in Non-routine Mathematics",2020,"Yuqing_Guo","strategi"
"Inducing Stealth Assessors from Game Interaction Data",2017,"Kristy_Elizabeth_Boyer","stealth assess"
"Inferring Learning from Gaze Data during Interaction with an Environment to Support Self-Regulated Learning",2013,"Jason_M._Harley","eye-track"
"Integrating Learning Progressions in Unsupervised After-School Online Intelligent Tutoring",2015,"Vasile_Rus","tutoring system"
"Integrating Perceptual Learning with External World Knowledge in a Simulated Student",2013,"Yuandong_Tian","english article system"
"Intelligent Augmented Reality Tutoring for Physical Tasks with Medical Professionals",2017,"Mohammed_A._Almiyad","augmented r"
"Intelligent Tutoring System for Negotiation Skills Training",2019,"Peter_Kim","individualized feedback"
"Intelligent Tutoring Systems for Collaborative Learning: Enhancements to Authoring Tools",2013,"Vincent_Aleven","collaborative learn"
"Interaction Analysis in Online Maths Human Tutoring: The Case of Third Space Learning",2017,"Mutlu_Cukurova","annotation softwar"
"Interactive Event: From a Virtual Village to an Open Learner Model with Next-TELL",2013,"Matthew_D._Johnson","learner model"
"Interactive Score Reporting: An AutoTutor-Based System for Teachers",2017,"Jennifer_Lentini","score report"
"Introducing a Framework to Assess Newly Created Questions with Natural Language Processing",2020,"Roberto_Turrin","item response theori"
"Investigating Differential Error Types Between Human and Simulated Learners",2020,"Napol_Rachatasumrit","learning curv"
"Investigating Help-Giving Behavior in a Cross-Platform Learning Environment",2019,"Ishrat_Ahmed","intelligent collaborative support"
"Investigating Influence of Demographic Factors on Study Recommenders",2018,"Zdenek_Zdrahal","educational recommender system"
"Investigating on Discussion for Sharing Understanding by Using Reciprocal Kit-Build Concept Map",2019,"Yusuke_Hayashi","shared understand"
"Investigating the Effect of Adding Nudges to Increase Engagement in Active Video Watching",2019,"Vania_Dimitrova","intelligent support"
"Investigating the Role of Politeness in Human-Human Online Tutoring",2020,"Haoran_Xie","politeness strategi"
"Investigating Visitor Engagement in Interactive Science Museum Exhibits with Multimodal Bayesian Hierarchical Models",2020,"Jonathan_Rowe","visitor model"
"Is More Agency Better? The Impact of Student Agency on Game-Based Learning",2017,"Robert_Sawyer","student ag"
"iSTART-ALL: Confronting Adult Low Literacy with Intelligent Tutoring for Reading Comprehension",2017,"Tricia_A._Guerrero","interactive narr"
"iSTART-E: Reading Comprehension Strategy Training for Spanish Speakers",2018,"Kathryn_S._McCarthy","reading comprehens"
"iSTART Therefore I Understand: But Metacognitive Supports Did not Enhance Comprehension Gains",2017,"Matthew_E._Jacovina","reading comprehens"
"ITADS: A Real-World Intelligent Tutor to Train Troubleshooting Skills",2018,"Sowmya_Ramachandran","automated performance assess"
"Keeping the Teacher in the Loop: Technologies for Monitoring Group Learning in Real-Time",2017,"Baruch_Schwarz","real classroom"
"Learning Bayesian Networks for Student Modeling",2015,"María_Victoria_Belmonte","machine learn"
"Learning Curve Analysis in a Large-Scale, Drill-and-Practice Serious Math Game: Where Is Learning Support Needed?",2018,"Teomara_Rutherford","serious gam"
"Learning from Errors: Identifying Strategies in a Math Tutoring System",2017,"Xiangen_Hu","help-seek"
"Learning from Interpretable Analysis: Attention-Based Knowledge Tracing",2020,"Weihao_Yu","interpretable analysi"
"Learning Mental Models of Human Cognitive Processing by Creating Cognitive Models",2015,"Kazuaki_Kojima","production system"
"Learning Outcomes and Their Relatedness Under Curriculum Drift",2020,"Red_Mendoza","data drift"
"Learning to Diagnose a Virtual Patient: an Investigation of Cognitive Errors in Medical Problem Solving",2015,"Tara_Tressel","metacognit"
"Learning, Moment-by-Moment and Over the Long Term",2015,"Ryan_Baker","scaffold"
"Linguistic Content Analysis as a Tool for Improving Adaptive Instruction",2013,"Laura_K._Varner","readabl"
"Machine Learning and Student Performance in Teams",2020,"Magdalene_Wang","teamwork"
"Machine Learning for Holistic Evaluation of Scientific Essays",2015,"Peter_Hastings","argument"
"Making Sense of Student Success and Risk Through Unsupervised Machine Learning and Interactive Storytelling",2020,"Erfan_Al_Hossami","data storytel"
"Measuring Argumentation Skills with Game-Based Assessments: Evidence for Incremental Validity and Learning",2015,"V._Elizabeth_Owen","ecgd"
"Microscope or Telescope: Whether to Dissect Epistemic Emotions",2018,"Naomi_Wixon","learn"
"Mind the Gap: Improving Gender Equity in Game-Based Learning Environments with Learning Companions",2015,"Kristy_Elizabeth_Boyer","game-based learn"
"Mind Wandering During Learning with an Intelligent Tutoring System",2015,"Sidney_D’Mello","intelligent tutor"
"Mitigating Knowledge Decay from Instruction with Voluntary Use of an Adaptive Learning System",2018,"Joseph_Gunderson","it"
"Modeling Collaboration in Online Conversations Using Time Series Analysis and Dialogism",2019,"Scott_A._Crossley","computer supported collaborative learn"
"Modeling Math Success Using Cohesion Network Analysis",2018,"Mihai_Dascalu","cohesion network analysi"
"Modeling Self-Efficacy Across Age Groups with Automatically Tracked Facial Expression",2015,"Kristy_Elizabeth_Boyer","facial expression recognit"
"Modeling Student Learning Behaviors in ALEKS: A Two-Layer Hidden Markov Modeling Approach",2018,"Yun_Tang","two-layer hidden markov model"
"Modeling the Relationships Between Basic and Achievement Emotions in Computer-Based Learning Environments",2020,"Luc_Paquette","basic emot"
"Modelling Domain-Specific Self-regulatory Activities in Clinical Reasoning",2013,"Jeffrey_Wiseman","metacognit"
"Moodoo: Indoor Positioning Analytics for Characterising Classroom Teaching",2020,"Roberto_Martinez_Maldonado","indoor localis"
"Moody Agents: Affect and Discourse During Learning in a Serious Game",2015,"Carol_Forsyth","serious gam"
"Motivating Students to Ask More Questions",2019,"Yuan_Wang","critical think"
"Multi-document Cohesion Network Analysis: Visualizing Intratextual and Intertextual Links",2020,"Ştefan_Trausan_Matu","semantic link"
"Multimodal Interfaces for Inclusive Learning",2018,"Thomas_Large","construction"
"Neural Multi-task Learning for Teacher Question Detection in Online Classrooms",2020,"Jiahao_Chen","multi-task learn"
"No Child Behind nor Singled out? – Adaptive Instruction Combined with Inclusive Pedagogy in Early Math Software",2015,"Magnus_Haake","adaptive instruct"
"Off the Beaten Path: The Impact of Adaptive Content Sequencing on Student Navigation in an Open Social Student Modeling Interface",2015,"Roya_Hosseini","open social student model"
"Ontology-Based Domain Diversity Profiling of User Comments",2018,"Vania_Dimitrova","ontologi"
"Ontology Development for Competence Assessment in Virtual Communities of Practice",2018,"Michele_Fioravera","compet"
"Opening Up an Intelligent Tutoring System Development Environment for Extensible Student Modeling",2018,"Octav_Popescu","architectur"
"Participatory Design to Lower the Threshold for Intelligent Support Authoring",2019,"Sokratis_Karkalas","authoring tool"
"Personalized Expert Skeleton Scaffolding in Concept Map Construction",2015,"Shang_Wang","expert skeleton map"
"Personalizing Embedded Assessment Sequences in Narrative-Centered Learning Environments: A Collaborative Filtering Approach",2013,"Wookhee_Min","embedded assess"
"Pilot Test of a Natural-Language Tutoring System for Physics That Simulates the Highly Interactive Nature of Human Tutoring",2013,"Michael_Lipschultz","human tutor"
"Pique: Recommending a Personalized Sequence of Research Papers to Engage Student Curiosity",2019,"Maryam_Mohseni","curios"
"Positive Impact of Collaborative Chat Participation in an edX MOOC",2015,"Oliver_Ferschke","survival analysi"
"Predicting Academic Performance: A Bootstrapping Approach for Learning Dynamic Bayesian Networks",2019,"Stephen_Swift","bayesian network"
"Predicting Comprehension from Students’ Summaries",2015,"Mihai_Dascalu","textual complex"
"Predicting Dialogue Breakdown in Conversational Pedagogical Agents with Multimodal LSTMs",2019,"Joseph_Wiggins","multimod"
"Predicting Learner’s Deductive Reasoning Skills Using a Bayesian Network",2017,"Serge_Robert","prediction of learner skil"
"Predicting Multi-document Comprehension: Cohesion Network Analysis",2019,"Mihai_Dascalu","natural language process"
"Predicting Question Quality Using Recurrent Neural Networks",2018,"Mihai_Dascalu","recurrent neural network"
"Prediction of Interpersonal Help-Seeking Behavior from Log Files in an In-Service Education Distance Course",2018,"Paula_M._Paiva","regress"
"Preliminary Evaluations of a Dialogue-Based Digital Tutor",2018,"Jessica_Yarbro","dialogue based tutoring system"
"Proficiency and Preference Using Local Language with a Teachable Agent",2017,"Ma._Mercedes_Rodrigo","code-switch"
"Promoting Inclusivity Through Time-Dynamic Discourse Analysis in Digitally-Mediated Collaborative Learning",2019,"Yiwen_Lin","collaborative learn"
"Promoting Learning and Satisfaction of Children When Interacting with an Emotional Companion to Program",2020,"José_Miguel_Ocaña_Ch.","teaching program"
"Promoting Metacognitive Awareness within a Game-Based Intelligent Tutoring System",2015,"Danielle_McNamara","metacognit"
"Providing Automated Real-Time Technical Feedback for Virtual Reality Based Surgical Training: Is the Simpler the Better?",2018,"Robert_Briggs","automated real-time feedback"
"Providing Proactive Scaffolding During Tutorial Dialogue Using Guidance from Student Model Predictions",2018,"Pamela_Jordan","scaffold"
"Quantifying Classroom Instructor Dynamics with Computer Vision",2018,"Nigel_Bosch","attent"
"Question Generation and Adaptation Using a Bayesian Network of the Learner’s Achievements",2013,"Jochem_Liem","learner model"
"Raising Academic Performance in Socio-cognitive Conflict Learning Through Gamification",2020,"Kai_Kiu","socio-cognitive conflict"
"Raising Teachers Empowerment in Gamification Design of Adaptive Learning Systems: A Qualitative Research",2020,"Kamilla_Tenório","teacher"
"ReaderBench Learns Dutch: Building a Comprehensive Automated Essay Scoring System for Dutch Language",2017,"Stefan_Ruseti","textual complexity assess"
"ReaderBench, an Environment for Analyzing Text Complexity and Reading Strategies",2013,"Philippe_Dessus","reading strategi"
"Reciprocal Kit-Building of Concept Map to Share Each Other’s Understanding as Preparation for Collaboration",2018,"Yusuke_Hayashi","pair discuss"
"Recommending Insightful Drill-Downs Based on Learning Processes for Learning Analytics Dashboards",2020,"Shazia_Sadiq","process mining in educ"
"Reducing Mind-Wandering During Vicarious Learning from an Intelligent Tutoring System",2019,"Sidney_D'Mello","vicarious learn"
"Regional Cultural Differences in How Students Customize Their Avatars in Technology-Enhanced Learning",2017,"Ma._Mercedes_Rodrigo","personalized learning system"
"Relationships Between Math Performance and Human Judgments of Motivational Constructs in an Online Math Tutoring System",2020,"Scott_A._Crossley","principle component analysi"
"Reliability Investigation of Automatic Assessment of Learner-Build Concept Map with Kit-Build Method by Comparing with Manual Methods",2017,"Yusuke_Hayashi","kit-build concept map"
"Repairing Deactivating Negative Emotions with Student Progress Pages",2013,"Ivon_Arroyo","engagement behavior"
"Revealing the Learning in Learning Curves",2013,"Robert_G._M._Hausmann","learning curv"
"Role of Socio-cultural Differences in Labeling Students’ Affective States",2018,"Ryan_Baker","student affect detect"
"Scientific Modeling Using Large Scale Knowledge",2020,"Robert_Bates","inquiry-based model"
"Searching for Predictors of Learning Outcomes in Non Abstract Eye Movement Logs",2013,"Michael_Sao_Pedro","pedagogical ag"
"Selection Task and Computer-Based Feedback to Improve the Searching Process in Task-Oriented Reading Situations",2015,"María_Ángeles_Serrano","selecting text inform"
"Semantic Matching of Open Texts to Pre-scripted Answers in Dialogue-Based Learning",2019,"Mihai_Dascălu","semantic similar"
"Sentence Level or Token Level Features for Automatic Short Answer Grading?: Use Both",2018,"Swarnadeep_Saha","sentence embed"
"Sequence-to-Sequence Models for Automated Text Simplification",2020,"Scott_A._Crossley","text simplif"
"Siamese Neural Networks for Class Activity Detection",2020,"Zhiwei_Wang","neural network"
"Simulated Dialogues with Virtual Agents: Effects of Agent Features in Conversation-Based Assessments",2018,"Jonathan_Steinberg","conversation-based assess"
"Situated Pedagogical Authoring: Authoring Intelligent Tutors from a Student’s Perspective",2015,"Matthew_Jensen_Hays","intelligent tutoring system"
"Smart Learning Partner: An Interactive Robot for Education",2018,"Yu_Lu","self-determination theory (sdt)"
"SNS Messages Recommendation for Learning Motivation",2015,"Yoshihiro_Kato","social network"
"Social Personalized Adaptive E-Learning Environment: Topolor - Implementation and Evaluation",2013,"Karen_Stepanyan","e-learning system"
"SoundHunters: Increasing Learner Phonological Awareness in Plains Cree",2020,"Gokce_Akcayir","indigenous languag"
"StairStepper: An Adaptive Remedial iSTART Module",2017,"Jianmin_Dai","game-based learn"
"Steps Towards the Gamification of Collaborative Learning Scenarios Supported by Ontologies",2015,"Seiji_Isotani","gamif"
"Strategies for Deploying Unreliable AI Graders in High-Transparency High-Stakes Exams",2020,"Maxwell_Fowler","computer-based exam"
"Striking a Balance: User-Experience and Performance in Computerized Game-Based Assessment",2017,"G._Tanner_Jackson","assess"
"Student Agency and Game-Based Learning: A Study Comparing Low and High Agency",2018,"Yeyu_Wang","educational gam"
"Student Coding Styles as Predictors of Help-Seeking Behavior",2013,"Paulo_Blikstein","machine learn"
"Student Dropout Prediction",2020,"Stefano_Pio_Zingaro","educational data min"
"Student Network Analysis: A Novel Way to Predict Delayed Graduation in Higher Education",2019,"Nasheen_Nur","student data"
"Students’ Academic Language Use When Constructing Scientific Explanations in an Intelligent Tutoring System",2018,"Rachel_Dickler","formal"
"Students’ Responses to a Humanlike Approach to Elicit Emotion in an Educational Virtual World",2018,"Michael_J._Jacobson","educational virtual world"
"Studying Student Use of Self-Regulated Learning Tools in an Open-Ended Learning Environment",2015,"John_S._Kinnebrew","self-regulated learn"
"Studying the Interactions Between Science, Engineering, and Computational Thinking in a Learning-by-Modeling Environment",2020,"Kevin_W._McElhaney","computational model"
"Supporting Constructive Video-Based Learning: Requirements Elicitation from Exploratory Studies",2017,"Moffat_Mathews","intelligent support"
"Supporting Teacher Assessment in Chinese Language Learning Using Textual and Tonal Features",2020,"Xiwen_Lu","natural language process"
"System Comparisons: Is There Life after Null?",2013,"Natalie_B._Steinhauser","adaptive feedback"
"Take the Initiative: Mixed Initiative Dialogue Policies for Pedagogical Agents in Game-Based Learning Environments",2019,"Joseph_Wiggins","game-based learn"
"TARLAN: a Simulation Game to Improve Social Problem-Solving Skills of ADHD Children",2015,"Julia_Rucklidge","adhd"
"Teachable Agents with Intrinsic Motivation",2015,"Su_Fang_Lim","intrinsic motiv"
"Teaching Informal Logical Fallacy Identification with a Cognitive Tutor",2017,"Nicholas_Diana","informal logical fallaci"
"Teaching iSTART to Understand Spanish",2017,"Laura_Allen","natural language process"
"Temporal Changes in Affiliation and Emotion in MOOC Discussion Forum Discourse",2018,"Wenfei_Yan","discours"
"Temporal Generalizability of Face-Based Affect Detection in Noisy Classroom Environments",2015,"Sidney_D’Mello","temporal generaliz"
"The Beginning of a Beautiful Friendship? Intelligent Tutoring Systems and MOOCs",2015,"Franceska_Xhakaj","tutoring system"
"The Design Rationale of Logic-Muse, an ITS for Logical Reasoning in Multiple Contexts",2015,"Serge_Robert","cognitive diagnosi"
"The Effect of Digital Versus Traditional Orchestration on Collaboration in Small Groups",2018,"Jon_Wetzel","collabor"
"The Effect of Interaction Granularity on Learning with a Data Normalization Tutor",2013,"Jay_Holland","interaction granularity hypothesi"
"The Effects of a Pedagogical Agent for Informal Science Education on Learner Behaviors and Self-efficacy",2013,"Daniel_Auerbach","intelligent tutoring system"
"The Effects of Culturally Congruent Educational Technologies on Student Achievement",2013,"Justine_Cassell","dialect"
"The First Workshop on AI-supported Education for Computer Science (AIEDCS)",2013,"Kristy_Elizabeth_Boyer","learning environ"
"The Impact of Data Quantity and Source on the Quality of Data-Driven Hints for Programming",2018,"Tiffany_Barnes","program"
"The Impact of Student Individual Differences and Visual Attention to Pedagogical Agents During Learning with MetaTutor",2017,"Roger_Azevedo","person"
"The Impact of Student Model Updates on Contingent Scaffolding in a Natural-Language Tutoring System",2019,"Patricia_Albacete","student model"
"The Importance of Automated Real-Time Performance Feedback in Virtual Reality Temporal Bone Surgery Training",2019,"Patorn_Piromchai","automated performance feedback"
"The Influence of Gender, Personality, Cognitive and Affective Student Engagement on Academic Engagement in Educational Virtual Worlds",2018,"Jesse_de_Haan","person"
"The Interplay between Affect and Engagement in Classrooms Using AIED Software",2013,"Martin_van_Velsen","disengag"
"The Relationship Between Working Memory Capacity and Students’ Behaviour in a Teachable Agent-Based Software",2015,"Lisa_Palmqvist","working memory capac"
"The Rise of Immersive Cognitive Assessments: Towards Simulation-Based Assessment for Evaluating Applicants",2018,"Matthew_A._Emery","cognitive skil"
"The Role of Achievement Goal Orientation on Metacognitive Process Use in Game-Based Learning",2019,"Roger_Azevedo","metacognit"
"The Role of Peer Agent’s Learning Competency in Trialogue-Based Reading Intelligent Systems",2015,"Qiong_Yu","summar"
"The Sound of Inattention: Predicting Mind Wandering with Automatically Derived Features of Instructor Speech",2020,"Jeffrey_D._Wammes","attent"
"The Wearable Learning Cloud Platform for the Creation of Embodied Multiplayer Math Games",2018,"Matthew_Micciolo","learning gam"
"Time Series Model for Predicting Dropout in Massive Open Online Courses",2018,"Yuanxin_Ouyang","dropout predict"
"TipsC: Tips and Corrections for programming MOOCs",2018,"Saksham_Sharma","automated program analysi"
"Towards a Model of How Learners Process Feedback",2015,"Ursula_Schwantner","hint"
"Towards an Integrative Computational Foundation for Applied Behavior Analysis in Early Autism Interventions",2013,"Edmon_Begoli","knowledge represent"
"Towards an Understanding of Affect and Knowledge from Student Interaction with an Intelligent Tutoring System",2013,"Sujith_M._Gowda","prior knowledg"
"Towards Combined Network and Text Analytics of Student Discourse in Online Discussions",2018,"Vitor_Rolim","epistemic network analysi"
"Towards Competence Development for Industry 4.0",2018,"Xia_Wang","workplace learn"
"Towards Empathic Virtual and Robotic Tutors",2013,"Ginevra_Castellano","affect recognit"
"Towards Evaluating and Modelling the Impacts of Mobile-Based Augmented Reality Applications on Learning and Engagement",2013,"Susanne_Lajoie","data mining and machine learn"
"Towards Helping Teachers Select Optimal Content for Students",2019,"Zhenjun_Ma","learning outcom"
"Towards Improving Sample Representativeness of Teachers on Online Social Media: A Case Study on Pinterest",2020,"Kenneth_A._Frank","sample repres"
"Towards Interpretable Deep Learning Models for Knowledge Tracing",2020,"Yu_Lu","interpret"
"Towards Investigating Performance Differences in Clinical Reasoning in a Technology Rich Learning Environment",2015,"Tenzin_Doleck","clinical reason"
"Towards Practical Detection of Unproductive Struggle",2020,"Stephen_E._Fancsali","wheel-spin"
"Towards Providing Feedback to Students in Absence of Formalized Domain Models",2013,"Sebastian_Gross","feedback provis"
"Towards the Development of the Invention Coach: a Naturalistic Study of Teacher Guidance for an Exploratory Learning Task",2015,"Melissa_Bradley","intelligent learning environ"
"Towards the Identification of Propaedeutic Relations in Textbooks",2019,"Ilaria_Torre","knowledge structur"
"Transfer of Automated Performance Feedback Models to Different Specimens in Virtual Reality Temporal Bone Surgery",2020,"Nathan_Hanegbi","automated performance feedback"
"Tutorial Dialogue Modes in a Large Corpus of Online Tutoring Transcripts",2015,"Kenneth_Miller","dialogue mod"
"Two Modes are Better Than One: a Multimodal Assessment Framework Integrating Student Writing and Drawing",2015,"James_Lester","multimodal assess"
"Uncovering Gender and Problem Difficulty Effects in Learning with an Educational Game",2017,"Richard_Mayer","mathematics learn"
"Understanding Collaborative Question Posing During Computational Modeling in Science",2020,"Mona_Emara","synergistic learn"
"Understanding Rapport over Multiple Sessions with a Social, Teachable Robot",2020,"Xiaoyi_Tian","multiple sessions interact"
"Understanding Student Success in Chemistry Using Gaze Tracking and Pupillometry",2015,"Joshua_Peterson","intelligent tutoring system"
"Understanding Students’ Model Building Strategies Through Discourse Analysis",2019,"Shuchi_Grover","collaborative discours"
"Understanding Students’ Use of Code-Switching in a Learning by Teaching Technology",2015,"Noboru_Matsuda","personalized learning system"
"Understanding the Difficulty Factors for Learning Materials: A Qualitative Study",2013,"Mun_Y._Yi","recommender system"
"Use of Adaptive Feedback in an App for English Language Spontaneous Speech",2020,"G._G._Tanner_Jackson","language learn"
"Using a Model for Learning and Memory to Simulate Learner Response in Spaced Practice",2017,"Ryan_Baker","learnsmart"
"Using Artificial Neural Networks to Identify Learning Styles",2015,"Ting_Wen_Chang","felder-silverman learning style model"
"Using Automated Indices of Cohesion to Evaluate an Intelligent Tutoring System and an Automated Writing Evaluation System",2013,"Scott_A._Crossley","intelligent tutoring system"
"Using Data-Driven Discovery of Better Student Models to Improve Student Learning",2013,"Tristan_Nixon","machine learn"
"Using Eye-Tracking and Click-Stream Data to Design Adaptive Training of Children’s Inhibitory Control in a Maths and Science Game",2020,"The_UnLocke_Project_Team","counterintuitive reason"
"Using HCI Task Modeling Techniques to Measure How Deeply Students Model",2013,"Maria_Elena_Chavez_Echeagaray","shallow learn"
"Using Motion Sensors to Understand Collaborative Interactions in Digital Fabrication Labs",2020,"William_Yao","social interact"
"Using the Ecological Approach to Create Simulations of Learning Environments",2013,"Stephanie_Frost","simulated learn"
"Using Thinkalouds to Understand Rule Learning and Cognitive Control Mechanisms Within an Intelligent Tutoring System",2020,"Erin_Walker","rule learn"
"VERA: Popularizing Science Through AI",2018,"Spencer_Rugaber","conceptual model"
"ViewS in User Generated Content for Enriching Learning Environments: A Semantic Sensing Approach",2013,"Lucia_Pannese","semantic augmentation and analysi"
"Visualising Multiple Data Sources in an Independent Open Learner Model",2013,"Susan_Bull","multiple data sourc"
"Visualizing Learning Analytics and Educational Data Mining Outputs",2018,"Ranilson_Paiva","educational data sci"
"What Happens When Gamification Ends?",2020,"Teresa_Chambel","pressur"
"What Inquiry with Virtual Labs Can Learn from Productive Failure: A Theory-Driven Study of Students’ Reflections",2019,"Nikol_Rummel","invention act"
"What Makes Learning Fun? Exploring the Influence of Choice and Difficulty on Mind Wandering and Engagement during Learning",2013,"Caitlin_Mills","mind wand"
"When Optimal Team Formation Is a Choice - Self-selection Versus Intelligent Team Formation Strategies in a Large Online Project-Based Course",2018,"Majd_Sakr","transact"
"Where Is the Nurse? Towards Automatically Visualising Meaningful Team Movement in Healthcare Education",2018,"Tamara_Power","collabor"
"Who Needs Help? Automating Student Assessment Within Exploratory Learning Environments",2015,"Suellen_Dragon","intelligent tutor system"
"Wizard’s Apprentice: Cognitive Suggestion Support for Wizard-of-Oz Question Answering",2017,"Patrick_Watson","intelligent tutoring system"
"Worked Examples are More Efficient for Learning than High-Assistance Instructional Software",2015,"Michael_Karabinos","classroom studi"
"Worked Out Examples in Computer Science Tutoring",2013,"Nick_Green","tutoring strategi"
"Workshop on Scaffolding in Open-Ended Learning Environments (OELEs)",2013,"Valerie_Shute","learning behaviour"
"4C: Continuous Cognitive Career Companions",2017,"Rong_Liu","professional cap"
"4D Affect Detection: Improving Frustration Detection in Game-Based Learning with Posture-Based Temporal Data Fusion",2019,"Nathan_Henderson","data fus"
"A Design-Based Approach to a Classroom-Centered OELE",2018,"Nicole_Hutchins","stem"
"A Large-Scale, Open-Domain, Mixed-Interface Dialogue-Based ITS for STEM",2020,"Joelle_Pineau","dialogue-based tutoring system"
"A Multimodal Alerting System for Online Class Quality Assurance",2019,"Wenxin_Wang","online class"
"A Preliminary Evaluation of the Usability of an AI-Infused Orchestration System",2018,"Kurt_VanLehn","usabl"
"A Study of Automatic Speech Recognition in Noisy Classroom Environments for Automated Dialog Analysis",2015,"Michael_Brady","bing speech"
"A Systematic Approach for Analyzing Students’ Computational Modeling Processes in C2STEM",2019,"Shuchi_Grover","computational model-build"
"A Task-Oriented Dialogue System for Moral Education",2019,"Yan_Peng","dialogue system"
"“Mind” TS: Testing a Brief Mindfulness Intervention with an Intelligent Tutoring System",2018,"Sidney_D'Mello","mind"
"“Thanks Alisha, Keep in Touch”: Gender Effects and Engagement with Virtual Learning Companions",2017,"Kristy_Elizabeth_Boyer","pedagogical ag"
"Adaptive Forgetting Curves for Spaced Repetition Language Learning",2020,"Russell_Moore","language learn"
"Adaptive Learning Open Source Initiative for MOOC Experimentation",2018,"Ilia_Rushkin","person"
"Adaptive Visual Dialog for Intelligent Tutoring Systems",2018,"Sharad_Sundararajan","conversational dialog system"
"Affective Sequences and Student Actions Within Reasoning Mind",2020,"Shamya_Karumbaiah","mathematics learn"
"Agent-in-the-Loop: Conversational Agent Support in Service of Reflection for Learning During Collaborative Programming",2020,"Michael_Hilton","human-ai collabor"
"AI Enabled Tutor for Accessible Training",2020,"Sandeep_K._S._Gupta","asl"
"Alleviating the Negative Effect of Up and Downvoting on Help Seeking in MOOC Discussion Forums",2015,"Oliver_Ferschke","mooc"
"Am I Wrong or Am I Right? Gains in Monitoring Accuracy in an Intelligent Tutoring System for Writing",2015,"Matthew_E._Jacovina","intelligent tutoring system"
"Amplifying Teachers Intelligence in the Design of Gamified Intelligent Tutoring Systems",2018,"Julita_Vassileva","gamif"
"An Adaptive Coach for Invention Activities",2017,"Octav_Popescu","adaptive coach"
"An Annotation Protocol for Collecting User-Generated Counter-Arguments Using Crowdsourcing",2019,"Paul_Reisert","counter-argu"
