"Article","Year","Author"
"Minimum information entropy based q-matrix learning in DINA model",2015,"Sun__Y."
"Learning analytics: European perspectives",2015,"Cooper__A."
"An analysis of the impact of action order on future performance: The fine-grain action model",2015,"Adjei__S."
"Curriculum analysis of CS departments based on CS2013 by simplified, supervised LDA",2015,"Matsuda__Y."
"Estimation of ability from homework items when there are missing and/or multiple attempts",2015,"Colvin__K."
"It's about time: 4th international workshop on temporal analyses of learning data",2015,"Wise__A.F."
"DOP8: Merging both data and analysis operators life cycles for Technology Enhanced Learning",2015,"Ortega__M."
"Penetrating the black box of time-on-task estimation",2015,"Gašević__D."
"Ubiquitous learning analytics in the context of realworld language learning",2015,"Ogata__H."
"You've got style: Detecting writing flexibility across time",2015,"Perret__C.A."
"VISLA: Visual aspects of learning analytics",2015,"Verbert__K."
"Using learning analytics to study cognitive disequilibrium in a complex learning environment",2015,"Blikstein__P."
"""twitter archeology"" of learning analytics and knowledge conferences",2015,"Chen__X."
"Learning analytics beyond the LMS: The connected learning analytics toolkit",2015,"Cross__S."
"Investigating performance of students: A longitudinal study",2015,"Merceron__A."
"OpenEssayist: A supply and demand learning analytics tool for drafting academic essays",2015,"Twiner__A."
"A handwriting recognition system for the classroom",2015,"Wshah__S."
"Developing a multiple-document-processing performance assessment for epistemic literacy",2015,"Littleton__K."
"Are you reading my mind? Modeling students' reading comprehension skills with natural language processing techniques",2015,"Snow__E.L."
"A case study to track teacher gestures and performance in a virtual learning environment",2015,"Hughes__C.E."
"Using transaction-level data to diagnose knowledge gaps and misconceptions",2015,"Nyland__R."
"Tracking student progress in a game-like learning environment with a Monte Carlo Bayesian Knowledge Tracing model",2015,"Lee__H.-S."
"Formative and summative analyses of disciplinary engagement and learning in a big open online course",2015,"Quick__J.D."
"On the validity of peer grading and a cloud teaching assistant system",2015,"Ruppertz__L."
"Planning for success: How students use a grade prediction tool to win their classes",2015,"Aguilar__S.J."
"Student privacy self-management: Implications for learning analytics",2015,"Slade__S."
"Identifying learning strategies associated with active use of video annotation software",2015,"Zhao__Y."
"The 3rd LAK data competition",2015,"Dietze__S."
"Developing an evaluation framework of quality indicators for learning analytics",2015,"Drachsler__H."
"A process mining approach to linking the study of aptitude and event facets of self-regulated learning",2015,"Gašević__D."
"Reducing selection bias in quasi-experimental educational studies",2015,"Chavez__O."
"Integrated representations and small data-Towards contextualized and embedded analytics tools for learners",2015,"Göhnert__T."
"Improving undergraduate student achievement in large blended courses through data-driven interventions",2015,"Whitmer__J."
"What do cMOOC participants talk about in Social Media?: A Topic Analysis of Discourse in a cMOOC",2015,"Zouaq__A."
"LAK 2015 program chairs' welcome",2015,"Merceron__A."
"Analysis of learners' study logs: Mouse trajectories to identify the occurrence of hesitation in solving word-reordering",2015,"Miyazaki__Y."
"Who, when and why: A machine learning approach to prioritizing students at risk of not graduating high school on time",2015,"Lakkaraju__H."
"Socioeconomic status and MOOC enrollment: Enriching demographic information with external datasets",2015,"Reich__J."
"Predicting post-training readiness to work with computers: The predominance of log-based variables",2015,"Laks__H."
"A learning system utilizing learners' active tracing behaviors",2015,"Watanabe__J."
"Unsupervised modeling for understanding MOOC discussion forums: A learning analytics approach",2015,"Boyer__K.E."
"How does Bayesian knowledge tracing model emergence of knowledge about a mechanical system?",2015,"Tinker__R."
"The LATUX workflow: Designing and deploying awareness tools in technology-enabled learning settings",2015,"Pardo__A."
"Towards better affect detectors: Effect of missing skills, class features and common wrong answers",2015,"Heffernan__N.T."
"Learning analytics in oz: What's happening now, what's planned, and where could it (and should it) go?",2015,"Colvin__C."
"How do you connect? Analysis of social capital accumulation in connectivist MOOCs",2015,"Kovanović__V."
"Text mining approach to automate teamwork assessment in group chats",2015,"Koh__E."
"Classifying student dialogue acts with multimodal learning analytics",2015,"Grafsgaard__J.F."
"Automated detection of proactive remediation by teachers in reasoning mind classrooms",2015,"Baker__R.S."
"Correlations between automated rhetorical analysis and tutors' grades on student essays",2015,"Sándor__A."
"Discovering clues to avoid middle school failure at early stages",2015,"Luna__J.M."
"How do students interpret feedback delivered via dashboards?",2015,"De_Barba__P."
"Examining engagement: Analysing learner subpopulations in massive open online courses (MOOCs)",2015,"Clow__D."
"Pssst⋯ Textual features⋯ There is more to automatic essay scoring than just you!",2015,"Allen__L.K."
"Learning analytics in outer space: A hidden naïve bayes model for automatic student off-task behavior detection",2015,"Goggins__S."
"Leveraging multimodal learning analytics to differentiate student learning strategies",2015,"Blikstein__P."
"Improving students' long-term retention performance: A study on personalized retention schedules",2015,"Wang__Y."
"Topic facet modeling: Semantic visual analytics for online discussion forums",2015,"Awasthi__P."
"Exploring networks of problem-solving interactions",2015,"Hicks__D."
"Digital badges and ethics: The uses of individual learning data in social contexts",2015,"Quick__J."
"Research designs for studying individual and collaborative learning with digital badges",2015,"Willis__J.E.__III"
"Grading soft skills with open badges",2015,"Jovanović__J."
"An online badging system supporting educators' STEM learning",2015,"Zimmerman__H.T."
"How to design experimental research studies around digital badges",2015,"Fanfarelli__J.R."
"Anomaly detection in temporal graph data: An iterative tensor decomposition and masking approach",2015,"Panisson__A."
"Bag-of-temporal-SIFT-words for Time series classification",2015,"Malinowski__S."
"Progressive and iterative approaches for time series averaging",2015,"Douzal-Chouakria__A."
"Preliminary experimental analysis of Reservoir Computing approach for balance assessment",2015,"Micheli__A."
"Fuzzy clustering of series using quantile autocovariances",2015,"Vilar__J.A."
"Sequential pattern mining on multimedia data",2015,"Amsaleg__L."
"Temporal and frequential metric learning for time series kNN classification",2015,"Douzal-Chouakria__A."
"Symbolic representation of time series: A hierarchical coclustering formalization",2015,"Boullé__M."
"Monitoring short term changes of malaria incidence in Uganda with Gaussian processes",2015,"Mubangizi__M."
"Causality on longitudinal data: Stable specification search in constrained structural equation modeling",2015,"Groot__P."
"An exploratory analysis of multiple multivariate time series",2015,"Douzal-Chouakria__A."
"Estimating dynamic graphical models from multivariate time-series data",2015,"Nelson__J.D.B."
"Time series classification in dissimilarity spaces",2015,"Spiegel__S."
"Coarse-DTW: Exploiting sparsity in gesture time series",2015,"Marteau__P.-F."
"Courbospark: Decision tree for time-series on spark",2015,"Maby__S."
"A Linked-Data-driven Web portal for learning analytics: Data enrichment, interactive visualization, and knowledge discovery",2014,"McKenzie__G."
"A web-based tool for communication flow analysis of online chats",2014,"Göhnert__T."
"Deconstruct and reconstruct: Using topic modeling on an analytics corpus",2014,"Ansari__M."
"Ubiquitous learning analytics using learning logs",2014,"Liu__S."
"Supporting science communication in a museum using ubiquitous learning logs",2014,"Takanashi__K."
"Automated CSCL group assessment: Activity theory based computational method",2014,"Goggins__S."
"Multilevel analysis of uptake, sessions, and key actors in a socio-technical network",2014,"Dwyer__N."
"Integration of a flexible analytics workbench with a learning platform for medical specialty training",2014,"Ziebarth__S."
"Spiral me to the core: Getting a visual grasp on text corpora through clusters and keywords",2014,"Niemann__K."
"Fostering a learning community in MOOCs",2014,"Rosé__C.P."
"Automated cognitive presence detection in online discussion transcripts",2014,"Joksimovic__S."
"Towards a general method for building predictive models of learner success using educational time series data",2014,"Thompson__C."
"Modelling student online behaviour in a virtual learning environment",2014,"Herrmannova__D."
"RecLAK: Analysis and recommendation of interlinking datasets",2014,"Leme__L.A.P.P."
"Developing predictive models for early detection of at-risk students on distance learning modules",2014,"Zdrahal__Z."
"Analyzing the log patterns of adult learners in LMS using learning analytics",2014,"Kim__D."
"Toward unobtrusive measurement of reading comprehension using low-cost EEG",2014,"Chang__K.-M."
"Clustering of design decisions in classroom visual displays",2014,"Scupelli__P."
"Statistical discourse analysis of online discussions: Informal cognition, social metacognition and knowledge creation",2014,"Fujita__N."
"Learning analytics and machine learning",2014,"Wolff__A."
"Effects of image-based and text-based activities on student learning outcomes",2014,"Gross__M."
"On using Markov chain to evidence the learning structures and difficulty levels of one digit multiplication",2014,"Ebner__M."
"Learning analytics in CSCL with a focus on assessment: An exploratory study of activity theory-informed cluster analysis",2014,"Wadholm__B."
"Engagement vs performance: Using electronic portfolios to predict first semester engineering student retention",2014,"Chawla__N.V."
"Visualizing patterns of student engagement and performance in MOOCs",2014,"Corrin__L."
"Peer evaluation of student generated content",2014,"Michelotti__N."
"Sleepers' lag - Study on motion and attention",2014,"Tormey__R."
"Open academic early alert system: Technical demonstration",2014,"Lauría__E.J.M."
"A cognitive processing framework for learning analytics",2014,"Kitto__K."
"Patterns of persistence: What engages students in a remedial English writing MOOC?",2014,"Schiorring__E."
"Modest analytics: Using the index method to identify students at risk of failure",2014,"Colvin__C."
"The learning analytics & knowledge (LAK) data challenge 2014",2014,"d'Aquin__M."
"Collaborative spatial classification",2014,"Benjamin_Shapiro__R."
"Practice exams make perfect: Incorporating course resource use into an early warning system",2014,"Nam__S."
"Techniques for data-driven curriculum analysis",2014,"Ochoa__X."
"Formative assessment method of real-world learning by integrating heterogeneous elements of behavior, knowledge, and the environment",2014,"Tada__M."
"Assessing elementary students' science competency with text analytics",2014,"Wiebe__E.N."
"Small to big before massive: Scaling up participatory learning analytics",2014,"Kelley__T.A."
"National differences in an international classroom",2014,"Stump__G.S."
"Competency map: Visualizing student learning to promote student success",2014,"Bushway__D."
"Peer assessment based on ratings in a social media course",2014,"Holzer__A."
"Temporal learning analytics for computer based testing",2014,"Terzis__V."
"Current state and future trends: A citation network analysis of the learning analytics field",2014,"Gašević__D."
"Success, activity and drop-outs in MOOCs An exploratory study on the UNED COMA courses",2014,"Klerkx__J."
"Context personalization, preferences, and performance in an intelligent tutoring system for middle school mathematics",2014,"Ritter__S."
"Learning analytics for the social media age",2014,"Haythornthwaite__C."
"Setting learning analytics in context: Overcoming the barriers to large-scale adoption",2014,"Clow__D."
"Analytics of the effects of video use and instruction to support reflective learning",2014,"Mirriahi__N."
"Perceptions and use of an early warning system during a higher education transition program",2014,"Lonn__S."
"Educational data sciences - Framing emergent practices for analytics of learning, organizations, and systems",2014,"Hickey__D.T."
"Clustering for improving Educational process mining",2014,"Romero__C."
"Building institutional capacities and competencies for systemic learning analytics initiatives",2014,"Lynch__G."
"Visual analytics of academic writing",2014,"Shum__S.B."
"EGraph tool: Graphing the learning process in LMSs",2014,"Suarez__N."
"Explaining predictive models to learning specialists using personas",2014,"Greer__J."
"HanZi handwriting acquisition with automatic feedback",2014,"Peng__J.-W."
"The impact of learning analytics on the Dutch education system",2014,"Stoyanov__S."
"Customized course advising: Investigating engineering student success with incoming profiles and patterns of concurrent course enrollment",2014,"Lonn__S."
"LAK 2014 programme chairs' welcome",2014,"Teasley__S.D."
"DCLA14: Second international workshop on discourse-centric learning analytics",2014,"De_Liddo__A."
"Interaction design for improved analytics",2014,"Sulcer__B."
"Analysis of dynamic resource access patterns in a blended learning course",2014,"Ziebarth__S."
"An exercise in institutional reflection: The learning analytics readiness instrument (LARI)",2014,"Lonn__S."
"Educational technology approach toward learning analytics: Relationship between student online behavior and learning performance in higher education",2014,"Jo__I.-H."
"Uncovering what matters: Analyzing transitional relations among contribution types in knowledge-building discourse",2014,"Resendes__M."
"What different kinds of stratification can reveal about the generalizability of data-mined skill assessment models",2013,"Baker__R.S.J.D."
"System for assessing classroom attention",2013,"Dillenbourg__P."
"Understanding promotions in a case study of student blogging",2013,"Alterman__R."
"A case study inside virtual worlds: Use of analytics for immersive spaces",2013,"De_Freitas__S."
"An eye-tracking study of notational, informational, and emotional aspects of learning analytics representations",2013,"Reimann__P."
"Supporting action research with learning analytics",2013,"Lukarov__V."
"Educational data scientists: A scarce breed",2013,"Hawksey__M."
"Interpreting data mining results with linked data for learning analytics: Motivation, case study and directions",2013,"Jay__N."
"Improving retention: Predicting at-risk students by analysing clicking behaviour in a virtual learning environment",2013,"Zdrahal__Z."
"Inferring higher level learning information from low level data for the Khan Academy platform",2013,"Valiente__J.A.R."
"Visualizing social learning ties by type and topic: Rationale and concept demonstrator",2013,"Teplovs__C."
"Assessing students' performance using the learning analytics enriched rubrics",2013,"Petropoulou__O."
"Aggregating social and usage datasets for learning analytics: Data-oriented challenges",2013,"Wolpers__M."
"Crafting transformative strategies for personalized learning/analytics",2013,"Duin__A.H."
"Considering formal assessment in learning analytics within a PLE: The HOU2LEARN case",2013,"Xenos__M."
"From micro to macro: Analyzing activity in the ROLE Sandbox",2013,"Klamma__R."
"DCLA13: 1st International Workshop on Discourse-Centric Learning Analytics",2013,"De_Laat__M."
"Epistemology, pedagogy, assessment and learning analytics",2013,"Buckingham_Shum__S."
"Toward collaboration sensing: Applying network analysis techniques to collaborative eye-tracking data",2013,"Abu-El-Haija__S."
"Nanogenetic learning analytics: Illuminating student learning pathways in an online fraction game",2013,"Aghababyan__A."
"Deconstructing disengagement: Analyzing learner subpopulations in massive open online courses",2013,"Piech__C."
"Multidisciplinarity vs. multivocality, the case of ""learning analytics""",2013,"Lund__K."
"Learning analytics for online discussions: A pedagogical model for intervention with embedded and extracted analytics",2013,"Zhao__Y."
"Learning object analytics for collections, repositories & federations",2013,"Ochoa__X."
"Addressing learner issues with StepUp!: An evaluation",2013,"Verbert__K."
"Towards the development of multimodal action based assessment",2013,"Blikstein__P."
"Formative assessment and learning analytics",2013,"Heck__A."
"Orchestrating of complex inquiry: Three roles for learning analytics in a smart classroom infrastructure",2013,"Tissenbaum__M."
"GradeCraft: What can we learn from a game-inspired learning management system?",2013,"Aguilar__S."
"The pairing of lecture recording data with assessment scores: A method of discovering pedagogical impact",2013,"Dawson__S."
"Learning analytics as a ""middle space""",2013,"Verbert__K."
"Second International Workshop on Teaching Analytics",2013,"Reimann__P."
"STEMscopes: Contextualizing learning analytics in a K-12 science curriculum",2013,"Rangel__V.S."
"LAK 2013 chairs' welcome",2013,"Ochoa__X."
"Issues, challenges, and lessons learned when scaling up a learning analytics intervention",2013,"Aguilar__S."
"Analysis of collaborative writing processes using revision maps and probabilistic topic models",2013,"Yacef__K."
"An evaluation of learning analytics to identify exploratory dialogue in online discussions",2013,"Wei__Z."
"Model-driven assessment of learners in open-ended learning environments",2013,"Loretz__K.M."
"Analytics on video-based learning",2013,"Chorianopoulos__K."
"Analyzing the flow of ideas and profiles of contributors in an open learning community",2013,"Hecking__T."
"Live interest meter - Learning from quantified feedback in mass lectures",2013,"Munk__J."
"An evaluation of policy frameworks for addressing ethical considerations in learning analytics",2013,"Slade__S."
"Affective states and state tests: Investigating how affect throughout the school year predicts end of year learning outcomes",2013,"Baker__R.S.J.D."
"Open academic analytics initiative: Initial research findings",2013,"Moody__E.W."
"LAK 2020 program chairs' welcome",2020,"Pinkwart__N."
"Towards automated analysis of cognitive presence in MOOC discussions: A manual classification study",2020,"Giacaman__N."
"An exploratory approach to measuring collaborative engagement in child robot interaction",2020,"Tscholl__M."
"LA-DECK: A card-based learning analytics co-design tool",2020,"Shum__S.B."
"Automated insightful drill-down recommendations for learning analytics dashboards",2020,"Indulska__M."
"Perceptions and expectations about learning analytics from a brazilian higher education institution",2020,"Rodrigues__R.L."
"Inspiration cards workshops with primary teachers in the early co-design stages of learning analytics",2020,"Vasalou__A."
"Data-informed curriculum sequences for a curriculum-integrated game",2020,"Catete__V."
"R2DE: A NLP approach to estimating IRT parameters of newly generated questions",2020,"Turrin__R."
"From theory to action: Developing and evaluating learning analytics for learning design",2020,"Bradford__A."
"#Confused and beyond: Detecting confusion in course forums using students' hashtags",2020,"Gal__K."
"The relationship between confusion and metacognitive strategies in Betty's Brain",2020,"Paquette__L."
"Applying prerequisite structure inference to adaptive testing",2020,"Littman__M.L."
"How working memory capacity limits success in self-directed learning: A cognitive model of search and concept formation",2020,"Uus__Õ."
"Quantifying data sensitivity: Precise demonstration of care when building student prediction models",2020,"Sinclair__J."
"Learning-centred translucence: An approach to understand how teachers talk about classroom data",2020,"Hunter__J."
"Modelling collaborative problem-solving competence with transparent learning analytics: Is video data enough?",2020,"Spikol__D."
"From childhood to maturity: Are we there yet? Mapping the intellectual progress in learning analytics during the past decade",2020,"Ochoa__X."
"Fostering and supporting empirical research on evaluative judgement via a crowdsourced adaptive learning system",2020,"Hanna__B.E."
"How good is my feedback? a content analysis ofWritten feedback",2020,"Mello__R.F."
"Predicting learners' effortful behaviour in adaptive assessment using multimodal data",2020,"Olsen__J.K."
"Towards understanding the lifespan and spread of ideas: Epidemiological modeling of participation on twitter",2020,"Chen__B."
"Learning analytics dashboards: The past, the present and the future",2020,"De_Croon__R."
"Exploring student approaches to learning through sequence analysis of reading logs",2020,"Majumdar__R."
"Let's shine together! a comparative study between learning analytics and educational data mining",2020,"Mello__R.F."
"Macro MOOC learning analytics: Exploring trends across global and regional providers",2020,"Staubitz__T."
"The SEIRA approach: Course embedded activities to promote academic integrity and literacies in first year engineering",2020,"Pardo__A."
"EdX log data analysis made easy: Introducing ELAT: An open-source, privacy-aware and browser-based edX log data analysis tool",2020,"Hauff__C."
"Personalized visualizations to promote young learners' SRL: The learning path app",2020,"Dijkstra__R."
"Disciplinary differences in blended learning design: A network analytic study",2020,"Lyons__K."
"Self-regulated learning and learning analytics in online learning environments: A review of empirical research",2020,"Baars__M."
"Towards automatic cross-language classification of cognitive presence in online discussions",2020,"Cavalcanti__A.P."
"Learning to represent healthcare providers knowledge of neonatal emergency care: Findings from a smartphone-based learning intervention targeting clinicians from LMICs",2020,"Winters__N."
"Understanding Students' engagement with personalised feedback messages",2020,"Faulkner__M."
"Are forum networks social networks? a methodological perspective",2020,"Santolini__M."
"Peeking through the classroom window: A detailed data-driven analysis on the usage of a curriculum integrated math game in authentic classrooms",2020,"Maniktala__M."
"Detecting learning in noisy data: The case of oral reading fluency",2020,"Lockwood__J."
"Analytics of learning strategies: The association with the personality traits",2020,"Jovanović__J."
"Towards skills-based curriculum analytics: Can we automate the recognition of prior learning?",2020,"Gromov__A."
"A Bayesian model of individual differences and flexibility in inductive reasoning for categorization of examples",2020,"Dillenbourg__P."
"Exploring exam strategies of successful first year engineering students",2020,"Vaclavek__J."
"Learning with background music: A field experiment",2020,"Que__Y."
"Characterizing and influencing students' tendency towrite self-explanations in online homework",2020,"Williams__J.J."
"Involving teachers in learning analytics design: Lessons learned from two case studies",2020,"Hernández-Leo__D."
"Slow is good: The effect of diligence on student performance in the case of an adaptive learning system for health literacy",2020,"Kowald__D."
"Evaluating teachers' perceptions of students' questions organization",2020,"Luengo__V."
"Towards automatic content analysis of social presence in transcripts of online discussions",2020,"Mello__R.F."
"Predicting student success in a blended learning environment",2020,"Deeva__G."
"Exploration of the robustness and generalizability of the additive factors model",2020,"Cechák__J."
"Complementing educational recommender systems with open learner models",2020,"Sadiq__S."
"Smart dictionary for E-book reading analytics",2020,"Chen__M.-R.A."
"Analytics of time management and learning strategies for effective online learning in blended environments",2020,"Jovanovic__J."
"Trace data from student solutions to genetics problems reveals variance in the processes related to different course outcomes",2020,"Brusman__L."
"Supporting actionable intelligence: Reframing the analysis of observed study strategies",2020,"Joksimovic__S."
"Analyzing the consistency in within-activity learning patterns in blended learning",2020,"Gaševic__D."
"Design of a curriculum analytics tool to support continuous improvement processes in higher education",2020,"Miranda__C."
"Testing the reliability of inter-rater reliability",2020,"Wang__J."
"What college students say, and what they do: Aligning self-regulated learning theory with behavioral logs",2020,"Israel__J."
"Combining analytic methods to unlock sequential and temporal patterns of self-regulated learning",2020,"Matcha__W."
"How patterns of students dashboard use are related to their achievement and self-regulatory engagement",2020,"Hatala__M."
"Focused or stuck together: Multimodal patterns reveal triads' performance in collaborative problem solving",2020,"Stewart__A."
"Is faster better? a study of video playback speed",2020,"Mirzaei__K."
"Dialogue attributes that inform depth and quality of participation in course discussion forums",2020,"Gaševic__D."
"Predicting student performance in interactive online question pools using mouse interaction features",2020,"Xia__M."
"The automated grading of student open responses in mathematics",2020,"McAteer__S."
"The privacy paradox and its implications for learning analytics",2020,"Gašević__D."
"Exploring the usage of thermal imaging for understanding video lecture designs and students' experiences",2020,"Lodge__J.M."
"Prediction of students' assessment readiness in online learning environments: The sequence matters",2020,"Kennedy__G."
"Using a cluster-based regime-switching dynamic model to understand embodied mathematical learning",2020,"Alberto__R."
"Assessment that matters: Balancing reliability and learner-centered pedagogy in MOOC assessment",2020,"Berg__A."
"Constructing and predicting school advice for academic achievement: A comparison of item response theory and machine learning techniques",2020,"Krempl__G."
"Technologies for automated analysis of co-located, real-life, physical learning spaces: Where are we now?",2019,"Tan__S.C."
"On multi-device use: Using technological modality profiles to explain differences in students' learning",2019,"Gašević__D."
"The timeliness deviation: A novel approach to evaluate educational recommender systems for closed-courses",2019,"Arbanowski__S."
"Cross-platform analytics: A step towards personalization and adaptation in education",2019,"Giannakos__M."
"Topic development to support revision feedback",2019,"Winne__P.H."
"Validating the use of LMS-derived rubric structural features to facilitate automated measurement of rubric quality",2019,"Fikes__T.G."
"Predicting student success in communication skills learning scenarios with virtual humans",2019,"James__M.T."
"Modeling gender dynamics in intra and interpersonal interactions during online collaborative learning",2019,"Godfrey__A."
"Contextualizable learning analytics design: A generic model and writing analytics evaluations",2019,"Shum__S.B."
"Deep knowledge tracing and engagement with MOOCs",2019,"Lang__D."
"Read between the lines: An annotation tool for multimodal data for learning",2019,"Klemke__R."
"Towards hybrid human-system regulation: Understanding children' SRL support needs in blended classrooms",2019,"Baker__R.S."
"Descriptive and predictive modeling of student achievement, satisfaction, and mental health for data-driven smart connected campus life service",2019,"Yun__S.B."
"Goal-based course recommendation",2019,"Wei__Q."
"Affect sequences and learning in Betty's brain",2019,"Ocumpaugh__J."
"The impact of student opt-out on educational predictive models",2019,"Schaub__F."
"Introducing meaning to clicks: Towards traced-measures of self-efficacy and cognitive load",2019,"Gašević__D."
"Integrated closed-loop learning analytics scheme in a first year experience course",2019,"Anggara__T."
"Would you? Could you? On a tablet? Analytics of children's ebook reading",2019,"Madnani__N."
"Effective feature learning with unsupervised learning for improving the predictive models in massive open online courses",2019,"Yang__K."
"Language as thought: Using natural language processing to model noncognitive traits that predict college success",2019,"Quirk__A."
"Beyond A/B testing: Sequential randomization for developing interventions in scaled digital learning environments",2019,"Brooks__C."
"Utilizing learning analytics to map students' self-reported study strategies to click behaviors in STEM courses",2019,"Yu__R."
"The validity and utility of activity logs as a measure of student engagement",2019,"Schroeder__N."
"Social comparison in MOOCs: Perceived SES, opinion, and message formality",2019,"Dowell__N."
"Lak 2019 program chairs' welcome",2019,"Brooks__C."
"Analytics of learning strategies: Associations with academic performance and feedback",2019,"Uzir__N.A."
"Are you talking to me? Multi-dimensional language analysis of explanations during reading",2019,"Mills__C."
"Comparison of ranking and rating scales in online peer assessment: Simulation approach",2019,"Waters__A.E."
"Using detailed access trajectories for learning behavior analysis",2019,"Law__N."
"Transfer learning using representation learning in massive open online courses",2019,"Wang__Y."
"Counting clicks is not enough: Validating a theorized model of engagement in learning analytics",2019,"Alexander"
"Student centred design of a learning analytics system",2019,"Briggs__C."
"DiAD: Domain adaptation for learning at scale",2019,"Chaturvedi__S."
"Exploring the subtleties of agency and indirect control in digital learning games",2019,"McLaren__B.M."
"Challenges on implementing learning analytics over countrywide K-12 data",2019,"Cechinel__C."
"Multichannel data for understanding cognitive affordances during complex problem solving",2019,"Vanneste__P."
"Analysing discussion forum data: A replication study avoiding data contamination",2019,"Gašević__D."
"Can background music facilitate learning? Preliminary results on reading comprehension",2019,"Kong__R."
"Exploring learner engagement patterns in teach-outs",2019,"Dowell__N."
"Predicting the well-functioning of learning groups under privacy restrictions",2019,"Ulrich_Hoppe__H."
"Investigating the usage patterns of algebra nation tutoring platform",2019,"George__C.P."
"User2Code2vec: Embeddings for profiling students based on distributional representations of source code",2019,"Arora__P."
"Evaluating the fairness of predictive student models through slicing analysis",2019,"Baker__R."
"Where you are, not what you see: The impact of learning environment on mind wandering and material retention",2019,"Kingstone__A."
"Refusing to try: Characterizing early stopout on student assignments",2019,"Varatharaj__A."
"Learning analytics at the intersections of student trust, disclosure and benefit",2019,"Khalil__M."
"The impact of an online tutoring program for algebra readiness on mathematics achievements; results of a randomized experiment",2019,"George__C.P."
"Clustering analysis reveals authentic science inquiry trajectories among undergraduates",2019,"Mostowfi__M."
"Towards enabling feedback on rhetorical structure with neural sequence models",2019,"Rosé__C."
"Increasing the impact of learning analytics",2019,"Poquet__O."
"An analysis of student representation, representative features and classification algorithms to predict degree dropout",2019,"Marino__O."
"Exploring students' sensemaking of learning analytics dashboards: Does frame of reference make a difference?",2019,"Dawson__S."
"Comprehension factor analysis: Modeling student's reading behaviour",2019,"Koedinger__K."
"Player pairs valuation in ice hockey",2019,"Lambrix__P."
"Football pass prediction using player locations",2019,"Chun-Wei_Lin__J."
"Evaluating NFL plays: Expected points adjusted for schedule",2019,"Sagarin__J."
"Ranking the teams in european football leagues with agony",2019,"Budhathoki__K."
"Model trees for identifying exceptional players in the NHL and NBA drafts",2019,"Li__C."
"Automatic classification of strike techniques using limb trajectory data",2019,"Warmerdam__E."
"Player valuation in European football",2019,"Carlsson__N."
"Deep learning from spatial relations for soccer pass prediction",2019,"Železný__F."
"Interpreting deep sports analytics: Valuing actions and players in the NHL",2019,"Schulte__O."
"A web crawling environment to support financial strategies and trend correlation: – extended abstract –",2019,"Ambrosino__F."
"Calibrating the mean-reversion parameter in the hull-white model using neural networks",2019,"Kandhai__D."
"Deep factor model: Explaining deep learning decisions for forecasting stock returns with layer-wise relevance propagation",2019,"Aoshima__T."
"Exploring students eating habits through individual profiling and clustering analysis",2019,"Guidotti__R."
"A comparison of neural network methods for accurate sentiment analysis of stock market tweets",2019,"Peddi__T."
"Privacy risk for individual basket patterns",2019,"Guidotti__R."
"Privacy preserving client/vertical-servers classification",2019,"Kramer__S."
"ICIE 1.0: A novel tool for interactive contextual interaction explanations",2019,"van_Ipenburg__W."
"A multivariate and multi-step ahead machine learning approach to traditional and cryptocurrencies volatility forecasting",2019,"Hattab__D."
"A differential privacy workflow for inference of parameters in the rasch model",2019,"Hansen__L.K."
"LAK 2018 program chairs’ welcome",2018,"Merceron__A."
"Data-driven generation of rubric criteria from an educational programming environment",2018,"Stamper__J."
"“I’ll do it!”: Examining the relationship between locus of control and math game retention for preschoolers",2018,"Rho__J."
"Capitalisation of analysis processes: Enabling reproducibility, openness and adaptability thanks to narration",2018,"Luengo__V."
"Driving data storytelling from learning design",2018,"Granda__R."
"Classroom size, activity and attendance: Scaling up drivers of learning space occupation",2018,"Munguia__P."
"PHS profiling students from their questions in a blended learning environment",2018,"Luengo__V."
"Conceptualizing Co-enrollment: Accounting for student experiences across the curriculum",2018,"Teasley__S.D."
"An application of participatory action research in advising-Focused learning analytics",2018,"Bumbalough__M."
"Gaze insights into debugging behavior using learner-Centred analysis",2018,"Giannakos__M."
"Embracing imperfection in learning analytics",2018,"Gibson__A."
"The half-Life of MOOC knowledge a randomized trial evaluating knowledge retention and retrieval practice in MOOCs",2018,"Hauff__C."
"Prospectively predicting 4-Year college graduation from student applications",2018,"Kamentz__D."
"Connecting decentralized learning records: A blockchain based learning analytics platform",2018,"Ogata__H."
"A multi-Dimensional analysis of writing flexibility in an automated writing evaluation system",2018,"McNamara__D.S."
"A generalized classifier to identify online learning tool disengagement at scale",2018,"Burns__S."
"Analytics-Enabled teaching as design: Reconceptualisation and call for research",2018,"Knight__S."
"A framework for developing metrics of youth engagement in informal learning environments",2018,"Hamid__T."
"Epistemic network analysis of students’ longer written assignments as formative/Summative evaluation",2018,"Eagan__B."
"Multi-Institutional positioning test feedback dashboard for aspiring students lessons learnt from a case study in flanders",2018,"Langie__G."
"The complexities of developing a personal code of ethics for learning analytics practitioners implications for institutions and the field",2018,"Slade__S."
"Correlating affect and behavior in reasoning mind with state test achievement",2018,"Baker__R.S."
"Are MOOC forums changing?",2018,"Brooks__C."
"License to evaluate: Preparing learning analytics dashboards for educational practice",2018,"Specht__M."
"Explaining learning performance using response-Time, self-Regulation and satisfaction from content: An fsQCA approach",2018,"Pappas__I.O."
