"Article","Year","Stem"
"A Rule-Based indicator definition tool for personalized learning analytics",2016,"open learning analyt"
"Multimodal analytics to study collaborative problem solving in pair programming",2016,"k-12 computer science educ"
"Student differences in regulation strategies and their use of learning resources: Implications for educational design",2016,"individual differ"
"Multimodal learning analytics data challenges",2016,"multimodal dataset"
"Combining click-Stream data with NLP tools to better understand MOOC completion",2016,"educational success"
"Towards personalizing An E-quiz bank for primary school students: An exploration with association rule mining and clustering",2016,"e-quiz bank"
"Benchmarking student performance and engagement in an early alert predictive system using interactive radar charts",2016,"instructional assess"
"Forecasting student achievement in MOOCs with natural language processing",2016,"motiv"
"LAK16 Workshop: Extending IMS caliper analyticstm with learning activity profiles",2016,"information model"
"Is the doer effect a causal relationship? How can WE tell and why it's important",2016,"learn by do"
"Semantic visual analytics for today's programming courses",2016,"intelligent author"
"The assessment of learning infrastructure (ALI): The theory, practice, and scalability of automated assessment",2016,"randomized controlled experiments at scal"
"Data-driven proficiency profiling - Proof of concept",2016,"student classif"
"Translating network position into performance: Importance of centrality in different network configurations",2016,"mooc"
"Collaborative multi-regression models for predicting students' performance in course activities",2015,"predicting student perform"
"Likelihood analysis of student enrollment outcomes using learning environment variables: A case study approach",2015,"student retent"
"Qualitatively exploring electronic portfolios: A text mining approach to measuring student emotion as an early warning indicator",2015,"emot"
"OpenCourseWare observatory - Does the quality of OpenCourseWare Live up to its promise?",2015,"quality assess"
"Investigating the impact of a notification system on student behaviors in a discourse-intensive hybrid course: A case study",2015,"student online behavior"
"An exploratory study using social network analysis to model eye movements in mathematics problem solving",2015,"problem solv"
"""Scaling up"" learning design: Impact of learning design activities on LMS behavior and performance",2015,"learning design"
"Ethical and privacy issues in the application of learning analytics",2015,"learning analyt"
"Combining observational and experiential data to inform the redesign of learning activities",2015,"intervent"
"Exploring college major choice and middle school student behavior, affect and learning: What happens to students who game the system?",2015,"educational data min"
"Effects of sequences of socially regulated learning on group performance",2015,"elementary educ"
"Media multiplexity in connectivist MOOCs",2015,"mooc"
"2nd int'l workshop on open badges in education (OBIE 2015): From learning evidence to learning analytics",2015,"online learn"
"Analysing reflective text for learning analytics: An approach using anomaly recontextualisation",2015,"reective text"
"Measuring student success using predictive engine",2015,"learning analyt"
"Towards data-driven mastery learning",2015,"logic proof"
"Discourse cohesion: A signature of collaboration",2015,"computer supported collaborative learn"
"A learning analytics approach to characterize and analyze inquiry-based pedagogical processes",2015,"process min"
"Frequent sequential interactions as opportunities to engage in temporal reasoning with an online GIS",2015,"temporal reason"
"Predicting success: How learners' prior knowledge, skills and activities predict MOOC performance",2015,"mooc"
"Minimum information entropy based q-matrix learning in DINA model",2015,"q-matrix"
"Learning analytics: European perspectives",2015,"lace project"
"An analysis of the impact of action order on future performance: The fine-grain action model",2015,"data min"
"Curriculum analysis of CS departments based on CS2013 by simplified, supervised LDA",2015,"supervisedlda"
"Estimation of ability from homework items when there are missing and/or multiple attempts",2015,"mooc"
"It's about time: 4th international workshop on temporal analyses of learning data",2015,"knowledge build"
"DOP8: Merging both data and analysis operators life cycles for Technology Enhanced Learning",2015,"flexibl"
"Critical realism and learning analytics research: Epistemological implications of an ontological foundation",2015,"theori"
"Penetrating the black box of time-on-task estimation",2015,"learning management systems (lms)"
"Ubiquitous learning analytics in the context of realworld language learning",2015,"time map"
"You've got style: Detecting writing flexibility across time",2015,"individual differ"
"VISLA: Visual aspects of learning analytics",2015,"visual analyt"
"Using learning analytics to study cognitive disequilibrium in a complex learning environment",2015,"learning sci"
"""twitter archeology"" of learning analytics and knowledge conferences",2015,"social net-work"
"Learning analytics beyond the LMS: The connected learning analytics toolkit",2015,"integr"
"Investigating performance of students: A longitudinal study",2015,"x-means clust"
"OpenEssayist: A supply and demand learning analytics tool for drafting academic essays",2015,"educational perform"
"A handwriting recognition system for the classroom",2015,"learning analyt"
"Developing a multiple-document-processing performance assessment for epistemic literacy",2015,"epistemic cognit"
"Are you reading my mind? Modeling students' reading comprehension skills with natural language processing techniques",2015,"natural language process"
"A case study to track teacher gestures and performance in a virtual learning environment",2015,"professional develop"
"Using transaction-level data to diagnose knowledge gaps and misconceptions",2015,"transaction level data"
"Crowd-sourced learning in MOOCs: Learning analytics meets measurement theory",2015,"collaborative learn"
"Tracking student progress in a game-like learning environment with a Monte Carlo Bayesian Knowledge Tracing model",2015,"monte carlo"
"Formative and summative analyses of disciplinary engagement and learning in a big open online course",2015,"assess"
"On the validity of peer grading and a cloud teaching assistant system",2015,"peer grad"
"Planning for success: How students use a grade prediction tool to win their classes",2015,"higher educ"
"Student privacy self-management: Implications for learning analytics",2015,"learning analyt"
"Identifying learning strategies associated with active use of video annotation software",2015,"video annotation softwar"
"The 3rd LAK data competition",2015,"linked data"
"Developing an evaluation framework of quality indicators for learning analytics",2015,"group concept map"
"A process mining approach to linking the study of aptitude and event facets of self-regulated learning",2015,"process min"
"Integrated representations and small data-Towards contextualized and embedded analytics tools for learners",2015,"learner-centered analyt"
"Improving undergraduate student achievement in large blended courses through data-driven interventions",2015,"intervent"
"What do cMOOC participants talk about in Social Media?: A Topic Analysis of Discourse in a cMOOC",2015,"content analysi"
"Analysis of learners' study logs: Mouse trajectories to identify the occurrence of hesitation in solving word-reordering",2015,"mouse trajectori"
"Who, when and why: A machine learning approach to prioritizing students at risk of not graduating high school on time",2015,"predictive analyt"
"Socioeconomic status and MOOC enrollment: Enriching demographic information with external datasets",2015,"mooc"
"Predicting post-training readiness to work with computers: The predominance of log-based variables",2015,"working with comput"
"A learning system utilizing learners' active tracing behaviors",2015,"interpersonal interact"
"Unsupervised modeling for understanding MOOC discussion forums: A learning analytics approach",2015,"text-based learning analyt"
"How does Bayesian knowledge tracing model emergence of knowledge about a mechanical system?",2015,"physics learn"
"The LATUX workflow: Designing and deploying awareness tools in technology-enabled learning settings",2015,"design"
"Towards better affect detectors: Effect of missing skills, class features and common wrong answers",2015,"common wrong answ"
"Learning analytics in oz: What's happening now, what's planned, and where could it (and should it) go?",2015,"maturity model"
"How do you connect? Analysis of social capital accumulation in connectivist MOOCs",2015,"mooc"
"Text mining approach to automate teamwork assessment in group chats",2015,"collabor"
"Classifying student dialogue acts with multimodal learning analytics",2015,"text-based learning analyt"
"Correlations between automated rhetorical analysis and tutors' grades on student essays",2015,"argument"
"Discovering clues to avoid middle school failure at early stages",2015,"educational data min"
"How do students interpret feedback delivered via dashboards?",2015,"learning analyt"
"Examining engagement: Analysing learner subpopulations in massive open online courses (MOOCs)",2015,"mooc"
"Pssst⋯ Textual features⋯ There is more to automatic essay scoring than just you!",2015,"data min"
"The bridge report: Bringing learning analytics to low-income, urban schools",2015,"predictive analyt"
"Learning analytics in outer space: A hidden naïve bayes model for automatic student off-task behavior detection",2015,"learning analyt"
"Leveraging multimodal learning analytics to differentiate student learning strategies",2015,"data min"
"Improving students' long-term retention performance: A study on personalized retention schedules",2015,"person"
"Topic facet modeling: Semantic visual analytics for online discussion forums",2015,"discussion forum"
"From contingencies to network-level phenomena: Multilevel analysis of activity and actors in heterogeneous networked learning environments",2015,"networked learning environ"
"Digital badges and ethics: The uses of individual learning data in social contexts",2015,"educ"
"Research designs for studying individual and collaborative learning with digital badges",2015,"open digital badg"
"Grading soft skills with open badges",2015,"open badg"
"An online badging system supporting educators' STEM learning",2015,"lifelong learn"
"Whom will digital badges empower? Sociological perspectives on digital badges",2015,"empowerment and disempower"
"How to design experimental research studies around digital badges",2015,"digital badg"
"Anomaly detection in temporal graph data: An iterative tensor decomposition and masking approach",2015,"high-resolution social network"
"Temporal density extrapolation",2015,"density forecast"
"Bag-of-temporal-SIFT-words for Time series classification",2015,"sift"
"Preliminary experimental analysis of Reservoir Computing approach for balance assessment",2015,"reservoir comput"
"Temporal and frequential metric learning for time series kNN classification",2015,"metric learn"
"Symbolic representation of time series: A hierarchical coclustering formalization",2015,"time seri"
"Classification factored gated restricted Boltzmann machine",2015,"supervision learn"
"Monitoring short term changes of malaria incidence in Uganda with Gaussian processes",2015,"malaria"
"Causality on longitudinal data: Stable specification search in constrained structural equation modeling",2015,"multi-objective evolutionary algorithm"
"Courbospark: Decision tree for time-series on spark",2015,"hadoop"
"A Linked-Data-driven Web portal for learning analytics: Data enrichment, interactive visualization, and knowledge discovery",2014,"learning analyt"
"Deconstruct and reconstruct: Using topic modeling on an analytics corpus",2014,"cognitive tutor"
"Ubiquitous learning analytics using learning logs",2014,"ubiquitous learn"
"Supporting science communication in a museum using ubiquitous learning logs",2014,"ubiquitous learning log"
"Multilevel analysis of uptake, sessions, and key actors in a socio-technical network",2014,"networked learn"
"Integration of a flexible analytics workbench with a learning platform for medical specialty training",2014,"human factor"
"Spiral me to the core: Getting a visual grasp on text corpora through clusters and keywords",2014,"learning analyt"
"Modelling student online behaviour in a virtual learning environment",2014,"machine learn"
"Connecting analysis of speech acts and performance analysis - An initial study",2014,"forum"
"Developing predictive models for early detection of at-risk students on distance learning modules",2014,"machine learn"
"Analyzing the log patterns of adult learners in LMS using learning analytics",2014,"learning analyt"
"Toward unobtrusive measurement of reading comprehension using low-cost EEG",2014,"reading comprehens"
"Clustering of design decisions in classroom visual displays",2014,"design decis"
"Statistical discourse analysis of online discussions: Informal cognition, social metacognition and knowledge creation",2014,"social metacognit"
"Learning analytics and machine learning",2014,"machine learn"
"Effects of image-based and text-based activities on student learning outcomes",2014,"dual cod"
"On using Markov chain to evidence the learning structures and difficulty levels of one digit multiplication",2014,"learning analyt"
"Learning analytics in CSCL with a focus on assessment: An exploratory study of activity theory-informed cluster analysis",2014,"educational assess"
"Engagement vs performance: Using electronic portfolios to predict first semester engineering student retention",2014,"electronic portfolio"
"Visualizing patterns of student engagement and performance in MOOCs",2014,"learning analyt"
"Peer evaluation of student generated content",2014,"peer evalu"
"Sleepers' lag - Study on motion and attention",2014,"classroom orchestr"
"Open academic early alert system: Technical demonstration",2014,"intervent"
"A cognitive processing framework for learning analytics",2014,"curriculum design"
"Patterns of persistence: What engages students in a remedial English writing MOOC?",2014,"learning analyt"
"Designing pedagogical interventions to support student use of learning analytics",2014,"student particip"
"Modest analytics: Using the index method to identify students at risk of failure",2014,"predictive models for student perform"
"The learning analytics & knowledge (LAK) data challenge 2014",2014,"linked data"
"Teaching the unteachable: On the compatibility of learning analytics and humane education",2014,"human"
"Collaborative spatial classification",2014,"interaction techniqu"
"Practice exams make perfect: Incorporating course resource use into an early warning system",2014,"data min"
"Formative assessment method of real-world learning by integrating heterogeneous elements of behavior, knowledge, and the environment",2014,"multimodal sens"
"Assessing elementary students' science competency with text analytics",2014,"formative assess"
"Small to big before massive: Scaling up participatory learning analytics",2014,"learning analyt"
"Analyzing student notes and questions to create personalized study guides",2014,"learning analyt"
"Competency map: Visualizing student learning to promote student success",2014,"learning analyt"
"Peer assessment based on ratings in a social media course",2014,"peer assess"
"Temporal learning analytics for computer based testing",2014,"prediction of perform"
"Current state and future trends: A citation network analysis of the learning analytics field",2014,"learning analyt"
"Success, activity and drop-outs in MOOCs An exploratory study on the UNED COMA courses",2014,"particip"
"Context personalization, preferences, and performance in an intelligent tutoring system for middle school mathematics",2014,"non-cognitive factor"
"Learning analytics for the social media age",2014,"online commun"
"Setting learning analytics in context: Overcoming the barriers to large-scale adoption",2014,"change manag"
"Analytics of the effects of video use and instruction to support reflective learning",2014,"self-reflect"
"Perceptions and use of an early warning system during a higher education transition program",2014,"higher educ"
"Educational data sciences - Framing emergent practices for analytics of learning, organizations, and systems",2014,"big data"
"Clustering for improving Educational process mining",2014,"learning analyt"
"Building institutional capacities and competencies for systemic learning analytics initiatives",2014,"higher educ"
"Visualizing semantic space of online discourse: The Knowledge Forum case",2014,"knowledge build"
"EGraph tool: Graphing the learning process in LMSs",2014,"graph"
"Explaining predictive models to learning specialists using personas",2014,"predictive model"
"HanZi handwriting acquisition with automatic feedback",2014,"person"
"The impact of learning analytics on the Dutch education system",2014,"group concept map"
"Data wranglers: Human interpreters to help close the feedback loop",2014,"learning analyt"
"Customized course advising: Investigating engineering student success with incoming profiles and patterns of concurrent course enrollment",2014,"data min"
"Establishing an ethical literacy for learning analytics",2014,"learning analyt"
"DCLA14: Second international workshop on discourse-centric learning analytics",2014,"dialogu"
"Interaction design for improved analytics",2014,"virtual manipul"
"Analysis of dynamic resource access patterns in a blended learning course",2014,"mooc"
"An exercise in institutional reflection: The learning analytics readiness instrument (LARI)",2014,"readi"
"Educational technology approach toward learning analytics: Relationship between student online behavior and learning performance in higher education",2014,"elearn"
"Uncovering what matters: Analyzing transitional relations among contribution types in knowledge-building discourse",2014,"evidence-based research"
"What different kinds of stratification can reveal about the generalizability of data-mined skill assessment models",2013,"generaliz"
"System for assessing classroom attention",2013,"classroom orchestr"
"Multimodal learning analytics",2013,"constructiv"
"Understanding promotions in a case study of student blogging",2013,"knowledge commun"
"A case study inside virtual worlds: Use of analytics for immersive spaces",2013,"higher educ"
"An eye-tracking study of notational, informational, and emotional aspects of learning analytics representations",2013,"learning analyt"
"Supporting action research with learning analytics",2013,"indic"
"Educational data scientists: A scarce breed",2013,"educational data scientist"
"MOOCs and the funnel of participation",2013,"particip"
"Interpreting data mining results with linked data for learning analytics: Motivation, case study and directions",2013,"interpret"
"Improving retention: Predicting at-risk students by analysing clicking behaviour in a virtual learning environment",2013,"retent"
"Inferring higher level learning information from low level data for the Khan Academy platform",2013,"visual"
"Visualizing social learning ties by type and topic: Rationale and concept demonstrator",2013,"social network analysi"
"Assessing students' performance using the learning analytics enriched rubrics",2013,"learning analyt"
"Aggregating social and usage datasets for learning analytics: Data-oriented challenges",2013,"educ"
"Crafting transformative strategies for personalized learning/analytics",2013,"learning analyt"
"Considering formal assessment in learning analytics within a PLE: The HOU2LEARN case",2013,"grade"
"From micro to macro: Analyzing activity in the ROLE Sandbox",2013,"personal learning environ"
"DCLA13: 1st International Workshop on Discourse-Centric Learning Analytics",2013,"dialogu"
"Epistemology, pedagogy, assessment and learning analytics",2013,"epistemolog"
"Toward collaboration sensing: Applying network analysis techniques to collaborative eye-tracking data",2013,"eye-track"
"Nanogenetic learning analytics: Illuminating student learning pathways in an online fraction game",2013,"fraction"
"Deconstructing disengagement: Analyzing learner subpopulations in massive open online courses",2013,"mooc"
"Multidisciplinarity vs. multivocality, the case of ""learning analytics""",2013,"multidiscipinar"
"Learning analytics for online discussions: A pedagogical model for intervention with embedded and extracted analytics",2013,"learning analyt"
"Learning object analytics for collections, repositories & federations",2013,"metadata"
"Addressing learner issues with StepUp!: An evaluation",2013,"learning analyt"
"What can we learn from Facebook activity? Using social learning analytics to observe new media literacy skills",2013,"new media literaci"
"Formative assessment and learning analytics",2013,"learning analyt"
"Orchestrating of complex inquiry: Three roles for learning analytics in a smart classroom infrastructure",2013,"orchestr"
"GradeCraft: What can we learn from a game-inspired learning management system?",2013,"learning analyt"
"Analytics of collaborative planning in Metafora - Architecture, data, and analytic methods",2013,"collaborative learn"
"Learning analytics as a ""middle space""",2013,"multidisciplinar"
"Second International Workshop on Teaching Analytics",2013,"learning analyt"
"STEMscopes: Contextualizing learning analytics in a K-12 science curriculum",2013,"online curriculum"
"Issues, challenges, and lessons learned when scaling up a learning analytics intervention",2013,"learning analyt"
"Analysis of collaborative writing processes using revision maps and probabilistic topic models",2013,"probabilistic top"
"An evaluation of learning analytics to identify exploratory dialogue in online discussions",2013,"discourse analyt"
"Model-driven assessment of learners in open-ended learning environments",2013,"open-ended learning environ"
"Analytics on video-based learning",2013,"mooc"
"Analyzing the flow of ideas and profiles of contributors in an open learning community",2013,"main path analysi"
"Live interest meter - Learning from quantified feedback in mass lectures",2013,"live feedback"
"An evaluation of policy frameworks for addressing ethical considerations in learning analytics",2013,"learning analyt"
"Affective states and state tests: Investigating how affect throughout the school year predicts end of year learning outcomes",2013,"confus"
"Open academic analytics initiative: Initial research findings",2013,"intervent"
"Towards automated analysis of cognitive presence in MOOC discussions: A manual classification study",2020,"text classif"
"An exploratory approach to measuring collaborative engagement in child robot interaction",2020,"engag"
"LA-DECK: A card-based learning analytics co-design tool",2020,"participatory design"
"Automated insightful drill-down recommendations for learning analytics dashboards",2020,"learning analytics dashboard"
"Perceptions and expectations about learning analytics from a brazilian higher education institution",2020,"qualitative research"
"Inspiration cards workshops with primary teachers in the early co-design stages of learning analytics",2020,"learning analyt"
"Data-informed curriculum sequences for a curriculum-integrated game",2020,"serious game analyt"
"R2DE: A NLP approach to estimating IRT parameters of newly generated questions",2020,"latent traits estim"
"From theory to action: Developing and evaluating learning analytics for learning design",2020,"tel environ"
"#Confused and beyond: Detecting confusion in course forums using students' hashtags",2020,"online discussion forum"
"The relationship between confusion and metacognitive strategies in Betty's Brain",2020,"metacognitive strategi"
"Applying prerequisite structure inference to adaptive testing",2020,"prerequisite infer"
"High resolution temporal network analysis to understand and improve collaborative learning",2020,"problem-based learn"
"How working memory capacity limits success in self-directed learning: A cognitive model of search and concept formation",2020,"working memory capac"
"Quantifying data sensitivity: Precise demonstration of care when building student prediction models",2020,"empirical bay"
"Modelling collaborative problem-solving competence with transparent learning analytics: Is video data enough?",2020,"physical learning analyt"
"From childhood to maturity: Are we there yet? Mapping the intellectual progress in learning analytics during the past decade",2020,"learning analyt"
"Fostering and supporting empirical research on evaluative judgement via a crowdsourced adaptive learning system",2020,"student-authored materi"
"How good is my feedback? a content analysis ofWritten feedback",2020,"online learn"
"Predicting learners' effortful behaviour in adaptive assessment using multimodal data",2020,"multimodal learning analyt"
"Intergroup and interpersonal forum positioning in shared-thread and post-reply networks",2020,"posit"
"Towards understanding the lifespan and spread of ideas: Epidemiological modeling of participation on twitter",2020,"idea"
"Learning analytics dashboards: The past, the present and the future",2020,"visualis"
"Exploring student approaches to learning through sequence analysis of reading logs",2020,"reading log"
"Let's shine together! a comparative study between learning analytics and educational data mining",2020,"learning analyt"
"Macro MOOC learning analytics: Exploring trends across global and regional providers",2020,"mooc"
"EdX log data analysis made easy: Introducing ELAT: An open-source, privacy-aware and browser-based edX log data analysis tool",2020,"massive open online cours"
"Rethinking time-on-task estimation with outlier detection accounting for individual, time, and task differences",2020,"temporal analysi"
"Personalized visualizations to promote young learners' SRL: The learning path app",2020,"self-regulated learn"
"Comparing teachers' use of mirroring and advising dashboards",2020,"improving classroom teach"
"Towards automatic cross-language classification of cognitive presence in online discussions",2020,"online discuss"
"Learning to represent healthcare providers knowledge of neonatal emergency care: Findings from a smartphone-based learning intervention targeting clinicians from LMICs",2020,"forgetting curv"
"Understanding Students' engagement with personalised feedback messages",2020,"higher educ"
"Are forum networks social networks? a methodological perspective",2020,"social network"
"Detecting learning in noisy data: The case of oral reading fluency",2020,"oral reading flu"
"Analytics of learning strategies: The association with the personality traits",2020,"personality trait"
"Towards skills-based curriculum analytics: Can we automate the recognition of prior learning?",2020,"semantic spac"
"A Bayesian model of individual differences and flexibility in inductive reasoning for categorization of examples",2020,"student model"
"Learning with background music: A field experiment",2020,"music information retriev"
"Characterizing and influencing students' tendency towrite self-explanations in online homework",2020,"randomized experi"
"Involving teachers in learning analytics design: Lessons learned from two case studies",2020,"teacher professional develop"
"Slow is good: The effect of diligence on student performance in the case of an adaptive learning system for health literacy",2020,"divers"
"Evaluating teachers' perceptions of students' questions organization",2020,"student's profil"
"Towards automatic content analysis of social presence in transcripts of online discussions",2020,"online discuss"
"Predicting student success in a blended learning environment",2020,"grade predict"
"Exploration of the robustness and generalizability of the additive factors model",2020,"student model"
"Smart dictionary for E-book reading analytics",2020,"learning analyt"
"Analytics of time management and learning strategies for effective online learning in blended environments",2020,"self-regulated learn"
"Trace data from student solutions to genetics problems reveals variance in the processes related to different course outcomes",2020,"problem solv"
"Supporting actionable intelligence: Reframing the analysis of observed study strategies",2020,"learning tactics and strategi"
"Analyzing the consistency in within-activity learning patterns in blended learning",2020,"time manag"
"Testing the reliability of inter-rater reliability",2020,"statistical analysi"
"What college students say, and what they do: Aligning self-regulated learning theory with behavioral logs",2020,"trace data"
"Combining analytic methods to unlock sequential and temporal patterns of self-regulated learning",2020,"process min"
"How patterns of students dashboard use are related to their achievement and self-regulatory engagement",2020,"student-facing dashboard"
"Focused or stuck together: Multimodal patterns reveal triads' performance in collaborative problem solving",2020,"multimodal learning analyt"
"Is faster better? a study of video playback speed",2020,"randomized controlled tri"
"Dialogue attributes that inform depth and quality of participation in course discussion forums",2020,"engag"
"Predicting student performance in interactive online question pools using mouse interaction features",2020,"student performance predict"
"Decoding the performance in an out-of-context problem during blocked practice",2020,"k-12 educ"
"Designing for serendipity in a university course recommendation system",2020,"neural network"
"How and how well do students reflect?: Multi-dimensional automated reflection assessment in health professions education",2020,"natural language process"
"The privacy paradox and its implications for learning analytics",2020,"privaci"
"Exploring the usage of thermal imaging for understanding video lecture designs and students' experiences",2020,"video lectur"
"Prediction of students' assessment readiness in online learning environments: The sequence matters",2020,"mooc"
"Using a cluster-based regime-switching dynamic model to understand embodied mathematical learning",2020,"multimodal learning analyt"
"Constructing and predicting school advice for academic achievement: A comparison of item response theory and machine learning techniques",2020,"machine learn"
"Technologies for automated analysis of co-located, real-life, physical learning spaces: Where are we now?",2019,"face-to-face classroom analysi"
"Different types of response-based feedback in mathematics: The case of textual and symbolic messages",2019,"response-based feedback"
"On multi-device use: Using technological modality profiles to explain differences in students' learning",2019,"multi-device us"
"DEBE feedback for large lecture classroom analytics",2019,"mobile appl"
"Differences in student trajectories via filtered time series analysis in an immersive virtual world",2019,"scientific inquiri"
"Topic development to support revision feedback",2019,"writing revis"
"Predicting student success in communication skills learning scenarios with virtual humans",2019,"virtual human"
"Modeling gender dynamics in intra and interpersonal interactions during online collaborative learning",2019,"interaction profil"
"Contextualizable learning analytics design: A generic model and writing analytics evaluations",2019,"learning design"
"Deep knowledge tracing and engagement with MOOCs",2019,"video interact"
"Read between the lines: An annotation tool for multimodal data for learning",2019,"sensor"
"Towards hybrid human-system regulation: Understanding children' SRL support needs in blended classrooms",2019,"self-regulated learn"
"Fairer but not fair enough on the equitability of knowledge tracing",2019,"model misspecif"
"Descriptive and predictive modeling of student achievement, satisfaction, and mental health for data-driven smart connected campus life service",2019,"mental health"
"The impact of student opt-out on educational predictive models",2019,"opt-in/opt-out"
"“I spent more time with that team”: Making spatial pedagogy visible using positioning sensors",2019,"mobility track"
"Introducing meaning to clicks: Towards traced-measures of self-efficacy and cognitive load",2019,"self-efficaci"
"Integrated closed-loop learning analytics scheme in a first year experience course",2019,"first year seminar"
"Would you? Could you? On a tablet? Analytics of children's ebook reading",2019,"fluenci"
"Measuring knowledge gaps in student responses by mining networked representations of texts",2019,"student respons"
"Effective feature learning with unsupervised learning for improving the predictive models in massive open online courses",2019,"learning behavior"
"Motivated information seeking and graph comprehension among college students",2019,"non-cognitive factor"
"Language as thought: Using natural language processing to model noncognitive traits that predict college success",2019,"n-gram"
"Utilizing learning analytics to map students' self-reported study strategies to click behaviors in STEM courses",2019,"stem educ"
"The validity and utility of activity logs as a measure of student engagement",2019,"web log"
"Analytics of learning strategies: Associations with academic performance and feedback",2019,"learning strategi"
"Are you talking to me? Multi-dimensional language analysis of explanations during reading",2019,"natural language process"
"Comparison of ranking and rating scales in online peer assessment: Simulation approach",2019,"rank"
"Using detailed access trajectories for learning behavior analysis",2019,"massive open online cours"
"Transfer learning using representation learning in massive open online courses",2019,"mooc"
"Counting clicks is not enough: Validating a theorized model of engagement in learning analytics",2019,"mooc"
"Student centred design of a learning analytics system",2019,"user centred design"
"Exploring the subtleties of agency and indirect control in digital learning games",2019,"self-regulated learn"
"Challenges on implementing learning analytics over countrywide K-12 data",2019,"learning analyt"
"A study on curriculum planning and its relationship with graduation GPA and time to degree",2019,"curriculum plan"
"Multichannel data for understanding cognitive affordances during complex problem solving",2019,"physiological data"
"Analysing discussion forum data: A replication study avoiding data contamination",2019,"replic"
"Can background music facilitate learning? Preliminary results on reading comprehension",2019,"meta cognit"
"Exploring learner engagement patterns in teach-outs",2019,"semantic similar"
"Investigating the usage patterns of algebra nation tutoring platform",2019,"online tutoring platform"
"User2Code2vec: Embeddings for profiling students based on distributional representations of source code",2019,"distributed represent"
"Where you are, not what you see: The impact of learning environment on mind wandering and material retention",2019,"online lectur"
"Exploring programming semantic analytics with deep learning models",2019,"semantic model"
"Refusing to try: Characterizing early stopout on student assignments",2019,"stopout"
"Learning analytics at the intersections of student trust, disclosure and benefit",2019,"privaci"
"The impact of an online tutoring program for algebra readiness on mathematics achievements; results of a randomized experiment",2019,"randomized control trial (rct)"
"Clustering analysis reveals authentic science inquiry trajectories among undergraduates",2019,"science practic"
"Towards value-sensitive learning analytics design",2019,"value sensitive design"
"Towards enabling feedback on rhetorical structure with neural sequence models",2019,"hierarch"
"An analysis of student representation, representative features and classification algorithms to predict degree dropout",2019,"student represent"
"Reliable deep grade prediction with uncertainty estimation",2019,"sequential model"
"Exploring students' sensemaking of learning analytics dashboards: Does frame of reference make a difference?",2019,"social comparison"
"Comprehension factor analysis: Modeling student's reading behaviour",2019,"student model"
"Knowledge Query Network for Knowledge Tracing: How Knowledge Interacts with Skills",2019,"intelligent tutoring system"
"Real-time power performance prediction in tour de france",2019,"recurrent neural network"
"Ranking the teams in european football leagues with agony",2019,"leagu"
"Predicting the receivers of football passes",2019,"learning to rank"
"Model trees for identifying exceptional players in the NHL and NBA drafts",2019,"national hockey leagu"
"Automatic classification of strike techniques using limb trajectory data",2019,"strike technique classif"
"A web crawling environment to support financial strategies and trend correlation: – extended abstract –",2019,"web crawl"
"Calibrating the mean-reversion parameter in the hull-white model using neural networks",2019,"neural network"
"A comparison of neural network methods for accurate sentiment analysis of stock market tweets",2019,"stock market"
"Privacy preserving client/vertical-servers classification",2019,"secure multi-party comput"
"ICIE 1.0: A novel tool for interactive contextual interaction explanations",2019,"feature interact"
"A multivariate and multi-step ahead machine learning approach to traditional and cryptocurrencies volatility forecasting",2019,"volatility forecast"
"Data-driven generation of rubric criteria from an educational programming environment",2018,"programming educ"
"Methodological foundations for the measurement of learning in learning analytics",2018,"valid"
"“I’ll do it!”: Examining the relationship between locus of control and math game retention for preschoolers",2018,"retent"
"Capitalisation of analysis processes: Enabling reproducibility, openness and adaptability thanks to narration",2018,"context"
"Driving data storytelling from learning design",2018,"visualis"
"Discovery and temporal analysis of latent study patterns in MOOC interaction sequences",2018,"learning analyt"
"PHS profiling students from their questions in a blended learning environment",2018,"student’s behavior"
"Conceptualizing Co-enrollment: Accounting for student experiences across the curriculum",2018,"survival analysi"
"Towards a data archiving solution for learning analytics",2018,"dimensional model"
"The pragmatic maxim as learning analytics research method",2018,"research method"
"Gaze insights into debugging behavior using learner-Centred analysis",2018,"learner-centred analysi"
"Embracing imperfection in learning analytics",2018,"perform"
"The half-Life of MOOC knowledge a randomized trial evaluating knowledge retention and retrieval practice in MOOCs",2018,"testing effect"
"Prospectively predicting 4-Year college graduation from student applications",2018,"national student clearinghous"
"Connecting decentralized learning records: A blockchain based learning analytics platform",2018,"learning management system"
"A multi-Dimensional analysis of writing flexibility in an automated writing evaluation system",2018,"revis"
"A generalized classifier to identify online learning tool disengagement at scale",2018,"learning tool disengag"
"Analytics-Enabled teaching as design: Reconceptualisation and call for research",2018,"institutional cultur"
"Towards a writing analytics framework for adult english language learners",2018,"write"
"A framework for developing metrics of youth engagement in informal learning environments",2018,"log analysi"
"Epistemic network analysis of students’ longer written assignments as formative/Summative evaluation",2018,"student assign"
"Multi-Institutional positioning test feedback dashboard for aspiring students lessons learnt from a case study in flanders",2018,"learning analyt"
"Correlating affect and behavior in reasoning mind with state test achievement",2018,"predict"
"Are MOOC forums changing?",2018,"trend"
"License to evaluate: Preparing learning analytics dashboards for educational practice",2018,"learning dashboard"
"Explaining learning performance using response-Time, self-Regulation and satisfaction from content: An fsQCA approach",2018,"satisfaction from cont"
"A qualitative evaluation of a learning dashboard to support advisor-Student dialogues",2018,"learning technolog"
