"Article","Year","Stem"
"Towards a general purpose anomaly detection method to identify cheaters in massive open online courses",2019,"learning analyt"
"Identifying profiles of collaborative problem solvers in an online electronics environment",2018,"discours"
"GritNet: Student performance prediction with deep learning",2018,"learning analyt"
"LeCore: A Framework for Modeling Learner’s preference",2018,"recommend"
"Predictive student modeling for interventions in online classes",2018,"feature select"
"Re-designing the structure of online courses to empower educational data mining",2018,"online instructional design"
"Studying affect dynamics and chronometry using sensor-free detectors",2018,"deep learn"
"Predicting individualized learner models across tutor lessons",2018,"individu"
"Contextual derivation of stable BKT parameters for analyzing content efficacy",2018,"content efficaci"
"Predicting learning by analyzing eye-gaze data of reading behavior",2018,"eye-gaze data analysi"
"Forgetting curves and testing effect in an adaptive learning and assessment system",2018,"knowledge space theori"
"Machine beats human at sequencing visuals for perceptual-fluency practice",2018,"implicit learn"
"What can we learn from college students’ network transactions? Constructing useful features for student success prediction",2018,"network act"
"Tracking behavioral patterns among students in an online educational system",2018,"student clust"
"Automated speech act categorization of chat utterances in virtual internships",2018,"neural network"
"Is the doer effect robust across multiple data sets?",2018,"learning by do"
"Mining MOOC lecture transcripts to construct concept dependency graphs",2018,"edge direct"
"A Comparison of Features for the Automatic Labeling of Student Answers to Open-ended Questions",2018,"entity uri"
"Quantyler: Apportioning credit for student forum participation",2018,"crowdsourc"
"Who they are and what they want: Understanding the reasons for MOOC enrollment",2018,"text min"
"Predicting student enrollment based on student and college characteristics",2018,"logistic regress"
"Exploring collaboration using motion sensors and multi-modal learning analytics",2018,"multi-modal learning analyt"
"Job description mining to understand work-integrated learning",2018,"text min"
"Predicting quitting in students playing a learning game",2018,"learning gam"
"Modeling math identity and math success through sentiment analysis and linguistic features",2018,"natural language processing (nlp)"
"Predicting student performance based on online study habits: A study of blended courses",2018,"mooc"
"Finding topics in enrollment data",2018,"higher educ"
"An open vocabulary approach for estimating teacher use of authentic questions in classroom discourse",2018,"open vocabulari"
"Improving stealth assessment in game-based learning with LSTM-based analytics",2018,"stealth assess"
"Impact of corpus size and dimensionality of LSA spaces from Wikipedia articles on autotutor answer evaluation",2018,"dimension"
"Understanding student procrastination via mixture models",2018,"poisson distribut"
"Intelligent instructional hand offs",2018,"developmental mathemat"
"Filtered time series analyses of student problem-solving behaviors in game-based learning",2018,"problem solv"
"A hybrid multi-criteria approach using a genetic algorithm for recommending courses to university students",2018,"genetic algorithm"
"Accurate measurement of lexical sophistication with reference to ESL learner data",2018,"english as a second languag"
"Using student logs to build Bayesian models of student knowledge and skills",2018,"error analysi"
"Using a common sense knowledge base to auto generate multi-dimensional vocabulary assessments",2018,"mcq gener"
"ELBA: Exceptional learning behavior analysis",2018,"mooc"
"Clustering the learning patterns of adults with low literacy skills interacting with an intelligent tutoring system",2018,"csal"
"Feature extraction for classifying students based on their academic performance",2018,"feature import"
"Mining user trajectories in electronic text books",2018,"spatio-temporal trajectori"
"Gender differences in undergraduate engineering applicants: A text mining approach",2018,"engin"
"Understanding learners’ opinion about participation certificates in online courses using topic modeling",2018,"text min"
"Constructing cognitive profiles for simulation-based hiring assessments",2018,"machine learn"
"Identifying user engagement patterns in an online video discussion platform",2018,"transition network"
"Who are they looking at? Automatic eye gaze following for classroom observation video analysis",2018,"deep neural network"
"Prediction of academic achievement based on digital campus",2018,"digital footprint"
"Analyzing the relative learning benefits of completing required activities and optional readings in online courses",2018,"“game the system” classifi"
"How many friends can you make in a week?: Evolving social relationships in MOOCs over time",2018,"mooc"
"Mining student misconceptions from pre- and post-test data",2018,"educational data min"
"Can textbook annotations serve as an early predictor of student learning?",2018,"student model"
"Modeling the effects of students’ interactions with immersive simulations using Markov switching systems",2018,"interpret"
"Does deep knowledge tracing model interactions among skills?",2018,"online educ"
"Identifying student communities in blended courses",2017,"graph data min"
"Riple: Recommendation in peer-learning environments based on knowledge gaps and interests",2017,"recommender system"
"Personalized feedback for open-response mathematical questions using long short-term memory networks",2017,"long short-term memory network"
"Online learning persistence and academic achievement",2017,"persist"
"On the prevalence of multiple-account cheating in massive open online learning",2017,"mooc"
"An LDA topic model and social network analysis of a school blogging platform",2017,"sna"
"Sequence modelling for analysing student interaction with educational systems",2017,"sequence model"
"Mining innovative augmented graph grammars for argument diagrams through novelty selection",2017,"evolutionary comput"
"Zone out no more: Mitigating mind wandering during computerized reading",2017,"mind wand"
"A prediction and early alert model using learning management system data and grounded in learning science theory",2017,"learning sci"
"An analysis of students’ questions in MOOCs forums",2017,"student quest"
"Grade prediction with temporal course-wise influence",2017,"next-term grade predict"
"The reading ability of college freshmen",2017,"naep"
"Identifying relationships between students’ questions type and their behavior",2017,"students’ behavior"
"Short-answer responses to STEM exercises: Measuring response validity and its impact on learning",2017,"machine learn"
"Development of a trajectory model for visualizing teacher ICT usage based on event segmentation data",2017,"teaching analyt"
"Untangling the program name versus the curriculum: An investigation of titles and curriculum content",2017,"higher educ"
"Using a single model trained across multiple experiments to improve the detection of treatment effects",2017,"meta-analysi"
"On the influence on learning of student compliance with prompts fostering self-regulated learning",2017,"hypermedia"
"Student use of inquiry simulations in middle school science",2017,"log data"
"Text analysis with LIWC and coh-metrix: Portraying MOOCs instructors",2017,"mooc"
"Behavior-based latent variable model for learner engagement",2017,"latent variable model"
"Understanding student’s reviewing and reflection behaviors using web-based programming grading assistant",2017,"reviewing behavior"
"A latent factor model for instructor content preference analysis",2017,"latent factor model"
"Developing Chinese automated essay scoring model to assess college students’ essay quality",2017,"nwfe classif"
"Intelligent composition of test papers based on MOOC learning data",2017,"machine learn"
"Data-mining textual responses to uncover misconception patterns",2017,"misconception detect"
"An offline evaluation method for individual treatment rules and how to find heterogeneous treatment effect",2017,"individual treatment rul"
"Causal forest vs. naïve causal forest in detecting personalization: An empirical study in ASSISTments",2017,"person"
"Predicting performance in a small private online course",2017,"spoc"
"Tracking online reading of college students",2017,"read"
"Modeling network dynamics of MOOC discussion interactions at scale",2017,"peer-supported learn"
"Teaching informal logical fallacy identification with a cognitive tutor",2017,"difficulty factors assess"
"Student use of scaffolded inquiry simulations in middle school science",2017,"log data"
"Making the grade: How learner engagement changes after passing a course",2017,"mooc"
"Automatic scoring method for descriptive test using recurrent neural network",2017,"lstm"
"Modeling dormitory occupancy using Markov chains",2017,"markov chain"
"Intelligent argument grading system for student-produced argument diagrams",2017,"automatic feedback"
"Towards automatic classification of learning objects: Reducing the number of used features",2017,"multi-label classif"
"Discovering skill prerequisite structure through Bayesian estimation and nested model comparison",2017,"nested model comparison"
"Learning to represent student knowledge on programming exercises using deep learning",2017,"machine learn"
"Modeling classifiers for virtual internships without participant data",2017,"neural network"
"Emerging patterns in student’s learning attributes through text mining",2017,"motiv"
"Predicting short- and long-term vocabulary learning via semantic features of partial word knowledge",2017,"semantic similar"
"A neural network approach to estimate student skill mastery in cognitive diagnostic assessments",2017,"prerequisite discoveri"
"Student learning strategies and behaviors to predict success in an online adaptive mathematics tutoring system",2017,"help-seek"
"Metacognitive prompt overdose: Positive and negative effects of prompts in iSTART",2017,"metacognit"
"Few hundred parameters outperform few hundred thousand?",2017,"deep knowledge trac"
"Using an additive factor model and performance factor analysis to assess learning gains in a tutoring system to help adults with reading difficulties",2017,"learning gain"
"An effective framework for automatically generating and ranking topics in MOOC videos",2017,"pagerank"
"Estimating individual treatment effect from educational studies with residual counterfactual networks",2017,"educational experi"
"Assessing computer literacy of adults with low literacy skills",2017,"gom"
"Combining machine learning and natural language processing to assess literary text comprehension",2017,"natural language process"
"Adaptive Sequential Recommendation for Discussion Forums on MOOCs using Context Trees",2017,"moocs forum recommend"
"Can typical behaviors identified in MOOCs be discovered in other courses?",2017,"x-means clust"
"Addressing student behavior and affect with empathy and growth mindset",2017,"growth mindset"
"Automated assessment for scientific explanations in on-line science inquiry",2017,"evid"
"Predicting student retention from behavior in an online orientation course",2017,"student retent"
"Using temporal association rule mining to predict dyadic rapport in peer tutoring",2017,"rapport"
"Assessing the dialogic properties of classroom discourse: Proportion models for imbalanced classes",2017,"imbalanced class"
"Inferring frequently asked questions from student question answering forums",2017,"frequently asked quest"
"Toward the automatic labeling of course questions for ensuring their alignment with learning outcomes",2017,"learning outcom"
"Exploring the relationship between student pre-knowledge and engagement in MOOCs using polytomous IRT",2017,"polytomous irt"
"Characterizing collaboration in the pair program tracing and debugging eye-tracking experiment: A preliminary analysis",2017,"eye-track"
"The misidentified identifiability problem of Bayesian knowledge tracing",2017,"semantic model degeneraci"
"Towards reliable and valid measurement of individualized student parameters",2017,"explanatory model"
"Task and timing: Separating procedural and tactical knowledge in student models",2017,"data-driven tutor"
"Gaze-based detection of mind wandering during lecture viewing",2017,"intelligent tutoring system"
"Convolutional neural network for automatic detection of sociomoral reasoning level",2017,"learner model"
"When and who at risk? Call back at these critical points",2017,"rnn"
"Linking language to math success in an on-line course",2017,"on-line learn"
"Adaptive assessment experiment in a harvardx MOOC",2017,"assess"
"Analysis of problem-solving behavior in open-ended scientific-discovery game challenges",2017,"visual"
"Studying MOOC completion at scale using the MOOC replication framework",2017,"morf"
"Efficient feature embeddings for student classification with variational auto-encoders",2017,"semi-supervised classif"
"Predicting prospective peer helpers to provide just-in-time help to users in question and answer forums",2017,"peer match"
"Clustering student sequential trajectories using dynamic time warping",2017,"dynamic time warp"
"Automatic peer tutor matching: Data-driven methods to enable new opportunities for help",2017,"learning analyt"
"Epistemic network analysis and topic modeling for chat data from collaborative learning environment",2017,"epistemic network analysi"
"Dropout Prediction in MOOCs using Learners’ Study Habits Features",2017,"study habit"
"Clustering students in assistments: Exploring system- and school-level traits to advance personalization",2017,"school level characterist"
"The antecedents of and associations with elective replay in an educational game: Is replay worth it?",2017,"serious game analyt"
"Modeling the zone of proximal development with a computational approach",2017,"student model"
"Identifying relevant user behavior, predicting learning, and persistence in an ITS-based afterschool program",2016,"help seek"
"Investigating gender differences on homework in middle school mathematics",2016,"online homework intervent"
"Modeling interactions across skills: A method to construct and compare models predicting the existence of skill relationships",2016,"prerequisite structur"
"A platform for integrating and analyzing data to evaluate the impacts of educational technologies",2016,"educational technolog"
"Designing interactive and personalized concept mapping learning environments",2016,"data min"
"An automated test of motor skills for job selection and feedback",2016,"motor skil"
"Studying assignment size and student performance using propensity score matching",2016,"item difficulti"
"Estimation of prerequisite skills model from large scale assessment data using semantic data mining",2016,"semantic data min"
"Meta-learning for predicting the best vote aggregation method: Case study in collaborative searching of LOs",2016,"meta-learn"
"Predicting performance on MOOC assessments using multi-regression models",2016,"personalized linear multi-regression model"
"Exploring the impact of data-driven tutoring methods on students’ demonstrative knowledge in logic problem solving",2016,"tutoring system"
"Validating game-based measures of implicit science learning",2016,"implicit science learn"
"Time series analysis of VLE activity data",2016,"moodl"
"Mining sequences of gameplay for embedded assessment in collaborative learning",2016,"game-based learn"
"Discovering ‘tough love’ interventions despite dropout",2016,"noncompli"
"Predicting off-task behaviors in an adaptive vocabulary learning system",2016,"intelligent tutoring system"
"Automatic gaze-based detection of mind wandering during narrative film comprehension",2016,"machine learn"
"Guiding students towards frequent high-utility paths in an ill-defined domain",2016,"recommend"
"Perfect scores indicate good students !? The case of one hundred percenters in a math learning system",2016,"learning analyt"
"A comparative analysis of techniques for predicting student performance",2016,"regress"
"Validating automated triggers and notifications @ scale in blackboard learn",2016,"learning management system"
"Predicting dialogue acts for intelligent virtual agents with multimodal student interaction data",2016,"multimod"
"Pattern mining uncovers social prompts of conceptual learning with physical and virtual representations",2016,"educational technolog"
"Towards modeling chunks in a knowledge tracing framework for students’ deep learning",2016,"complex skil"
"Examining the necessity of problem diagrams using MOOC AB experiments",2016,"problem diagram"
"Semantic features of math problems: Relationships to student learning and engagement",2016,"learn"
"A scalable learning analytics platform for automated writing feedback",2016,"natural language process"
"Toward automated support for teacher-facilitated formative feedback on student writing",2016,"problem-based writ"
"Quantifying how students use an online learning system: A focus on transitions and performance",2016,"transitional prob"
"Time Series Cross Section method for monitoring students’ page views of course materials and improving classroom teaching",2016,"page views student engag"
"Analysing and refining pilot training",2016,"competency-based train"
"Document segmentation for labeling with academic learning objectives",2016,"text segment"
"Applicability of educational data mining in Afghanistan: Opportunities and challenges",2016,"kankor"
"Patterns of usage from educational technology products across America",2016,"efficaci"
"A nonlinear state space model for identifying at-risk students in open online courses",2016,"open online courses, nonlinear state space model"
"Enabling people to harness and control EDM for lifelong, life-wide learning",2016,"learner model"
"An ensemble method to predict student performance in an online math learning environment",2016,"knowledge graph"
"Assessing student-generated design justifications in engineering virtual internships",2016,"machine learn"
"How to model implicit knowledge? Similarity learning methods to assess perceptions of visual representations",2016,"perceptual knowledg"
"Preliminary results on dialogue act classification in chat-based online tutorial dialogues",2016,"intelligent tutoring system"
"Effect of student ability and question difficulty on duration",2016,"item difficulti"
"Individualizing Bayesian knowledge tracing. Are skill parameters more important than student parameters?",2016,"skill vs. student parameter"
"Towards integrating human and automated tutoring systems",2016,"intelligent tutoring system"
"How quickly can wheel spinning be detected?",2016,"neural network"
"Browsing-pattern mining from e-book logs with non-negative matrix factorization",2016,"pattern min"
"Seeking programming-related information from large scaled discussion forums, help or harm?",2016,"information seek"
"Extracting measures of active learning and student self-regulated learning strategies from MOOC data",2016,"self-regulated learn"
"Modeling visitor behavior in a game-based engineering museum exhibit with hidden Markov models",2016,"museum"
"MATHia X: The next generation cognitive tutor",2016,"mastery learn"
"Study on automatic scoring of descriptive type tests using text similarity calculations",2016,"doc2vec"
"Execution traces as a powerful data representation for intelligent tutoring systems for programming",2016,"execution trac"
"Classifying behavior to elucidate elegant problem solving in an educational game",2016,"problem solv"
"LIVELINET: A multimodal deep recurrent neural network to predict liveliness in educational videos",2016,"engag"
"Measuring gameplay affordances of user-generated content in an educational game",2016,"learning analyt"
"A data-driven framework of modeling skill combinations for deeper knowledge tracing",2016,"composition effect"
"Semi-automatic detection of teacher questions from human-transcripts of audio in live classrooms",2016,"natural language process"
"Exploring learning management system interaction data: Combining Data-driven and Theory-driven Approaches",2016,"learning management system"
"Redefining “what” in analyses of who does what in MOOCs",2016,"mooc"
"A coupled user clustering algorithm for web-based learning systems",2016,"user clust"
"Understanding engagement in MOOCs",2016,"mooc"
"Can word probabilities from LDA be simply added up to represent documents?",2016,"lda"
"Toward revision-sensitive feedback in automated writing evaluation",2016,"intelligent tutoring system"
"Predicting STEM achievement with learning management system data: Prediction modeling and a test of an early warning system",2016,"learning theori"
"Back to the basics: Bayesian extensions of IRT outperform neural networks for proficiency estimation",2016,"item response theori"
"Adding eye-tracking AOI data to models of representation skills does not improve prediction accuracy",2016,"intelligent tutoring system"
"Investigating swarm intelligence for performance prediction∗",2016,"social learn"
"Student Emotion, Co-occurrence, and Dropout in a MOOC Context",2016,"mooc"
"Riding an emotional roller-coaster: A multimodal study of young child’s math problem solving activities ∗",2016,"math problem solv"
"Mining behaviours of students in autograding submission system logs",2016,"clustering student behaviour"
"Acting the same differently: A cross-course comparison of user behavior in MOOCs",2016,"nmf"
"Modeling the influence of format and depth during effortful retrieval practice",2016,"difficulti"
"Tensor factorization for student modeling and performance prediction in unstructured domain",2016,"student model"
"Predicting student progress from peer-assessment data",2016,"progress predict"
"Student usage predicts treatment effect heterogeneity in the cognitive tutor algebra I program",2016,"intelligent tutor"
"How to judge learning on online learning minimum learning judgment system",2016,"flipped learn"
"Semi-Markov model for simulating MOOC students",2016,"generative model"
"Does a peer recommender foster students’ engagement in MOOCs?",2016,"recommender system"
"On generalizability of MOOC models",2016,"massive open online cours"
"Going deeper with deep knowledge tracing",2016,"knowledge trac"
"Calibrated self-assessment",2016,"self-grad"
"Closing the loop with quantitative cognitive task analysis",2016,"cognitive task analysi"
"Unnatural feature engineering: Evolving augmented graph grammars for argument diagrams",2016,"evolutionary comput"
"Course enrollment recommender system",2016,"student perform"
"The affective impact of tutor questions: Predicting frustration and engagement",2016,"facial express"
"Robust predictive models on MOOCs: Transferring knowledge across courses",2016,"mooc"
"Joint discovery of skill prerequisite graphs and student models",2016,"student model"
"Collaborative Problem Solving Skills versus Collaboration Outcomes: Findings from statistical analysis and data mining",2016,"simulation-based assess"
"{ENTER}ing the time series {SPACE}: Uncovering the writing process through keystroke analyses",2016,"keystrok"
"Hierarchical cluster analysis heatmaps and pattern analysis: An approach for visualizing learning management system interaction data",2016,"learning management system"
"Stimulating collaborative activity in online social learning environments with Markov decision processes",2016,"mooc"
"Automatic assessment of constructed response data in a chemistry tutor",2016,"on-line tutor"
"How good is popularity? Summary grading in crowdsourcing",2016,"liwc"
"Beyond log files: Using multi-modal data streams towards data-driven KC model improvement",2016,"multi-modal data analyt"
"Investigating difficult topics in a data structures course using item response theory and logged data analysis",2016,"data structur"
"The eyes have it: Gaze-based Detection of Mind Wandering during Learning with an Intelligent Tutoring System",2016,"intelligent tutoring system"
"Gauging MOOC learners’ adherence to the designed learning path",2016,"visual"
"Hint availability slows completion times in summer work",2016,"hint"
"Topic-wise classification of MOOC discussions: A visual analytics approach",2016,"mooc"
"Modelling the way: Using action sequence archetypes to differentiate learning pathways from learning outcomes",2016,"sequential pattern min"
"Choosing versus Receiving Feedback: The impact of feedback valence on learning in an assessment game",2016,"feedback val"
"Temporally coherent clustering of student data",2016,"markov chain"
"Predicting post-test performance from online student behavior: A high school MOOC case study",2016,"student learn"
"Analysing engineering expertise of high school students using eye tracking and multimodal learning analytics",2013,"game"
"Unsupervised classification of student dialogue acts with query-likelihood clustering",2013,"unsupervised machine learn"
"Using students’ programming behavior to predict success in an introductory mathematics course",2013,"programming behavior"
"Investigating the effects of off-task personalization on in-system performance and attitudes within a game-based environment",2013,"off-task behavior"
"A tool for speech act classification using interactive machine learning",2013,"speech act classifi"
"Affective state detection in educational systems through mining multimodal data sources",2013,"educational data min"
"Are you committed? Investigating interactions among reading commitment, natural language input, and students' learning outcomes",2013,"natural language process"
"Investigating the efficacy of algorithmic student modelling in predicting students at risk of failing in tertiary education.",2013,"motiv"
"Semilar: A semantic similarity toolkit for assessing students’ natural language inputs",2013,"natural language student input"
"Using multi-level models to assess data from an intelligent tutoring system",2013,"write"
"Tag-aware ordinal sparse factor analysis for learning and content analytics",2013,"matrix factor"
"Discovering student models with a clustering algorithm using problem content",2013,"student model"
"A comparison of model selection metrics in datashop",2013,"cross-valid"
"Degeneracy in student modeling with dynamic Bayesian networks in intelligent edu-games",2013,"model degeneraci"
"Project CASSI: A social-graph based tool for classroom behavior analysis and optimization",2013,"implicit social graph"
"A Moodle block for selecting, visualizing and mining students' usage data",2013,"moodle block"
"Using item response theory to refine knowledge tracing",2013,"knowledge trac"
"Investigating the solution space of an open-ended educational game using conceptual feature extraction",2013,"educational gam"
"Component model in discourse analysis",2013,"liwc"
"A prediction model uses the sequence of attempts and hints to better predict knowledge: Better to attempt the problem first, rather than ask for a hint",2013,"sequence of action model"
"Gathering emotional data from multiple sources",2013,"emotion detect"
"Meta-reasoning algorithm for improving analysis of student interactions with learning objects using supervised learning",2013,"meta-reason"
"Detecting player goals from game log files",2013,"game"
"Analyzing the Mental Health of Engineering Students using Classification and Regression",2013,"rule min"
"Do students really learn an equal amount independent of whether they get an item correct or wrong?",2013,"learn from perform"
"The complex dynamics of aggregate learning curves",2013,"heterogeneous learner popul"
"Hints: You can’t have just one",2013,"item response theori"
"FlexCCT: Software for continuous CCT",2013,"maximum likelihood"
"Determining problem selection for a logic proof tutor",2013,"logic proof"
"Incorporating scaffolding and tutor context into Bayesian knowledge tracing to predict inquiry skill acquisition",2013,"educational data min"
"Modeling and optimizing forgetting and spacing effects during musical interval training",2013,"interleav"
"Evaluating topic-word review analysis for understanding student peer review performance",2013,"topic model"
"Modeling affect in student-driven learning scenarios",2013,"student-driven learn"
"Estimating student knowledge from paired interaction data",2013,"supervised learn"
"Modeling student retention in an environment with delayed testing",2013,"intelligent tutoring system"
"Exploring the relationship between course structure and etext usage in blended and open online courses",2013,"mooc"
"Using ITS generated data to predict standardized test scores",2013,"homework"
"Discovering the relationship between student effort and ability for predicting the performance of technology-assisted learning in a mathematics after-school program",2013,"effort"
"Students’ walk through tutoring: Using a random walk analysis to profile students",2013,"random walk analysi"
"Paragraph specific n-gram approaches to automatically assessing essay quality",2013,"corpus linguist"
"Predicting future learning better using quantitative analysis of moment-by-moment learning",2013,"student model"
"Predicting college enrollment from student interaction with an intelligent tutoring system in middle school",2013,"educational data min"
"Optimal and worst-case performance of mastery learning assessment with Bayesian knowledge tracing",2013,"knowledge trac"
"BOTS: Harnessing player data and player effort to create and evaluate levels in a serious game",2013,"player engag"
"Automatically recognizing facial expression: Predicting engagement and frustration",2013,"engag"
"Predicting standardized test scores from cognitive tutor interactions",2013,"mathemat"
"Students activity visualization tool",2013,"k-mean"
"Toward predicting test score gains with online behavior data of teachers",2013,"online user behavior"
"What and when do students learn? Fully data-driven joint estimation of cognitive and student models",2013,"knowledge trac"
"Demonstration of a Moodle student monitoring web application",2013,"monitor"
"A dynamic group composition method to refine collaborative learning group formation",2013,"educational data min"
"Limits to accuracy: How well can we do at student modeling?",2013,"limits to accuraci"
"An investigation of psychometric measures for modelling academic performance in tertiary education",2013,"educational data min"
"Automatic gaze-based detection of mind wandering during reading",2013,"eye gaz"
"Helping students manage personalized learning scenarios",2013,"self-regulated learn"
"Test-size reduction for concept estimation",2013,"maximum likelihood estim"
"Mining social deliberation in online communication: If you were me and I were you",2013,"collaborative learn"
"Bringing student backgrounds online: MOOC user demographics, site usage, and online learning",2013,"regress"
"Exploring exploration: Inquiries into exploration behavior in complex problem solving assessment",2013,"theory driven data min"
"Reading into the text: Investigating the influence of text complexity on cognitive engagement",2013,"read"
"Data preprocessing using a priori knowledge",2013,"preservice teach"
"Data mining in the classroom: Discovering groups’ strategies at a multi-tabletop environment",2013,"interactive tabletop"
"Analysis of students clustering results based on Moodle log data",2013,"moodl"
"Sequences of frustration and confusion, and learning",2013,"affect sequ"
"Adapting Bayesian knowledge tracing to a massive open online course in edX",2013,"mooc"
"Extending the assistance model: Analyzing the use of assistance over time",2013,"educational data min"
"Predicting group programming project performance using SVN activity traces",2013,"entropy analysi"
"Does representational understanding enhance fluency – Or vice versa? Searching for mediation models",2013,"multiple represent"
"Identifying and visualizing the similarities between course content at a learning object, module and program level",2013,"similarity detect"
"Visual exploration of interactions and performance with LEMO",2013,"perform"
"DARE: Deep Anaphora Resolution in dialogue based intelligent tutoring systems",2013,"tutoring system"
"Determining review coverage by extracting topic sentences using a graph-based clustering approach",2013,"review coverag"
"Educational data mining: Illuminating student learning pathways in an online fraction game",2013,"fraction"
"Mining temporally-interesting learning behavior patterns",2013,"learning behavior"
"Mining users’ behaviors in intelligent educational games prime climb a case study",2013,"intelligent educational gam"
"A meta-learning approach for recommending a subset of white-box classification algorithms for Moodle datasets",2013,"predicting student perform"
"Students' use of support functions in DBAs: Analysis of NAEP grade 8 mathematics process data",2019,"support funct"
"A methodology for student video interaction patterns analysis and classification",2019,"student trac"
"Evaluating fairness and generalizability in models predicting on-time graduation from college applications",2019,"fair"
"Predicting student academic outcomes in UK secondary phase education: An architecture for machine learning and user interaction",2019,"machine learn"
"Academic performance estimation with attention-based graph convolutional networks",2019,"graph convolutional network"
"Generalizability of sensor-free affect detection models in a longitudinal dataset of tens of thousands of students",2019,"online learn"
"A comparison of automated scale short form selection strategies",2019,"metaheuristic algorithm"
"Studying factors influencing the prediction of student STEM and non-STEM career choice",2019,"feature select"
"Detecting creativity in an open ended geometry environment",2019,"geometri"
"It's a match! Reciprocal recommender system for graduating students and jobs",2019,"reciprocal recommender system"
"Identifying collaborative learning states using unsupervised machine learning on eye-tracking, physiological and motion sensor data",2019,"physiological sens"
"Machine-learned or expert-engineered features? Exploring feature engineering methods in detectors of student behavior and affect",2019,"student affect"
"Machine learning based decision support system for categorizing MOOC discussion forum posts",2019,"mooc discussion forum"
"Towards the prediction of semantic complexity based on concept graphs",2019,"machine learn"
"Validating the myth of average through evidences",2019,"individu"
"Sparse neural attentive knowledge-based models for grade prediction",2019,"neural network"
"Learning feature analysis for quality improvement of web-based teaching materials using mouse cursor tracking",2019,"quality improv"
"Hello? Who is posting, who is answering, and who is succeeding in Massive Open Online Courses",2019,"morf"
"Shedding light on the automated essay scoring process",2019,"natural language process"
"Design and evaluation of a semantic indicator for automatically supporting programming learning",2019,"programming learn"
"ATC framework: A fully automatic cognitive tracing model for student and educational contents",2019,"student model"
"Augmenting transcripts with natural language processing and multimodal data",2019,"natural language process"
"Automatic identification of questions in MOOC forums and association with self-regulated learning",2019,"self-regul"
"EDM & games: Leveling up engaged learning with data-rich analytics",2019,"multimodal analyt"
"Predicting the quality of collaborative problem solving through linguistic analysis of discourse",2019,"multimodal learning analyt"
"Design of an elective course recommendation system for university environment",2019,"learning analyt"
"Tutorbot corpus: Evidence of human-agent verbal alignment in second language learner dialogues",2019,"chatbot"
"A novel use of educational data mining to inform effective management of academic programs",2019,"educational data min"
"Predictors of student satisfaction: A large-scale study of human-human online tutorial dialogues",2019,"student satisfact"
"A better cold-start for early prediction of student at-risk status in new school districts",2019,"machine learn"
"Content-based course recommender system for liberal arts education",2019,"topic model"
"Identifying bias and underlying knowledge structures in Brazilian National exam of students performance",2019,"higher educ"
"Affective state prediction in a mobile setting using wearable biometric sensors and stylus",2019,"stylus"
"Utterance-level modeling of indicators of engaging classroom discourse",2019,"natural language process"
"Staying in the zone: Sequencing content in classrooms based on the zone of proximal development",2019,"zone of proximal develop"
"A human-machine hybrid peer grading framework for SPOCs",2019,"peer grad"
"Collaborative problem-solving process in a science serious game: Exploring group action similarity trajectory",2019,"learning process"
"Identifying critical pedagogical decisions through adversarial deep reinforcement learning",2019,"reinforcement learn"
"Modeling student performance and disengagement using decomposition of response time data",2019,"student model"
"Measuring item teaching value in an online learning environment",2019,"data min"
"Tutorial proposal: Designing and developing open, pedagogically-based predictive models using the moodle analytics API",2019,"open system"
"Sharing and reusing data and analytic methods with LearnSphere",2019,"learning metr"
"Implicit and explicit emotions in MOOCs",2019,"survey"
"Grading emails and generating feedback",2019,"semi-structured text analysi"
"Incorporating prior practice difficulty into performance factors analysis to model Mandarin tone learning",2019,"performance factors analysi"
"A comparative analysis of emotional words for learning effectiveness in online education",2019,"video lectur"
"Characterising students' writing processes using temporal keystroke analysis",2019,"writing process"
"Investigating writing style development in high school",2019,"writing style analysi"
"Supporting minority student success by using machine learning to identify at-risk students",2019,"minority student retent"
"Exploring the link between motivations and gaming",2019,"motiv"
"Visualization and clustering of learner pathways in an interactive online learning environment",2019,"partitioning around medoid"
"A generalizable performance evaluation model of driving games via risk-weighted trajectories",2019,"regress"
"Collaboration analysis using object detection",2019,"object detect"
"Design and deployment of a better university course search: Inferring latent",2019,"inferred keyword"
"Kappa learning: A new item-similarity method for clustering educational items from response data",2019,"similarity measur"
"Using a glicko-based algorithm to measure in-course learning",2019,"student model"
"Exploring neural network models for the classification of students in highly interactive environments",2019,"recurrent neural network"
"Exploring stealth assessment via deep learning in an open-ended virtual environment",2019,"recurrent neural network"
"Detecting suggestions in peer assessments",2019,"text analyt"
"Towards discovering problem similarity through deep learning: Combining problem features and user behavior",2019,"item similar"
"A self-attentive model for knowledge tracing",2019,"sequential recommend"
"Smart learning object recommendations based on time-dependent learning need models",2019,"user model"
"Investigating effects of considering mobile and desktop learning data on predictive power of learning management system (LMS) features on student success",2019,"mobile learn"
"The influence of school demographics on the relationship between students' help-seeking behavior and performance and motivational measures",2019,"math learn"
"Detecting wheel-spinning and productive persistence in educational games",2019,"predictive model"
"Student knowledge diagnosis on response data via the model of sparse factor learning",2019,"student group"
"Categorizing students' questions using an ensemble hybrid approach",2019,"question categor"
"Hybrid deep neural networks to predict socio-moral reasoning skills",2019,"learner model"
"DAS3H: Modeling student learning and forgetting for optimally scheduling distributed practice of skills",2019,"optimal schedul"
"Do learners know what's good for them? Crowdsourcing subjective ratings of OERs to predict learning gains",2019,"treatment effect estim"
