"Article","Year","Author","Stem"
"Detecting learning in noisy data: The case of oral reading fluency",2020,"Lockwood, J.","children's read"
"Analytics of learning strategies: The association with the personality traits",2020,"Jovanović, J.","learning analyt"
"Towards skills-based curriculum analytics: Can we automate the recognition of prior learning?",2020,"Gromov, A.","lifelong learn"
"A Bayesian model of individual differences and flexibility in inductive reasoning for categorization of examples",2020,"Dillenbourg, P.","inductive reason"
"Exploring exam strategies of successful first year engineering students",2020,"Vaclavek, J.","markov chain"
"Learning with background music: A field experiment",2020,"Que, Y.","learning engag"
"Characterizing and influencing students' tendency towrite self-explanations in online homework",2020,"Williams, J.J.","online homework"
"Involving teachers in learning analytics design: Lessons learned from two case studies",2020,"Hernández-Leo, D.","co-design"
"Slow is good: The effect of diligence on student performance in the case of an adaptive learning system for health literacy",2020,"Kowald, D.","cluster"
"Evaluating teachers' perceptions of students' questions organization",2020,"Luengo, V.","question organ"
"Towards automatic content analysis of social presence in transcripts of online discussions",2020,"Mello, R.F.","content analyt"
"Predicting student success in a blended learning environment",2020,"Deeva, G.","e-learn"
"Exploration of the robustness and generalizability of the additive factors model",2020,"Cechák, J.","knowledge compon"
"Complementing educational recommender systems with open learner models",2020,"Sadiq, S.","open learner model"
"Smart dictionary for E-book reading analytics",2020,"Chen, M.-R.A.","e-book"
"Analytics of time management and learning strategies for effective online learning in blended environments",2020,"Jovanovic, J.","learning analyt"
"Trace data from student solutions to genetics problems reveals variance in the processes related to different course outcomes",2020,"Brusman, L.","genet"
"Supporting actionable intelligence: Reframing the analysis of observed study strategies",2020,"Joksimovic, S.","learner behaviour"
"Analyzing the consistency in within-activity learning patterns in blended learning",2020,"Gaševic, D.","regular"
"Design of a curriculum analytics tool to support continuous improvement processes in higher education",2020,"Miranda, C.","higher educ"
"Testing the reliability of inter-rater reliability",2020,"Wang, J.","interrater reli"
"What college students say, and what they do: Aligning self-regulated learning theory with behavioral logs",2020,"Israel, J.","self-regulated learn"
"Combining analytic methods to unlock sequential and temporal patterns of self-regulated learning",2020,"Matcha, W.","learning analyt"
"How patterns of students dashboard use are related to their achievement and self-regulatory engagement",2020,"Hatala, M.","self-regulated learn"
"Focused or stuck together: Multimodal patterns reveal triads' performance in collaborative problem solving",2020,"Stewart, A.","cscw"
"Is faster better? a study of video playback speed",2020,"Mirzaei, K.","mooc"
"Dialogue attributes that inform depth and quality of participation in course discussion forums",2020,"Gaševic, D.","community of inquiri"
"Predicting student performance in interactive online question pools using mouse interaction features",2020,"Xia, M.","mouse movement trajectori"
"The automated grading of student open responses in mathematics",2020,"McAteer, S.","natural language process"
"The privacy paradox and its implications for learning analytics",2020,"Gašević, D.","higher educ"
"Exploring the usage of thermal imaging for understanding video lecture designs and students' experiences",2020,"Lodge, J.M.","instructional design"
"Prediction of students' assessment readiness in online learning environments: The sequence matters",2020,"Kennedy, G.","learning analyt"
"Using a cluster-based regime-switching dynamic model to understand embodied mathematical learning",2020,"Alberto, R.","embodied cognit"
"Assessment that matters: Balancing reliability and learner-centered pedagogy in MOOC assessment",2020,"Berg, A.","learning analyt"
"Constructing and predicting school advice for academic achievement: A comparison of item response theory and machine learning techniques",2020,"Krempl, G.","explainable ai"
"Technologies for automated analysis of co-located, real-life, physical learning spaces: Where are we now?",2019,"Tan, S.C.","educational data min"
"On multi-device use: Using technological modality profiles to explain differences in students' learning",2019,"Gašević, D.","learning analyt"
"The timeliness deviation: A novel approach to evaluate educational recommender systems for closed-courses",2019,"Arbanowski, S.","time-dependent evaluation framework"
"Cross-platform analytics: A step towards personalization and adaptation in education",2019,"Giannakos, M.","learning analyt"
"Topic development to support revision feedback",2019,"Winne, P.H.","topic model"
"Validating the use of LMS-derived rubric structural features to facilitate automated measurement of rubric quality",2019,"Fikes, T.G.","string distance metr"
"Predicting student success in communication skills learning scenarios with virtual humans",2019,"James, M.T.","doctor-patient commun"
"Modeling gender dynamics in intra and interpersonal interactions during online collaborative learning",2019,"Godfrey, A.","communication behavior"
"Contextualizable learning analytics design: A generic model and writing analytics evaluations",2019,"Shum, S.B.","conceptual model"
"Deep knowledge tracing and engagement with MOOCs",2019,"Lang, D.","mooc"
"Read between the lines: An annotation tool for multimodal data for learning",2019,"Klemke, R.","learning analyt"
"Towards hybrid human-system regulation: Understanding children' SRL support needs in blended classrooms",2019,"Baker, R.S.","blended classroom"
"Descriptive and predictive modeling of student achievement, satisfaction, and mental health for data-driven smart connected campus life service",2019,"Yun, S.B.","descriptive model"
"Affect sequences and learning in Betty's brain",2019,"Ocumpaugh, J.","affect dynam"
"The impact of student opt-out on educational predictive models",2019,"Schaub, F.","ensembl"
"Introducing meaning to clicks: Towards traced-measures of self-efficacy and cognitive load",2019,"Gašević, D.","learning analyt"
"Integrated closed-loop learning analytics scheme in a first year experience course",2019,"Anggara, T.","at-risk stud"
"Would you? Could you? On a tablet? Analytics of children's ebook reading",2019,"Madnani, N.","children's read"
"Effective feature learning with unsupervised learning for improving the predictive models in massive open online courses",2019,"Yang, K.","dimensionality reduct"
"Language as thought: Using natural language processing to model noncognitive traits that predict college success",2019,"Quirk, A.","common app"
"Beyond A/B testing: Sequential randomization for developing interventions in scaled digital learning environments",2019,"Brooks, C.","mooc"
"Utilizing learning analytics to map students' self-reported study strategies to click behaviors in STEM courses",2019,"Yu, R.","learning analyt"
"The validity and utility of activity logs as a measure of student engagement",2019,"Schroeder, N.","student engag"
"Social comparison in MOOCs: Perceived SES, opinion, and message formality",2019,"Dowell, N.","peer feedback"
"Analytics of learning strategies: Associations with academic performance and feedback",2019,"Uzir, N.A.","feedback"
"Are you talking to me? Multi-dimensional language analysis of explanations during reading",2019,"Mills, C.","corpus linguist"
"Comparison of ranking and rating scales in online peer assessment: Simulation approach",2019,"Waters, A.E.","peer evalu"
"Using detailed access trajectories for learning behavior analysis",2019,"Law, N.","learning pattern"
"Transfer learning using representation learning in massive open online courses",2019,"Wang, Y.","dimensionality reduct"
"Counting clicks is not enough: Validating a theorized model of engagement in learning analytics",2019,"Alexander","factor analysi"
"Student centred design of a learning analytics system",2019,"Briggs, C.","learning analyt"
"DiAD: Domain adaptation for learning at scale",2019,"Chaturvedi, S.","domain adapt"
"Exploring the subtleties of agency and indirect control in digital learning games",2019,"McLaren, B.M.","digital learning gam"
"Challenges on implementing learning analytics over countrywide K-12 data",2019,"Cechinel, C.","early warning system"
"Multichannel data for understanding cognitive affordances during complex problem solving",2019,"Vanneste, P.","complex problem solv"
"Analysing discussion forum data: A replication study avoiding data contamination",2019,"Gašević, D.","community of inquiri"
"Can background music facilitate learning? Preliminary results on reading comprehension",2019,"Kong, R.","background mus"
"Exploring learner engagement patterns in teach-outs",2019,"Dowell, N.","mooc"
"Predicting the well-functioning of learning groups under privacy restrictions",2019,"Ulrich Hoppe, H.","online cours"
"Investigating the usage patterns of algebra nation tutoring platform",2019,"George, C.P.","math educ"
"User2Code2vec: Embeddings for profiling students based on distributional representations of source code",2019,"Arora, P.","code2vec"
"Evaluating the fairness of predictive student models through slicing analysis",2019,"Baker, R.","machine learn"
"Where you are, not what you see: The impact of learning environment on mind wandering and material retention",2019,"Kingstone, A.","memori"
"Refusing to try: Characterizing early stopout on student assignments",2019,"Varatharaj, A.","persist"
"Learning analytics at the intersections of student trust, disclosure and benefit",2019,"Khalil, M.","informed cons"
"The impact of an online tutoring program for algebra readiness on mathematics achievements; results of a randomized experiment",2019,"George, C.P.","math educ"
"Clustering analysis reveals authentic science inquiry trajectories among undergraduates",2019,"Mostowfi, M.","cluster"
"Towards enabling feedback on rhetorical structure with neural sequence models",2019,"Rosé, C.","bidirectional lstm"
"Increasing the impact of learning analytics",2019,"Poquet, O.","epistemic network analysi"
"An analysis of student representation, representative features and classification algorithms to predict degree dropout",2019,"Marino, O.","dropout predict"
"Exploring students' sensemaking of learning analytics dashboards: Does frame of reference make a difference?",2019,"Dawson, S.","learning dashboard"
"Comprehension factor analysis: Modeling student's reading behaviour",2019,"Koedinger, K.","mooc"
"Player pairs valuation in ice hockey",2019,"Lambrix, P.","player valu"
"Football pass prediction using player locations",2019,"Chun-Wei Lin, J.","pass predict"
"Ranking the teams in european football leagues with agony",2019,"Budhathoki, K.","footbal"
"Model trees for identifying exceptional players in the NHL and NBA drafts",2019,"Li, C.","m5 regression tre"
"Automatic classification of strike techniques using limb trajectory data",2019,"Warmerdam, E.","limb trajectory analysi"
"Player valuation in European football",2019,"Carlsson, N.","player valu"
"A web crawling environment to support financial strategies and trend correlation: – extended abstract –",2019,"Ambrosino, F.","machine learn"
"Calibrating the mean-reversion parameter in the hull-white model using neural networks",2019,"Kandhai, D.","hull-white model"
"Deep factor model: Explaining deep learning decisions for forecasting stock returns with layer-wise relevance propagation",2019,"Aoshima, T.","deep learn"
"Exploring students eating habits through individual profiling and clustering analysis",2019,"Guidotti, R.","food analyt"
"A comparison of neural network methods for accurate sentiment analysis of stock market tweets",2019,"Peddi, T.","sentiment analysi"
"Privacy preserving client/vertical-servers classification",2019,"Kramer, S.","private evalu"
"ICIE 1.0: A novel tool for interactive contextual interaction explanations",2019,"van Ipenburg, W.","explan"
"A multivariate and multi-step ahead machine learning approach to traditional and cryptocurrencies volatility forecasting",2019,"Hattab, D.","multi-step ahead forecast"
"A differential privacy workflow for inference of parameters in the rasch model",2019,"Hansen, L.K.","rasch model"
"Data-driven generation of rubric criteria from an educational programming environment",2018,"Stamper, J.","computer science educ"
"“I’ll do it!”: Examining the relationship between locus of control and math game retention for preschoolers",2018,"Rho, J.","online math gam"
"Capitalisation of analysis processes: Enabling reproducibility, openness and adaptability thanks to narration",2018,"Luengo, V.","analysis processes of learning trac"
"Driving data storytelling from learning design",2018,"Granda, R.","data storytel"
"PHS profiling students from their questions in a blended learning environment",2018,"Luengo, V.","cluster"
"Conceptualizing Co-enrollment: Accounting for student experiences across the curriculum",2018,"Teasley, S.D.","early warning system"
"An application of participatory action research in advising-Focused learning analytics",2018,"Bumbalough, M.","intervention evalu"
"Gaze insights into debugging behavior using learner-Centred analysis",2018,"Giannakos, M.","debug"
"Embracing imperfection in learning analytics",2018,"Gibson, A.","hidden assumpt"
"The half-Life of MOOC knowledge a randomized trial evaluating knowledge retention and retrieval practice in MOOCs",2018,"Hauff, C.","knowledge retent"
"Prospectively predicting 4-Year college graduation from student applications",2018,"Kamentz, D.","college success"
"Connecting decentralized learning records: A blockchain based learning analytics platform",2018,"Ogata, H.","learning analyt"
"A multi-Dimensional analysis of writing flexibility in an automated writing evaluation system",2018,"McNamara, D.S.","flexibl"
"A generalized classifier to identify online learning tool disengagement at scale",2018,"Burns, S.","economic educ"
"Analytics-Enabled teaching as design: Reconceptualisation and call for research",2018,"Knight, S.","design cognit"
"A framework for developing metrics of youth engagement in informal learning environments",2018,"Hamid, T.","informal learn"
"Epistemic network analysis of students’ longer written assignments as formative/Summative evaluation",2018,"Eagan, B.","format"
"Multi-Institutional positioning test feedback dashboard for aspiring students lessons learnt from a case study in flanders",2018,"Langie, G.","feedback"
"The complexities of developing a personal code of ethics for learning analytics practitioners implications for institutions and the field",2018,"Slade, S.","professional respons"
"Correlating affect and behavior in reasoning mind with state test achievement",2018,"Baker, R.S.","high-stakes test"
"Are MOOC forums changing?",2018,"Brooks, C.","mooc"
"License to evaluate: Preparing learning analytics dashboards for educational practice",2018,"Specht, M.","evalu"
"Explaining learning performance using response-Time, self-Regulation and satisfaction from content: An fsQCA approach",2018,"Pappas, I.O.","fuzzy set qualitative comparative analysi"
"A qualitative evaluation of a learning dashboard to support advisor-Student dialogues",2018,"Charleer, S.","insight"
"A diagnostic tool for competency-Based program engineering",2018,"Belacel, N.","competency based educ"
"The influence of students’ cognitive and motivational characteristics on students’ use of a 4C/ID-based online learning environment and their learning gain",2018,"Depaepe, F.","instructional design"
"Reciprocal peer recommendation for learning purposes",2018,"Reidsema, C.","peer support"
"Rethinking learning analytics adoption through complexity leadership theory",2018,"Colvin, C.","leadership"
"The RAP system: Automatic feedback of oral presentation skills using multimodal analysis and low-Cost sensors",2018,"Guamán, B.","gaze"
"The teacher in the loop: Customizing multimodal learning analytics for blended learning",2018,"Martínez-Monés, A.","custom"
"Supporting teachers’ intervention in students’ virtual collaboration using a network based model",2018,"Fougt, S.S.","immersive learning environ"
"The classroom as a dashboard: Co-designing wearable cognitive augmentation for K-12 teachers",2018,"Tegene, M.","co-design"
"SHEILA policy framework: Informing institutional strategies and policy processes of learning analytics",2018,"Tammets, K.","learning analyt"
"Recurrence quantification analysis as a method for studying text comprehension dynamics",2018,"Allen, L.K.","read"
"Linking students’ timing of engagement to learning design and academic performance",2018,"Rienties, B.","higher educ"
"Using embedded formative assessment to predict state summative test scores",2018,"Tan, Y.","assess"
"Physical learning analytics: A multimodal perspective",2018,"Santos, O.C.","indoor posit"
"Analysis of interactions between lecturers and students",2018,"Kohama, T.","interact"
"Understand students’ self-Reflections through learning analytics",2018,"Mirriahi, N.","online learn"
"Studying MOOC completion at scale using the MOOC replication framework",2018,"Gašević, D.","meta-analysi"
"Online change detection for monitoring individual student behavior via clickstream data on E-book system",2018,"Okubo, F.","clickstream"
"Video and learning: A systematic review (2007-2017)",2018,"Mirriahi, N.","video-based learn"
"Finding traces of self-Regulated learning in activity streams",2018,"Pardo, A.","clickstream act"
"Running out of STEM: A comparative study across STEM majors of college students At-Risk of dropping out early",2018,"Rangwala, H.","regress"
"Open learner models and learning analytics dashboards: A systematic review",2018,"Aleven, V.","literature review"
"What exactly do students learn when they practice equation solving? Refining knowledge components with the additive factors model",2018,"Aleven, V.","equation solv"
"Learning Analytics and Policy (LAP) - International aspirations, achievements and constraints",2017,"Griffiths, D.","learning analyt"
"Beyond failure: The 2nd LAK Failathon",2017,"Kitto, K.","evid"
"Workshop on integrated learning analytics of MOOC post-course development",2017,"Chen, G.","learning analyt"
"Widget, widget as you lead, I am performing well indeed! using results from an exploratory offline study to inform an empirical online study about a learning analytics widget in a collaborative learning environment",2017,"Kreijns, K.","statistical analysi"
"ATCE - An analytics tool to trace the creation and evaluation of inclusive and accessible open educational resources",2017,"Baldiris, S.","learning analyt"
"Impact of student choice of content adoption delay on course outcomes",2017,"Baker, R.","effect s"
"Automated analysis of aspects of written argumentation",2017,"Jandciu, E.","latent semantics analysi"
"A neural network approach for students' performance prediction",2017,"Yamashita, T.","predication of student's perform"
"Studying engagement and performance with learning technology in an African classroom",2017,"Bore, N.","educ"
"Supporting collaborative learning with tag recommendations: A real-world study in an inquiry-based classroom project",2017,"Seitlinger, P.","cognitive user model"
"Using learning analytics to explore help-seeking learner profiles in MOOCs",2017,"Bakharia, A.","learning analyt"
"Honing in on social learning networks in MOOC forums: Examining critical network definition decisions",2017,"Jin, W.Q.","massive open online cours"
"Real-time learning analytics for C programming language courses",2017,"Ogata, H.","information visu"
"An automatic approach for discovering skill relationship from learning data",2017,"Wang, F.L.","deep learn"
"Dear learner: Participatory visualisation of learning data for sensemaking",2017,"Tall, K.","participatori"
"What'd you say again? Recurrence quantification analysis as a method for analyzing the dynamics of discourse in a reading strategy tutor",2017,"Perret, C.","dynam"
"Using predictive analytics in a self-regulated learning university course to promote student success",2017,"Milford, T.M.","learning analyt"
"Follow the successful crowd: Raising MOOC completion rates through social comparison at scale?",2017,"Jivet, I.","feedback"
"[LISA] learning analytics for sensor-based adaptive learning",2017,"Yun, H.","learner awar"
"Dynamics of MOOC discussion forums",2017,"Hecking, T.","discussion forum"
"Workshop on methodology in learning analytics (MLA)",2017,"Gray, G.","measur"
"2nd cross-LAK: Learning analytics across physical and digital spaces",2017,"Pardo, A.","learning analyt"
"Intelligent tutors as teachers' aides: Exploring teacher needs for real-time analytics in blended classrooms",2017,"Aleven, V.","blended learn"
"Tracing physical movement during practice-based learning through Multimodal Learning Analytics",2017,"Cukurova, M.","collaborative problem solv"
"The influence of data protection and privacy frameworks on the design of learning analytics systems",2017,"Chen, W.","data protection by default"
"Implementing predictive learning analytics on a large scale: The teacher's perspective",2017,"Rienties, B.","percept"
"Strategies for data and learning analytics informed national education policies: The case of Uruguay",2017,"Gomez, M.","education polici"
"From prediction to impact: Evaluation of a learning analytics retention program",2017,"Gašević, D.","learning analyt"
"Current and future multimodal learning analytics data challenges",2017,"Prieto, L.P.","dataset"
"A systematic review of studies on predicting student learning outcomes using learning analytics",2017,"Ding, W.","learning outcom"
"Modeling exploration strategies to predict student performance within a learning environment and beyond",2017,"Schwartz, D.L.","predict"
"Learning pulse: A machine Learning approach for predicting performance in self-regulated learning using multimodal data",2017,"Scheffel, M.","learning analyt"
"Using data visualizations to foster emotion regulation during self-regulated learning with advanced learning technologies: A conceptual framework",2017,"Taub, M.","emotion regul"
"When learning is high stake",2017,"Wasson, B.","learning analyt"
"The effects of a learning analytics empowered technology on students' arithmetic skill development",2017,"Hasselman, F.","arithmet"
"Data-assisted instructional video revision via course-level exploratory video retention analysis",2017,"Hou, X.","exploratory analysi"
"How to assign students into sections to raise learning",2017,"Joh, S.W.","classmat"
"Don't call it a comeback: Academic recovery and the timing of educational technology adoption",2017,"Teasley, S.D.","educational technolog"
"Community based educational data repositories and analysis tools",2017,"Stamper, J.","data-informed effort"
"Measures for recommendations based on past students' activity",2017,"Hlosta, M.","learning analyt"
"Using correlational topic modeling for automated topic identification in intelligent tutoring systems",2017,"Almeda, Ma.V.","intelligent tutoring system"
"Topic models to support instructors in MOOC forums",2017,"Woloshen, S.","mooc"
"La policy: Developing an institutional policy for learning analytics using the RAPID outcome mapping approach",2017,"Muñoz-Merino, P.J.","learning analyt"
"Student empowerment, awareness, and self-regulation through a quantified-self student tool",2017,"Wright, C.V.","learning analyt"
"An outcome-based dashboard for Moodle and Open edX",2017,"Lei, C.-U.","moodl"
"Towards mining sequences and dispersion of rhetorical moves in student written texts",2017,"Gibson, A.","learning analyt"
"Video annotation tool for learning job interview",2017,"Yamada, T.","video annotation tool"
"What are visitors up to? Helping museum facilitators know what visitors are doing",2017,"Berland, M.","markov model"
"Classifying help seeking behaviour in online communities",2017,"Kitto, K.","help seek"
"Predicting math performance using natural language processing tools",2017,"McNamara, D.","natural language process"
"Scientific modeling: Using learning analytics to examine student practices and classroom variation",2017,"Sumner, T.","collaborative model"
"Reflective writing analytics for actionable feedback",2017,"Aitken, A.","learning analyt"
"Reproducibility of findings from educational big data: A preliminary study",2017,"Okubo, F.","educational big data"
"Using learning analytics in iterative design of a digital modeling tool",2017,"Sumner, T.","iterative design"
"Learning analytics in a seamless learning environment",2017,"Uosaki, N.","seamless learn"
"An instructor dashboard for real-time analytics in interactive programming assignments",2017,"Eagle, M.","introductory program"
"Analytics meet patient manikins: Challenges in an authentic small-group healthcare simulation classroom",2017,"Hayes, C.","classroom"
"DesignLAK17: Quality metrics and indicators for analytics of assessment design at scale",2017,"Corrin, L.","feedback"
"Uncovering reviewing and reflecting behaviors from paper-based formal assessment",2017,"Murphy, H.","computing educ"
"Buying time: Enabling learners to become earners with a real-world paid task recommender system",2017,"Krause, M.","learning design"
"Exploring the measurement of collaborative problem solving using a human-agent educational game",2017,"Von Davier, A.","computer ag"
"What do students want? Towards an instrument for students' evaluation of quality of learning analytics services",2017,"Tejeiro, R.","learning analyt"
"Expanding the scope of learning analytics data: Preliminary findings on attention and self-regulation using wearable technology",2017,"Siemens, G.","heart-rate vari"
"Unravelling the dynamics of instructional practice: A longitudinal study on learning design and vle activities",2017,"Toetenel, L.","learning design"
"Cooking with learning analytics recipes",2017,"Drachsler, H.","cookbook"
"Developing a MOOC experimentation platform: Insights from a user study",2017,"Joksimović, S.","analysis platform"
"Examining motivations and self-regulated learning strategies of returning MOOCs learners",2017,"Zhang, G.","mooc"
"Quasi-experimental design for causal inference using Python and Apache Spark: A hands-on tutorial",2017,"Essa, A.","big data"
"Connecting data with student support actions in a course: A hands-on tutorial",2017,"Shum, S.B.","instructiona design"
"New features in wikiglass, a learning analytic tool for visualizing collaborative work on wikis",2017,"Qiao, C.","thinking ord"
"Relevance of Learning analytics to measure and support students' learning in adaptive educational technologies",2017,"Azevedo, R.","educational data min"
"What does student writing tell us about their thinking on social justice?",2017,"Collins-Thompson, K.","social justic"
"Large scale predictive process mining and analytics of university degree course data",2017,"Martinez-Maldonado, R.","learning analyt"
"Spacle: Investigating learning across virtual and physical spaces using spatial replays",2017,"Aleven, V.","causal model"
"FutureLearn data: What we currently have, what we are Learning and how it is demonstrating learning in MOOCs",2017,"Fields, B.","mooc"
"Sequencing content in an adaptive testing system: The role of choice",2017,"Heffernan, N.T.","mastery learn"
"Detecting changes in student behavior from clickstream data",2017,"Rodriguez, F.","poisson model"
"Exploring the asymmetry of metacognition",2017,"Baker, R.","big data"
"Ouroboros: Early identification of at-risk students without models based on legacy data",2017,"Zendulka, J.","learning analyt"
"Developing institutional learning analytics 'communities of transformation' to support student success",2017,"Rehrey, G.","communities of transform"
"Understanding the relationship between technology use and cognitive presence in MOOCs",2017,"Joksimović, S.","mooc"
"Utilizing visualization and feature selection methods to identify important learning objectives in a course",2017,"Madhavan, K.","feature select"
"Guidance counselor reports of the ASSISTments college Prediction model (acpm)",2017,"Pedro, M.O.C.Z.S.","guidance counselor"
"Writing analytics literacy - Bridging from research to practice",2017,"Gibson, A.","automated writing evalu"
"Enhancing learning through virtual reality and neurofeedback: A first step",2017,"Zhou, L.","human-computer interact"
"LAK17 Hackathon - Getting the right information to the right people so they can take the right action",2017,"Sclater, N.","contextual appropriaci"
"Transitioning self-regulated learning profiles in hypermedia-learning environments",2017,"Taub, M.","latent transition analysi"
"Words matter: Automatic detection of teacher questions in live classroom discourse using linguistics, acoustics, and context",2017,"Blanchard, N.","classroom analyt"
"MORPH: Supporting the integration of learning analytics at institutional level",2017,"Graf, S.","dashboard"
"Students' emotional self-labels for personalized models",2017,"Alyuz, N.","intelligent tutoring systems (its)"
"Predicting e-textbook adoption based on event segmentation of teachers' usage",2017,"Gu, X.","feature find"
"Beyond failure: The 2nd LAK Failathon poster",2017,"Kitto, K.","evid"
"How effective is your facilitation? Group-level analytics of MOOC forums",2017,"Dowell, N.","facilit"
"Workshop: Building the learning analytics curriculum",2017,"Stamper, J.","learning analytics instruct"
"Put your thinking cap on: Detecting cognitive load using EEG during learning",2017,"Soussou, W.","eeg"
"Churn prediction using dynamic RFM-augmented Node2vec",2017,"Lemahieu, W.","dynamic network"
"Co-clustering for differentially private synthetic data generation",2017,"Clérot, F.","differential privaci"
"From self-data to self-preferences: Towards preference elicitation in personal information management systems",2017,"Duguépéroux, J.","prefer"
"Evaluating the impact of friends in predicting user’s availability in online social networks",2017,"Ricci, L.","online social network"
"Guess the movie - Linking facebook pages to IMDb movies",2017,"Mordonini, M.","information retriev"
"Learning design and feedback processes at scale: Stocktaking emergent theory and practice",2016,"Corrin, L.","feedback"
"An analysis framework for collaborative problem solving in practice-based learning activities: A mixed-method approach",2016,"Spikol, D.","collaborative learn"
"Exploring the interplay between human and machine annotated multimodal learning analytics in hands-on STEM Activities",2016,"Cukurova, M.","learning analyt"
"Teaching analytics: Towards automatic extraction of orchestration graphs using wearable sensors",2016,"Dillenbourg, P.","multimodal learning analyt"
"A Pedagogical framework for learning analytics in collaborative inquiry tasks: An Example from a teamwork competency awareness program",2016,"Tan, J.P.-L.","collabor"
"Reflecting on reflective writing analytics: Assessment challenges and iterative evaluation of a prototype tool",2016,"Goldsmith, R.","learning analyt"
"Applying classification techniques on temporal trace data for shaping student behavior models",2016,"Economides, A.A.","computerbas"
"Pipeline for expediting learning analytics and student support from data in social learning",2016,"Ferschke, O.","social learn"
"LAK failathon",2016,"Macfadyen, L.","negative result"
"Recipe for Success - Lessons learnt from using xAPI within the connected learning analytics toolkit",2016,"Pardo, A.","cla toolkit"
"Student perspectives on data provision and use: Starting to unpack disciplinary differences",2016,"Tong, H.L.","knowledg"
"The role of achievement goal orientations when studying effect of learning analytics visualizations",2016,"Gaševic, D.","dashboard"
"Smart environments and analytics on video-based learning",2016,"Kidzinski, Ł.","learning analyt"
"Educational Data mining with python and apache spark: A hands-on tutorial",2016,"Lewkow, N.","data min"
"The learning analytics readiness instrument",2016,"Pistilli, M.D.","higher educ"
"Integrating physical activity data in videogames with user-centered dashboards",2016,"Schaefer, S.","dashboard"
"Using Game analytics to evaluate puzzle design and level progression in a serious game",2016,"Rowe, E.","educational data min"
"Introduction of Learning Visualisations and Metacognitive Support in a Persuadable Open Learner Model",2016,"Boscolo, C.","open learner model"
"The Dutch xAPI experience",2016,"Drachsler, H.","data stan-dard"
"Towards automated content analysis of discussion transcripts: A cognitive presence case",2016,"Waters, Z.","content analysi"
"Designing MOOCs for Success: A student motivation-Oriented framework",2016,"Hoffman, E.S.","framework"
"Reviewing three case-studies of learning analytics interventions at the Open University UK",2016,"Cross, S.","distance learn"
"Fostering 21st century literacies through a collaborative critical reading and learning analytics environment: Userperceived benefits and problematic",2016,"Koh, E.","critical literaci"
"Understanding learning at a glance: An overview of learning dashboard studies",2016,"Vozniuk, A.","educational data min"
"What can analytics contribute to accessibility in e-learning systems and to disabled students' learning?",2016,"Wolff, A.","hci"
"The connected learning analytics toolkit",2016,"Lupton, M.","sensemak"
"Ethical and privacy issues in the design of learning analytics applications",2016,"Chen, W.","ethic"
"Validity: A framework for cross-disciplinary collaboration in mining indicators of learning from MOOC forums",2016,"Bailey, J.","crowd-sourced learn"
"Wikiglass: A learning analytic tool for visualizing collaborative wikis of secondary school students",2016,"Sadaful, K.","statist"
"Learning through goal setting",2016,"Kismihók, G.","learning analyt"
"Towards triggering higher-order thinking behaviors in MOOCs",2016,"Rosé, C.P.","discuss"
"Generating actionable predictive models of academic performance",2016,"Mirriahi, N.","learning analyt"
"Learning analytics for curriculum and program quality improvement (PCLA 2016)",2016,"Ochoa, X.","latex"
"Interactive surfaces and learning analytics: Data, orchestration aspects, pedagogical uses and challenges",2016,"Charleer, S.","dashboard"
"Cross-LAK: Learning analytics across physical and digital spaces",2016,"Aljohani, N.R.","learning analyt"
"Predicting student performance on post-requisite skills using prerequisite skill data: An alternative method for refining prerequisite skill structures",2016,"Heffernan, N.T.","placement"
"Learning analytics for workplace and professional learning",2016,"Klamma, R.","workplace learn"
"Design and evaluation of teacher assistance tools for exploratory learning environments",2016,"Poulovassilis, A.","teacher assistance tool"
"Affecting Off-Task Behaviour: How Affect-aware feedback can improve student learning",2016,"Holmes, W.","exploratory learning environ"
"Exploring the relation between Self-regulation, Online activities, and academic performance: A case study",2016,"Ellis, R.A.","learning analyt"
"What and when: The role of course type and timing in students' academic performance",2016,"Lonn, S.","early warning system"
"Student affect during learning with a MOOC",2016,"Wanigasekara, N.","data collect"
"Critical perspectives on writing analytics",2016,"McNamara, D.","natural language process"
"Longitudinal engagement, performance, and social connectivity: A MOOC case study using exponential random graph models",2016,"Zhang, Y.","exponential random graph model"
"Modeling common misconceptions in learning process data",2016,"Koedinger, K.R.","fraction arithmet"
"Analysing engagement in an online management programme and implications for course design",2016,"Lefevre, D.","engagement and perform"
"Investigating social and semantic user roles in MOOC discussion forums",2016,"Hoppe, H.U.","experiment"
"Measuring financial implications of an early alert System",2016,"Chen, G.","evalu"
"A Gaze-based learning analytics model: In-Video visual feedback to improve learner's attention in MOOCs",2016,"Jermann, P.","mooc"
"A conceptual framework linking learning design with learning analytics",2016,"De Barba, P.","learning analyt"
"Enhancing the efficiency and reliability of group differentiation through partial credit",2016,"Beck, J.","group differenti"
"Bringing order to chaos in MOOC discussion forums with content-related thread identification",2016,"Vytasek, J.","machine learn"
"Analyzing Students' intentionality towards badges within a case study using khan academy",2016,"Kloos, C.D.","khan academi"
"When to stop? - Towards universal instructional policies",2016,"Gross, M.","instructional polici"
"Automating assessment of collaborative writing quality in multiple stages: The case of wiki",2016,"Tian, L.","metadiscours"
"Using A/B testing in MOOC environments",2016,"Staubitz, T.","controlled online test"
