ENTRYTYPE,ID,abstract,affiliation,author,author_keywords,document_type,doi,journal,note,page_count,pages,source,title,url,year
conference,Xu2016551,"In recent years, substantial improvements were obtained in the effectiveness of data driven algorithms to validate the mapping of items to skills, or the Q-matrix. In the current study we use ensemble algorithms on top of existing Q-matrix refinement algorithms to improve their performance. We combine the boosting technique with a decision tree. The results show that the improvements from both the decision tree and Adaboost combined are better than the decision tree alone and yield substantial gains over the best performance of individual Q-matrix refinement algorithm. © 2016 International Educational Data Mining Society. All rights reserved.","Polytechnique Montreal, Canada","Xu, P. and Desmarais, M.C.",,Conference Paper,,"Proceedings of the 9th International Conference on Educational Data Mining, EDM 2016",cited By 5,,551-555,Scopus,Boosted decision tree for Q-matrix refinement,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988529856&partnerID=40&md5=b4351853de0b74e6a8a92bbe3c4ca19b,2016
conference,Johnson2013,"We introduce InVis, a novel visualization technique and tool for exploring, navigating, and understanding user interaction data. InVis creates a interaction network from student-interaction data extracted from large numbers of students using educational systems, and enables instructors to make new insights and discoveries about student learning. Here we present our novel interaction network model and InVis tool. We also demonstrate that InVis is an effective tool for providing instructors with useful and meaningful insights to how students solve problems. © 2013 International Educational Data Mining Society. All rights reserved.","University of North Carolina at Charlotte, Charlotte, NC, United States; North Carolina State University, Raleigh, NC, United States","Johnson, M.W. and Eagle, M. and Barnes, T.",,Conference Paper,,"Proceedings of the 6th International Conference on Educational Data Mining, EDM 2013",cited By 8,,,Scopus,InVis: An interactive visualization tool for exploring interaction networks,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084017844&partnerID=40&md5=66efc36bc9778f46164234fe6b44e9db,2013
conference,Gomes2013,"In this paper, we describe results of a multimodal learning analytics pilot study designed to understand the differences in eye tracking patterns found to exist between students with low and high performance in three engineering-related computer games, all of which require spatial ability, problem-solving skills, and a capacity to interpret visual imagery. In the first game, gears and chains had to be properly connected so that all gears depicted on the screen would spin simultaneously. In the second game, students needed to manipulate lines so as to ensure that no two intersected. In the final game, students were asked to position gears in specific screen locations in order to put in motion onscreen objects. The literature establishes that such abilities are related to math learning and math performance. In this regard, we believe that understanding these differences in student’s visual processing, problem-solving, and the attention they dedicate to spatial stimuli will be helpful in making positive interventions in STEM education for diverse populations. © 2013 International Educational Data Mining Society. All rights reserved.","Stanford University, 520 Galvez Mall, room 102, Stanford, CA  94305, United States","Gomes, J.S. and Yassine, M. and Worsley, M. and Blikstein, P.",Constructionism;  Eye tracking;  Games;  Multimodal learning analytics;  Simulations;  Spatial ability,Conference Paper,,"Proceedings of the 6th International Conference on Educational Data Mining, EDM 2013",cited By 6,,,Scopus,Analysing engineering expertise of high school students using eye tracking and multimodal learning analytics,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084017840&partnerID=40&md5=19f1344196c7d90c34dbf1250ec3ef5e,2013
conference,Ezen-Can2013,"Dialogue acts model the intent underlying dialogue moves. In natural language tutorial dialogue, student dialogue moves hold important information about knowledge and goals, and are therefore an integral part of providing adaptive tutoring. Automatically classifying these dialogue acts is a challenging task, traditionally addressed with supervised classification techniques requiring substantial manual time and effort. There is growing interest in unsupervised dialogue act classification to address this limitation. This paper presents a novel unsupervised framework, query-likelihood clustering, for classifying student dialogue acts. This framework combines automated natural language processing with clustering and a novel adaptation of an information retrieval technique. Evaluation against manually labeled dialogue acts on a tutorial dialogue corpus in the domain of introductory computer science demonstrates that the proposed technique outperforms existing approaches. The results indicate that this technique holds promise for automatically understanding corpora of tutorial dialogue and for building adaptive dialogue systems. © 2013 International Educational Data Mining Society. All rights reserved.","Department of Computer Science, North Carolina State University, Raleigh, NC  27695, United States","Ezen-Can, A. and Boyer, K.E.",Dialogue act modeling;  Tutorial dialogue;  Unsupervised machine learning,Conference Paper,,"Proceedings of the 6th International Conference on Educational Data Mining, EDM 2013",cited By 20,,,Scopus,Unsupervised classification of student dialogue acts with query-likelihood clustering,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084017509&partnerID=40&md5=b77debc6982376c269783ca4fde40993,2013
conference,Vihavainen2013,"Computer science students starting their studies at our university often fail their first mandatory mathematics course, as they are not required to have a strong background in mathematics. Failing can also be partly explained by the need to adjust to a new environment and new working practices. Here, we are looking for indicators in students’ working practices that could be used to point out students that are at risk of failing some of their courses, and could benefit from an intervention. We present initial results on how freshman students’ programming behavior in an introductory programming course can be used to predict their success in a concurrently organized introductory mathematics course. A plugin in students’ programming environment gathers snapshots (time, code changes) from students actual programming process. Gathered snapshots are transformed to data items that contain features indicating e.g. deadline-driven mentality or eagerness. Our results using Bayesian networks indicate that we can identify students with a high likelihood of failing their mathematics course already at a very early phase of their studies using only data that represents their programming behavior. © 2013 International educational Data Mining Society. All rights reserved.","University of Helsinki, Department of Computer Science, P.O. Box 68 (Gustaf Hällströmin katu 2b)Fi-00014, Finland","Vihavainen, A. and Luukkainen, M. and Kurhila, J.",Code snapshots;  First-year challenges;  Programming behavior,Conference Paper,,"Proceedings of the 6th International Conference on Educational Data Mining, EDM 2013",cited By 13,,,Scopus,Using students’ programming behavior to predict success in an introductory mathematics course,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084017412&partnerID=40&md5=8021f17c3f3fa82a8de9d3675bf17a90,2013
conference,Snow2013,"The current study investigates the relation between personalizable feature use, attitudes, and in-system performance in the context of the game-based system, iSTART-ME. This analysis focuses on a subset (n=40) of a larger study (n=126) conducted with high school students. The results revealed a positive relation between students’ frequency of interactions with personalizable features and their self-reported engagement and perceived system control. Students who frequently interacted with personalizable features also demonstrated better overall in-system performance compared to students who interacted with these features less often. The current paper adds to the growing literature supporting the potential positive impact that personalizable features have on students’ attitudes and performance in adaptive learning environments. © 2013 International Educational Data Mining Society. All rights reserved.","Arizona State University, Tempe, AZ, United States","Snow, E.L. and Jackson, G.T. and Varner, L.K. and McNamara, D.S.",Attitudes;  Game-based features;  Off-task behaviors;  Personalization,Conference Paper,,"Proceedings of the 6th International Conference on Educational Data Mining, EDM 2013",cited By 4,,,Scopus,Investigating the effects of off-task personalization on in-system performance and attitudes within a game-based environment,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084017380&partnerID=40&md5=0b7da7b5dee771d9636e142c90a5cd2d,2013
conference,Samei2013,"In this Demo, we introduce a tool that provides a GUI interface to a previously designed to Speech Act Classifier. The tool also provides features to manually annotate data by human and evaluate and improve the automated classifier. We describe the interface and evaluate our model with results from two human judges and Computer. © 2013 International Educational Data Mining Society. All rights reserved.","University of Memphis, 365 Innovation Dr., Memphis, TN, United States","Samei, B. and Keshtkar, F. and Graesser, A.C. and Rus, V.",Interactive machine learning;  Speech act;  Speech act classifier,Conference Paper,,"Proceedings of the 6th International Conference on Educational Data Mining, EDM 2013",cited By 0,,,Scopus,A tool for speech act classification using interactive machine learning,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084017336&partnerID=40&md5=260ce89c9c153e07cf07b22e5ad596cb,2013
conference,Salmeron-Majadas2013,"Affective computing in e-learning is playing a vital role, as emotions can strongly impact on learner’s results. Detecting affective states and managing them can lead to a learning performance improvement. For this, different sensors can be used to monitor user’s interactions and detect emotional changes. Due to the huge varied data volume a multimodal approach based on data mining has been proposed. © 2013 International Educational Data Mining Society. All rights reserved.","aDeNu Research Group. UNED, Calle Juan del Rosal, 16, Madrid, 28040, Spain","Salmeron-Majadas, S. and Santos, O.C. and Boticario, J.G.",Adaptive Systems;  Affective Computing;  Educational Data Mining;  Emotions;  User Modeling,Conference Paper,,"Proceedings of the 6th International Conference on Educational Data Mining, EDM 2013",cited By 5,,,Scopus,Affective state detection in educational systems through mining multimodal data sources,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084017325&partnerID=40&md5=fcf8b3cb2c3db4791326733ec4de7998,2013
conference,Varner2013,"The current study identifies relations among students’ natural language input, individual differences in reading commitment, and learning gains in an intelligent tutoring system. Students (n = 84) interacted with iSTART across eight training sessions. Linguistic features of students’ generated self-explanations (SEs) were analyzed using Coh-Metrix. Results indicated that linguistic properties of students’ training SEs were predictive of learning gains, and that the strength and nature of these relations differed for students of low and high commitment to reading. © 2013 International Educational Data Mining Society. All rights reserved.","Arizona State University, Tempe, AZ, United States","Varner, L.K. and Jackson, G.T. and Snow, E.L. and McNamara, D.S.",Intelligent tutoring systems;  Learning;  Natural language processing;  Reading commitment,Conference Paper,,"Proceedings of the 6th International Conference on Educational Data Mining, EDM 2013",cited By 1,,,Scopus,"Are you committed? Investigating interactions among reading commitment, natural language input, and students' learning outcomes",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084017268&partnerID=40&md5=111fd05035d3296b9c8f916bc25904a5,2013
conference,Gray2013,"The increasing numbers enrolling for college courses, and increased diversity in the classroom, poses a challenge for colleges in enabling all students achieve their potential. This paper reports on a study to model factors, using data mining techniques, that are predictive of college academic performance, and can be measured during first year enrolment. Data was gathered over three years, and focused on a diverse student population of first year students from a range of academic disciplines (n≈1100). Initial models generated on two years of data (n=713) demonstrate high accuracy. Advice is sought on additional analysis approaches to consider. © 2013 International Educational Data Mining Society. All rights reserved.","Institute of Technology, Blanchardstown Blanchardstown Road, North Dublin 15, Ireland","Gray, G. and McGuinness, C. and Owende, P.",Academic performance;  Educational data mining;  Motivation;  Personality;  Self-regulation;  Specific learning difficulties,Conference Paper,,"Proceedings of the 6th International Conference on Educational Data Mining, EDM 2013",cited By 1,,,Scopus,Investigating the efficacy of algorithmic student modelling in predicting students at risk of failing in tertiary education.,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084017047&partnerID=40&md5=6f5e1f76266d6ebf1f29c607f7c00389,2013
conference,Carlson2013,"We analyze log-data generated by an experiment with Fractions Tutor, an intelligent tutoring system. The experiment compares the educational effectiveness of instruction with single and multiple graphical representations. We extract the error-making and hint-seeking behaviors of each student to characterize their learning strategy. Using an expectation-maximization approach, we cluster the students by learning strategy. We find that a) experimental condition and learning outcome are clearly associated b) experimental condition and learning strategy are not, and c) almost all of the association between experimental condition and learning outcome is found among students implementing just one of the learning strategies we identify. This class of students is characterized by relatively high rates of error as well as a marked reluctance to seek help. They also show the greatest educational gains from instruction with multiple rather than single representations. The behaviors that characterize this group illuminate the mechanism underlying the effectiveness of multiple representations and suggest strategies for tailoring instruction to individual students. Our methodology can be implemented in an on-line tutoring system to dynamically tailor individualized instruction. © 2013 International Educational Data Mining Society. All rights reserved.","Language Technologies Institute, Carnegie Mellon University, Pittsburgh, PA, United States; Department of Philosophy, Carnegie Mellon University, Pittsburgh, PA, United States; Human-Computer Interaction Institute, Carnegie Mellon University, Pittsburgh, PA, United States","Carlson, R. and Genin, K. and Rau, M. and Scheines, R.",,Conference Paper,,"Proceedings of the 6th International Conference on Educational Data Mining, EDM 2013",cited By 2,,,Scopus,Student profiling from tutoring system log data: When do multiple graphical representations matter?,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084017026&partnerID=40&md5=7449135276c375baaa23e576d903d27e,2013
conference,Rus2013,"We present in this demo SEMILAR, a SEMantic similarity toolkit. SEMILAR includes offers in one software environment several broad categories of semantic similarity methods: vectorial methods including Latent Semantic Analysis, probabilistic methods such as Latent Dirichlet Allocation, greedy lexical matching methods, optimal lexico-syntactic matching methods based on word-to-word similarities and syntactic dependencies with negation handling, kernel based methods, and some others. We will demonstrate during this demo presentation the efficacy of using SEMILAR to investigate and tune assessment algorithms for evaluating students’ natural language input based on data from the DeepTutor computer tutor. © 2013 International Educational Data Mining Society. All rights reserved.","Department of Computer Science, University of Memphis, Memphis, TN  38152, United States; Department of Computer Science, University of Memphis, Memphis, TN  28152, United States","Rus, V. and Banjade, R. and Lintean, M. and Niraula, N. and Stefanescu, D.",Assessment;  Conversational tutors;  Natural language student inputs,Conference Paper,,"Proceedings of the 6th International Conference on Educational Data Mining, EDM 2013",cited By 3,,,Scopus,Semilar: A semantic similarity toolkit for assessing students’ natural language inputs,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084016946&partnerID=40&md5=f5149fdc1b01ec706a3792323342ac6a,2013
conference,Weston2013,Intelligent tutoring systems yield data with many properties that render it potentially ideal to examine using multi-level models (MLM). Repeated observations with dependencies may be optimally examined using MLM because it can account for deviations from normality. This paper examines the applicability of MLM to data from the intelligent tutoring system Writing-Pal using intraclass correlations. Further analyses were completed to assess the impact of individual differences on daily essay scores along with the differential impact of daily vs. mean attitudinal ratings. © 2013 International Educational Data Mining Society. All rights reserved.,"Department of Psychology and Learning Sciences Institute, Arizona State University, Tempe, AZ, United States","Weston, J.L. and McNamara, D.S.",Intelligent tutoring systems;  Multi-Level models;  Writing,Conference Paper,,"Proceedings of the 6th International Conference on Educational Data Mining, EDM 2013",cited By 0,,,Scopus,Using multi-level models to assess data from an intelligent tutoring system,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084016811&partnerID=40&md5=3543efd1d9dff73eb8a9cd419cff9613,2013
conference,Lan2013,"Machine learning offers novel ways and means to design personalized learning systems wherein each student’s educational experience is customized in real time depending on their background, learning goals, and performance to date. SPARse Factor Analysis (SPARFA) is a novel framework for machine learning-based learning analytics, which estimates a learner’s knowledge of the concepts underlying a domain, and content analytics, which estimates the relationships among a collection of questions and those concepts. SPARFA jointly learns the associations among the questions and the concepts, learner concept knowledge profiles, and the underlying question difficulties, solely based on the correct/incorrect graded responses of a population of learners to a collection of questions. In this paper, we extend the SPARFA framework significantly to enable: (i) the analysis of graded responses on an ordinal scale (partial credit) rather than a binary scale (correct/incorrect); (ii) the exploitation of tags/labels for questions that partially describe the question–concept associations. The resulting Ordinal SPARFA-Tag framework greatly enhances the interpretability of the estimated concepts. We demonstrate using real educational data that Ordinal SPARFA-Tag outperforms both SPARFA and existing collaborative filtering techniques in predicting missing learner responses. © 2013 International Educational Data Mining Society. All rights reserved.","Rice UniversityTX, United States","Lan, A.S. and Studer, C. and Waters, A.E. and Baraniuk, R.G.",Block coordinate descent;  Factor analysis;  Matrix factorization;  Ordinal regression;  Personalized learning,Conference Paper,,"Proceedings of the 6th International Conference on Educational Data Mining, EDM 2013",cited By 4,,,Scopus,Tag-aware ordinal sparse factor analysis for learning and content analytics,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084016806&partnerID=40&md5=d4db0f89c09778afcac123b27d3630d8,2013
conference,Li2013,"One of the key factors that affects automated tutoring systems in making instructional decisions is the quality of the student model built in the system. A student model is a model that can solve problems in various ways as human students. A good student model that matches with student behavior patterns often provides useful information on learning task difficulty and transfer of learning between related problems, and thus often yields better instruction on intelligent tutoring systems. However, traditional ways of constructing such models are often time consuming, and may still miss distinctions in content and learning that have important instructional implications. Automated methods can be used to find better student models, but usually require some engineering effort, and can be hard to interpret. In this paper, we propose an automated approach that finds student models using a clustering algorithm based on automatically-generated problem content features. We demonstrate the proposed approach using an algebra dataset. Experimental results show that the discovered model is as good as one of the best existing models, which is a model found by a previous automated approach, but without the knowledge engineering effort. © 2013 International Educational Data Mining Society. All rights reserved.","Carnegie Mellon University, 5000 Forbes Ave, Pittsburgh, PA  15232, United States","Li, N. and Cohen, W.W. and Koedinger, K.R.",Learner modeling;  Machine learning;  Student model,Conference Paper,,"Proceedings of the 6th International Conference on Educational Data Mining, EDM 2013",cited By 7,,,Scopus,Discovering student models with a clustering algorithm using problem content,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084016734&partnerID=40&md5=eb24164d8fbb95e6cd10bff67b9070f2,2013
conference,Stamper2013,"Variations of cognitive models drive many instructional decisions that intelligent tutoring systems currently make. A better knowledge component model will yield better instruction, but how do we identify better cognitive models? One answer has been to create a latent variable version of a cognitive model or a so-called knowledge component (KC) model, then compare different models by how well they predict student performance data. In this research we analyze 1,943 proposed KC models that exist in DataShop (http://pslcdatashop.org) and compare and contrast the different metrics used to measure the quality of predictive fit to the data. All these metrics are designed to avoid over-fitting to the data, including AIC, BIC, and cross validation. We find that AIC is the metric most consistent with all the others and corresponds better with cross validation results than BIC. © 2013 International Educational Data Mining Society. All rights reserved.","Human-Computer Interaction Institute, Carnegie Mellon University, Pittsburgh, PA, United States","Stamper, J.C. and Koedinger, K.R. and McLaughlin, E.A.",AIC;  BIC;  Cross-validation;  KC Modeling;  Model Selection,Conference Paper,,"Proceedings of the 6th International Conference on Educational Data Mining, EDM 2013",cited By 7,,,Scopus,A comparison of model selection metrics in datashop,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084016457&partnerID=40&md5=04bce3a1457652a634f7ddf1f63de71d,2013
conference,Davoodi2013,"This paper investigates the issue of degeneracy in student modeling with Dynamic Bayesian Network in Prime Climb, an intelligent educational game for practicing number factorization. We discuss that maximizing the common measure of predictive accuracy (i.e. end accuracy) of the student model may not necessarily ensure trusted assessment of learning in the student and that, it could result in implausible inferences about the student. An approach which bounds the parameters of the model has been applied to avoid the issue of degeneracy in the student model to a high extent without significantly diminishing the predictive accuracy of the student model. © 2013 International Educational Data Mining Society. All rights reserved.","Department of Computer Science, University of British Columbia, 2366 Main Mall, Vancouver, BC  V6T1Z4, Canada","Davoodi, A. and Conati, C.",Dynamic Bayesian Networks;  Educational Games;  Model Degeneracy;  Predictive Accuracy;  Student Model,Conference Paper,,"Proceedings of the 6th International Conference on Educational Data Mining, EDM 2013",cited By 1,,,Scopus,Degeneracy in student modeling with dynamic Bayesian networks in intelligent edu-games,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084016443&partnerID=40&md5=82bb247a936a89c23aaac8979f8fbf11,2013
conference,Chaturvedi2013,Educational model for higher education has shown a drift from traditional classroom to technology-driven models that merge classroom teaching with web-based learning management systems (LMS) such as Moodle and CLEW. Every teaching model has a set of supervised (e.g. quizzes) and/or unsupervised (e.g. assignments) instruments that are used to evaluate the effectiveness of learning. The challenge is in preserving student motivation in the unsupervised instruments such as assignments as they are less structured compared to quizzes and tests. The research applies association rule mining to specifically find the impact of unsupervised course work (e.g. assignments) on overall performance (e.g. exam and total marks). © 2013 International Educational Data Mining Society. All rights reserved.,"School of Computer Science, University of Windsor, Windsor, N9B 3P4, Canada","Chaturvedi, R. and Ezeife, C.I.",,Conference Paper,,"Proceedings of the 6th International Conference on Educational Data Mining, EDM 2013",cited By 7,,,Scopus,Mining the impact of course assignments on student performance,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084016421&partnerID=40&md5=2c4da881b4d3a2d642839e0d082c0a9f,2013
conference,Jarušek2013,"Given data about problem solving times, how much can we automatically learn about students’ and problems’ characteristics? To address this question we extend a previously proposed model of problem solving times to include variability of students’ performance and students’ learning during sequence of problem solving tasks. We evaluate proposed models over simulated data and data from a “Problem Solving Tutor”. The results show that although the models do not lead to substantially improved predictions, the learnt parameter values are meaningful and capture useful information about students and problems. © 2013 International Educational Data Mining Society. All rights reserved.","Masaryk University, Brno, Czech Republic","Jarušek, P. and Klusáček, M. and Pelánek, R.",,Conference Paper,,"Proceedings of the 6th International Conference on Educational Data Mining, EDM 2013",cited By 3,,,Scopus,Modeling students’ learning and variability of performance in problem solving,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084016416&partnerID=40&md5=3d53905216a90c0e03f316f233840060,2013
conference,Olson2013,"Although educational data mining is a well-established field, it has not yet sought to provide serious, actionable intelligence that can be used by teachers to address bullying in a reasonable amount of time. This paper seeks to propose a system that will streamline the processing and storage of bullying data in social graph form so that it will be available to be mined by expert systems that can help educators in the classroom. In addition, one such expert system will be proposed demonstrating how this data may be used to automate a common classroom management task that may improve students’ classroom experiences. © 2013 International Educational Data Mining Society. All rights reserved.","Department of Computer and Information Sciences, State University of New York at Fredonia, Fredonia, NY  14063, United States","Olson, R. and Daily, Z. and Malayny, J. and Szkutak, R.",Behavior modeling;  Classroom behavior optimization;  Implicit social graphs;  Seating chart generation,Conference Paper,,"Proceedings of the 6th International Conference on Educational Data Mining, EDM 2013",cited By 1,,,Scopus,Project CASSI: A social-graph based tool for classroom behavior analysis and optimization,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084016373&partnerID=40&md5=095c8c4513cfe4f6ee2f52000fccd1bd,2013
conference,Piech2013,"In massive open-access online courses (MOOCs), peer grading serves as a critical tool for scaling the grading of complex, open-ended assignments to courses with tens or hundreds of thousands of students. But despite promising initial trials, it does not always deliver accurate results compared to human experts. In this paper, we develop algorithms for estimating and correcting for grader biases and reliabilities, showing significant improvement in peer grading accuracy on real data with 63,199 peer grades from Coursera’s HCI course offerings — the largest peer grading networks analysed to date. We relate grader biases and reliabilities to other student factors such as engagement, performance as well as commenting style. We also show that our model can lead to more intelligent assignment of graders to gradees. © 2013 International Educational Data Mining Society. All rights reserved.","Stanford University, United States; Coursera, United States","Piech, C. and Huang, J. and Chen, Z. and Do, C. and Ng, A. and Koller, D.",,Conference Paper,,"Proceedings of the 6th International Conference on Educational Data Mining, EDM 2013",cited By 115,,,Scopus,Tuned models of peer assessment in MOOCs,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084016189&partnerID=40&md5=5d5a79fe74c5b5bdaab1ba2f03cb63de,2013
conference,Eagle2013,"This work explores the effects of using automatically generated hints in problem solving tutor environments. Generating hints automatically removes a large amount of development time for new tutors, and it also useful for already existing computer-aided instruction systems that lack intelligent feedback. We focus on a series of problems, after which, previous analysis showed the control group is to be 3.5 times more likely to cease logging onto an online tutor when compared to the group who were given hints. We found a consistent trend in which students without hints spent more time on problems when compared to students that were provided hints. © 2013 International Educational Data Mining Society. All rights reserved.","North Carolina State University, Department of Computer Science, 890 Oval Drive, Campus Box 8206, Raleigh, NC  27695-8206, United States","Eagle, M.J. and Barnes, T.",,Conference Paper,,"Proceedings of the 6th International Conference on Educational Data Mining, EDM 2013",cited By 6,,,Scopus,Evaluation of automatically generated hint feedback,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084016148&partnerID=40&md5=ef4ab7e5f526cd58846d059080d09935,2013
conference,Romero2013,"This paper describes a tool that enables instructors to select, visualize and mine students’ usage data in Moodle courses. The tool has been developed in PHP language and integrated in Moodle as a block. © 2013 International educational Data Mining Society. All rights reserved.","Department of Computer Science, University of Cordoba, Spain","Romero, C. and Castro, C. and Ventura, S.",Data mining;  Data visualization;  Moodle block;  Student usage data,Conference Paper,,"Proceedings of the 6th International Conference on Educational Data Mining, EDM 2013",cited By 6,,,Scopus,"A Moodle block for selecting, visualizing and mining students' usage data",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084016047&partnerID=40&md5=bc9fa96c710929f7986a9b584a5febfe,2013
conference,Xu2013,"Previous work on knowledge tracing has fit parameters per skill (ignoring differences between students), per student (ignoring differences between skills), or independently for each <student, skill> pair (risking sparse training data and overfitting, and under-generalizing by ignoring overlap of students or skills across pairs). To address these limitations, we first use a higher order Item Response Theory (IRT) model that approximates students’ initial knowledge as their one-dimensional (or low-dimensional) overall proficiency, and combines it with the estimated difficulty and discrimination of each skill to estimate the probability knew of knowing a skill before practicing it. We then fit skill-specific knowledge tracing probabilities for learn, guess, and slip. Using synthetic data, we show that Markov Chain Monte Carlo (MCMC) can recover the parameters of this Higher-Order Knowledge Tracing (HO-KT) model. Using real data, we show that HO-KT predicts performance in an algebra tutors significantly better than fitting knowledge tracing parameters per student or per skill. © 2013 International Educational Data Mining Society. All rights reserved.","Carnegie Mellon University, RI-NSH 4105 5000 Forbes Ave, Pittsburgh, PA  15213, United States; Carnegie Mellon University, RI-NSH 4103 5000 Forbes Ave, Pittsburgh, PA  15213, United States","Xu, Y. and Mostow, J.",Higher order models;  Item response theory;  Knowledge tracing,Conference Paper,,"Proceedings of the 6th International Conference on Educational Data Mining, EDM 2013",cited By 2,,,Scopus,Using item response theory to refine knowledge tracing,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084016003&partnerID=40&md5=424666d9cce39a4fa3bf9adf780a303b,2013
conference,Harpstead2013,"The rich interaction space of many educational games presents a challenge for designers and researchers who strive to help players achieve specific learning outcomes. Giving players a large amount of freedom over how they perform a complex game task makes it difficult to anticipate what they will do. In order to address this issue designers must ask: what are students doing in my game? And does it embody what I intended them to learn? To answer these questions, designers need methods to expose the details of student play. We describe our approach for automatic extraction of conceptual features from logs of student play sessions within an open educational game utilizing a two-dimensional context-free grammar. We demonstrate how these features can be used to cluster student solutions in the educational game RumbleBlocks. Using these clusters, we explore the range of solutions and measure how many students use the designers’ envisioned solution. Equipped with this information, designers and researchers can focus redesign efforts to areas in the game where discrepancies exist between the designers’ intentions and player experiences. © 2013 International Educational Data Mining Society. All rights reserved.","Human-Computer Interaction Institute, Carnegie Mellon University, Pittsburgh, PA, United States","Harpstead, E. and MacLellan, C.J. and Koedinger, K.R. and Aleven, V. and Dow, S.P. and Myers, B.A.",Clustering;  Context-free grammars;  Educational games;  Representation learning,Conference Paper,,"Proceedings of the 6th International Conference on Educational Data Mining, EDM 2013",cited By 11,,,Scopus,Investigating the solution space of an open-ended educational game using conceptual feature extraction,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084015981&partnerID=40&md5=12056e4b0416e57dfe93fcfb390fd3e8,2013
conference,Li2013,"Automated text analysis tools such as Coh-Metrix and Linguistic Inquiry and Word Count (LIWC) provides overwhelming indices for text analysis, so fewer underlying dimensions are required. This paper developed an underlying component model for text analysis. The component model was developed from large English and Chinese corpora in terms of results from Coh-Metrix, and English and Chinese Linguistic Inquiry and Word Count (LIWC). © 2013 International Educational Data Mining Society. All rights reserved.","University of Memphis, 202 Psychology Building, Memphis, TN  38152, United States","Li, H. and Graesser, A.C. and Cai, Z.",Coh-Metrix;  Component model;  LIWC;  Principal component analysis,Conference Paper,,"Proceedings of the 6th International Conference on Educational Data Mining, EDM 2013",cited By 2,,,Scopus,Component model in discourse analysis,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084015945&partnerID=40&md5=561b0ce54f381819c541e8f72af4989f,2013
conference,Duong2013,"Intelligent Tutoring Systems (ITS) have been proven to be efficient in providing students assistance and assessing their performance when they do their homework. Many research projects have been done to analyze how students’ knowledge grows and to predict their performance from within intelligent tutoring system. Most of them focus on using correctness of the previous question or the number of hints and attempts students need to predict their future performance, but ignore how they ask for hints and make attempts. In this paper, we build a Sequence of Actions (SOA) model taking advantage of the sequence of hints and attempts a student needed for previous question to predict students’ performance. We used an ASSISTments dataset of 66 students answering a total of 34,973 problems generated from 5010 questions over the course of two years. The experimental results showed that the Sequence of Action model has reliable predictive accuracy than Knowledge Tracing. © 2013 International Educational Data Mining Society. All rights reserved.","Department of Computer Science, Worcester Polytechnic Institute, 100 Institute Road, Worcester, MA, United States","Duong, H.D. and Zhu, L. and Wang, Y. and Heffernan, N.T.",Educational Data Mining;  Knowledge Tracing;  Sequence of Action model;  Student Modeling,Conference Paper,,"Proceedings of the 6th International Conference on Educational Data Mining, EDM 2013",cited By 7,,,Scopus,"A prediction model uses the sequence of attempts and hints to better predict knowledge: Better to attempt the problem first, rather than ask for a hint",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084015888&partnerID=40&md5=93295fb098c0f01ea9606a359a059cba,2013
