"Stem","Freq_13_20","Freq_13_14","Freq_15_16","Freq_17_18","Freq_19_20"
"text comprehens",1,0,0,1,0
"text content complex",1,0,0,0,1
"text difficulti",1,0,0,1,0
"text min",3,0,0,0,3
"text simplif",1,0,0,0,1
"textual complex",2,1,1,0,0
"textual complexity assess",1,0,0,1,0
"theory of mind",1,1,0,0,0
"thin blue lin",1,1,0,0,0
"time",1,0,0,0,1
"time-gap",1,0,0,0,1
"time-on-task",1,0,1,0,0
"time-series analysi",1,0,0,0,1
"time seri",1,0,1,0,0
"time series analysi",1,0,0,0,1
"time series clust",1,0,0,0,1
"topic model",3,1,1,0,1
"train",2,0,0,0,2
"trait emot",1,0,1,0,0
"transact",1,0,0,1,0
"transcript analysi",1,0,1,0,0
"transfer",1,1,0,0,0
"transfer learn",3,0,1,0,2
"transform",1,0,0,0,1
"transpar",1,0,0,0,1
"tree regular express",1,0,0,1,0
"trialog",1,1,0,0,0
"trialogu",1,0,0,1,0
"troubleshooting skil",1,0,0,1,0
"trust",1,0,0,0,1
"trust and reput",1,1,0,0,0
"tutor",4,1,1,1,1
"tutor dialogu",1,1,0,0,0
"tutor practic",1,0,0,0,1
"tutor system",1,1,0,0,0
"tutored problems to solv",1,0,1,0,0
"tutorial dialog",1,1,0,0,0
"tutorial dialogu",9,4,2,2,1
"tutorial dialogue system",1,0,1,0,0
"tutorial plan",2,0,1,1,0
"tutoring dialogu",2,2,0,0,0
"tutoring sess",1,0,1,0,0
"tutoring strategi",1,1,0,0,0
"tutoring system",5,1,2,1,1
"tutoring system evalu",1,0,0,1,0
"two-layer hidden markov model",1,0,0,1,0
"ubiquitous learning environ",1,1,0,0,0
"uml-model",1,0,1,0,0
"uncertainti",3,0,0,3,0
"uniform test assembl",1,0,0,1,0
"uniform test form",1,1,0,0,0
"uniform test form assembl",1,0,0,0,1
"uniform tests assembl",1,0,1,0,0
"unity 3d",1,0,0,1,0
"unproductive struggl",1,0,0,0,1
"unready-to-learn",1,0,0,0,1
"unsupervised learn",2,1,0,1,0
"unsupervised machine learn",2,0,1,0,1
"urban high school",1,0,0,0,1
"usabl",1,0,0,1,0
"user-centered design",1,0,1,0,0
"user-interfac",1,0,0,1,0
"user behavior",1,0,0,1,0
"user behaviour",1,0,0,0,1
"user interfac",1,1,0,0,0
"user model",6,1,3,1,1
"user percept",1,1,0,0,0
"user profil",2,0,1,0,1
"user studi",2,0,1,1,0
"user/learner model",1,0,0,1,0
"utilization r",1,0,0,0,1
"utterance typ",1,0,0,1,0
"valenc",1,0,0,1,0
"valid",1,0,0,1,0
"vbl",1,0,0,0,1
"vector space embed",1,0,0,0,1
"vendler verb class",1,0,0,1,0
"vicarious learn",1,0,0,0,1
"video-based learn",3,0,0,2,1
"video analysi",1,0,0,0,1
"video cod",1,0,0,0,1
"video feedback",1,0,1,0,0
"video watching trac",1,0,0,0,1
"viewpoint",1,1,0,0,0
"virtual ag",3,0,2,0,1
"virtual and robotic tutor",1,1,0,0,0
"virtual classroom environ",1,0,0,0,1
"virtual commun",1,0,0,1,0
"virtual environ",2,2,0,0,0
"virtual human",1,0,1,0,0
"virtual lab",3,0,0,2,1
"virtual learning assist",1,0,0,1,0
"virtual learning environ",2,1,0,1,0
"virtual math teams (vmt)",1,0,0,1,0
"virtual r",2,1,0,0,1
"virtual reality surgeri",1,0,0,1,0
"virtual reality surgical train",2,0,0,0,2
"virtual teaching assist",1,0,0,1,0
"visitor model",1,0,0,0,1
"visual",2,0,0,1,1
"visual appear",1,1,0,0,0
"visual attent",1,0,0,1,0
"visual dialog",1,0,0,1,0
"visual learning analyt",1,0,1,0,0
"visual program",2,1,1,0,0
"visual represent",1,0,1,0,0
"visualis",3,1,0,2,0
"vla",1,0,1,0,0
"vocational educ",1,0,0,0,1
"voluntary practic",1,0,0,0,1
"watch index",1,0,0,0,1
"web",1,1,0,0,0
"web-based e-learning system",1,1,0,0,0
"web-based learn",1,0,1,0,0
"wheel-spin",4,1,0,1,2
"wheel spin",1,0,0,0,1
"willingness to communicate in l2",2,0,0,1,1
"winne and hadwin model",1,0,0,0,1
"wizard-of-oz",1,0,0,1,0
"word commun",1,0,0,1,0
"word embed",1,0,0,1,0
"word mean",1,1,0,0,0
"worked exampl",8,1,5,2,0
"worked out exampl",1,0,0,0,1
"working memory capac",1,0,1,0,0
"workplace learn",1,0,0,1,0
"write",6,1,2,1,2
"write-aloud methodolog",1,0,0,0,1
"writing analyt",1,0,0,1,0
"writing instruct",1,1,0,0,0
"writing pedagogi",2,1,1,0,0
"writing strategi",2,1,0,0,1
"young children",1,0,0,0,1
"zone of proximal develop",4,0,0,1,3
"zoning out",1,0,1,0,0
