"Stem","Freq_13_20","Freq_13_14","Freq_15_16","Freq_17_18","Freq_19_20"
"virtual world",1,1,0,0,0
"visual",24,9,7,7,1
"visual analyt",4,0,3,1,0
"visual design",1,0,0,1,0
"visual learning analyt",2,0,2,0,0
"visual represent",1,0,1,0,0
"visualis",8,3,2,1,2
"visualization dashboard",1,0,0,1,0
"visualizer-verb",1,1,0,0,0
"volatility forecast",1,0,0,0,1
"wearabl",2,0,0,1,1
"wearable enhanced learn",1,0,0,1,0
"wearable sensor",1,0,1,0,0
"wearable technolog",1,0,0,1,0
"web access",1,0,0,1,0
"web crawl",1,0,0,0,1
"web lectur",1,0,1,0,0
"web log",2,1,0,0,1
"wheelspin",1,0,1,0,0
"wiki",3,0,2,1,0
"work habit",1,0,0,0,1
"work readi",1,0,1,0,0
"working memory capac",1,0,0,0,1
"working with comput",1,0,1,0,0
"workplace learn",1,0,1,0,0
"write",4,0,2,2,0
"writing-to-learn",1,0,0,1,0
"writing analyt",7,0,2,3,2
"writing assess",1,1,0,0,0
"writing feedback",1,0,0,0,1
"writing qu",1,0,1,0,0
"writing revis",1,0,0,0,1
"x-means clust",1,0,1,0,0
"xapi",3,0,3,0,0
"xerox ignite™",1,0,1,0,0
"xtabl",1,0,0,1,0
